mass_1,mass_2,inclination_EM,luminosity_distance,log10_mej_dyn,log10_mej_wind,vej_dyn,vej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej,zeta,v_ej_dyn,v_ej_wind,redshift,timeshift,t0
1.6697984294189687,1.2488951568446285,0.507680419369312,170.02187459651952,-1.9468422137610921,-0.8602537251577054,0.20370362871788866,0.08095499548940625,0.2728227543977813,0.27739118182303496,22.279419023562035,-7.700077172384571,-0.8991354782203375,0.3224980253253824,0.20370362871788866,0.08095499548940625,0.037318999935867306,0.0,63266.24642083201
