mass_1,mass_2,inclination_EM,luminosity_distance,log10_mej_dyn,log10_mej_wind,vej_dyn,vej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej,zeta,v_ej_dyn,v_ej_wind,redshift,timeshift,t0
1.7186265544189687,1.2128869263919537,1.0606007264011161,193.84111657902682,-1.8294474792956497,-1.222481741158946,0.21031519896582251,0.13894316116987965,0.33372240837702005,0.22309755301417072,51.20191429766411,-3.029446970244262,-1.0289377675023355,0.33186471780131144,0.21031519896582251,0.13894316116987965,0.042391539859398156,0.0,61540.114487054896
