mass_1,mass_2,KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,timeshift
1.6058385885325204,1.0557914835924518,,,,,,
,,65.15938750650096,-1.6683741509477954,-1.0028265531312557,7.923583143384517,136.3867521654413,0.6599717366883239
