KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
49.48589308710906,-1.9414143821926486,-0.9074905534975058,66.56266046655314,120.7300836861809,2.154787901003738,1.3277186265714447
