,jd,mag,mag_unc,filter,limmag,programid
0,44242.53038900913,26.323071717285753,0.1,ps1__g,inf,0.0
1,44242.53038900913,26.776298699100153,0.1,ps1__r,inf,0.0
2,44242.53038900913,20.859611549650047,0.1,ps1__i,inf,0.0
3,44242.53038900913,22.505964398630788,0.1,2massh,inf,0.0
4,44242.53038900913,27.319693243897095,0.1,sdssu,inf,0.0
5,44242.53038900913,27.534166827785647,0.1,ps1__z,inf,0.0
6,44242.63038900913,25.33415055626857,0.1,ps1__r,inf,0.0
7,44242.63038900913,25.930903312315383,0.1,ps1__z,inf,0.0
8,44242.63038900913,25.003842520247087,0.1,ps1__g,inf,0.0
9,44242.63038900913,25.855542055756878,0.1,sdssu,inf,0.0
10,44242.63038900913,21.894820093163826,0.1,ps1__i,inf,0.0
11,44242.63038900913,22.784859089526154,0.1,2massh,inf,0.0
12,44242.730389009135,22.90201281164876,0.1,2massh,inf,0.0
13,44242.730389009135,23.71945320297476,0.1,ps1__r,inf,0.0
14,44242.730389009135,24.40745889785509,0.1,ps1__z,inf,0.0
15,44242.730389009135,23.707354217112584,0.1,ps1__g,inf,0.0
16,44242.730389009135,24.59755449964327,0.1,sdssu,inf,0.0
17,44242.730389009135,22.27683447569468,0.1,ps1__i,inf,0.0
18,44242.830389009134,24.379967817837013,0.1,2massh,inf,0.0
19,44242.830389009134,22.386779630424886,0.1,ps1__i,inf,0.0
20,44242.830389009134,23.616943673718804,0.1,ps1__z,inf,0.0
21,44242.830389009134,22.86535095504539,0.1,ps1__r,inf,0.0
22,44242.830389009134,23.148386182424435,0.1,ps1__g,inf,0.0
23,44242.830389009134,23.83035344018515,0.1,sdssu,inf,0.0
24,44242.93038900913,22.12641834841547,0.1,ps1__r,inf,0.0
25,44242.93038900913,22.05669012538412,0.1,ps1__i,inf,0.0
26,44242.93038900913,22.59602543424504,0.1,ps1__g,inf,0.0
27,44242.93038900913,23.389344099345507,0.1,sdssu,inf,0.0
28,44242.93038900913,24.897343771487257,0.1,2massh,inf,0.0
29,44242.93038900913,22.98781635766467,0.1,ps1__z,inf,0.0
30,44243.03038900913,24.323862277673935,0.1,2massh,inf,0.0
31,44243.03038900913,22.75244135664962,0.1,ps1__z,inf,0.0
32,44243.03038900913,21.92808632741383,0.1,ps1__i,inf,0.0
33,44243.03038900913,23.13111194043966,0.1,sdssu,inf,0.0
34,44243.03038900913,21.813459993159476,0.1,ps1__r,inf,0.0
35,44243.03038900913,22.30281672663388,0.1,ps1__g,inf,0.0
36,44243.13038900913,24.09865277582611,0.1,2massh,inf,0.0
37,44243.13038900913,21.764869347390068,0.1,ps1__r,inf,0.0
38,44243.13038900913,22.31165288530722,0.1,ps1__g,inf,0.0
39,44243.13038900913,22.279521801758655,0.1,ps1__z,inf,0.0
40,44243.13038900913,21.69006874415043,0.1,ps1__i,inf,0.0
41,44243.13038900913,23.09322607451273,0.1,sdssu,inf,0.0
42,44243.230389009135,21.97028426225113,0.1,ps1__z,inf,0.0
43,44243.230389009135,23.77305820868652,0.1,2massh,inf,0.0
44,44243.230389009135,21.60368678421431,0.1,ps1__r,inf,0.0
45,44243.230389009135,21.54879092390284,0.1,ps1__i,inf,0.0
46,44243.230389009135,22.94810802504362,0.1,sdssu,inf,0.0
47,44243.230389009135,22.0751027886717,0.1,ps1__g,inf,0.0
48,44243.330389009134,21.748236617687922,0.1,ps1__z,inf,0.0
49,44243.330389009134,23.55410566956307,0.1,2massh,inf,0.0
50,44243.330389009134,21.520564909793144,0.1,ps1__r,inf,0.0
51,44243.330389009134,21.44902295285284,0.1,ps1__i,inf,0.0
52,44243.330389009134,21.87738817137226,0.1,ps1__g,inf,0.0
53,44243.330389009134,23.086378913054045,0.1,sdssu,inf,0.0
54,44243.43038900913,23.111390160646526,0.1,2massh,inf,0.0
55,44243.43038900913,22.841767646470892,0.1,sdssu,inf,0.0
56,44243.43038900913,21.872417965830433,0.1,ps1__z,inf,0.0
57,44243.43038900913,21.765362000019962,0.1,ps1__r,inf,0.0
58,44243.43038900913,21.876712285425292,0.1,ps1__g,inf,0.0
59,44243.43038900913,21.338517743830398,0.1,ps1__i,inf,0.0
60,44243.53038900913,23.030474104232923,0.1,2massh,inf,0.0
61,44243.53038900913,22.945676220542875,0.1,sdssu,inf,0.0
62,44243.53038900913,21.47167790614207,0.1,ps1__r,inf,0.0
63,44243.53038900913,21.754619302374085,0.1,ps1__g,inf,0.0
64,44243.53038900913,21.709966307160723,0.1,ps1__z,inf,0.0
65,44243.53038900913,21.24720982446333,0.1,ps1__i,inf,0.0
66,44243.63038900913,21.732892886886937,0.1,ps1__g,inf,0.0
67,44243.63038900913,22.953518828718313,0.1,sdssu,inf,0.0
68,44243.63038900913,20.95255860370056,0.1,ps1__i,inf,0.0
69,44243.63038900913,22.644424120702944,0.1,2massh,inf,0.0
70,44243.63038900913,21.53469483584213,0.1,ps1__r,inf,0.0
71,44243.63038900913,21.52995776003074,0.1,ps1__z,inf,0.0
72,44243.730389009135,20.95215124008606,0.1,ps1__i,inf,0.0
73,44243.730389009135,21.556322850299534,0.1,ps1__z,inf,0.0
74,44243.730389009135,21.837536537842382,0.1,ps1__g,inf,0.0
75,44243.730389009135,23.212548605554947,0.1,sdssu,inf,0.0
76,44243.730389009135,21.571574489527187,0.1,ps1__r,inf,0.0
77,44243.730389009135,22.629753512143,0.1,2massh,inf,0.0
78,44243.830389009134,21.422665061220407,0.1,ps1__z,inf,0.0
79,44243.830389009134,21.27884116410624,0.1,ps1__i,inf,0.0
80,44243.830389009134,22.148056480319916,0.1,2massh,inf,0.0
