,jd,mag,mag_unc,filter,limmag,programid
0,44242.983929818,26.180488187007576,0.1,ps1__g,inf,0.0
1,44242.983929818,27.450055184116703,0.1,ps1__r,inf,0.0
2,44242.983929818,26.2775985018579,0.1,ps1__i,inf,0.0
3,44242.983929818,25.9451652130932,0.1,2massh,inf,0.0
4,44242.983929818,26.947218347188116,0.1,sdssu,inf,0.0
5,44242.983929818,27.14377969914218,0.1,ps1__z,inf,0.0
6,44243.083929818,25.725483436558928,0.1,ps1__r,inf,0.0
7,44243.083929818,25.63493371855781,0.1,ps1__z,inf,0.0
8,44243.083929818,24.98666519726439,0.1,ps1__g,inf,0.0
9,44243.083929818,25.49715085148118,0.1,sdssu,inf,0.0
10,44243.083929818,25.363246923208475,0.1,ps1__i,inf,0.0
11,44243.083929818,23.73885541314042,0.1,2massh,inf,0.0
12,44243.183929818006,21.420425647251,0.1,2massh,inf,0.0
13,44243.183929818006,23.901772607424878,0.1,ps1__r,inf,0.0
14,44243.183929818006,24.23420308269961,0.1,ps1__z,inf,0.0
15,44243.183929818006,23.8666569384711,0.1,ps1__g,inf,0.0
16,44243.183929818006,24.175086233072143,0.1,sdssu,inf,0.0
17,44243.183929818006,24.318245128290997,0.1,ps1__i,inf,0.0
18,44243.283929818004,21.411633101396966,0.1,2massh,inf,0.0
19,44243.283929818004,23.755212729046765,0.1,ps1__i,inf,0.0
20,44243.283929818004,23.434195150325262,0.1,ps1__z,inf,0.0
21,44243.283929818004,22.981443367086584,0.1,ps1__r,inf,0.0
22,44243.283929818004,23.2878128382742,0.1,ps1__g,inf,0.0
23,44243.283929818004,23.602981379265447,0.1,sdssu,inf,0.0
24,44243.383929818,22.203106561853847,0.1,ps1__r,inf,0.0
25,44243.383929818,23.309336662287212,0.1,ps1__i,inf,0.0
26,44243.383929818,22.62952390004666,0.1,ps1__g,inf,0.0
27,44243.383929818,23.4315000317538,0.1,sdssu,inf,0.0
28,44243.383929818,21.37728931849171,0.1,2massh,inf,0.0
29,44243.383929818,22.71247518122206,0.1,ps1__z,inf,0.0
30,44243.483929818,20.876732248643652,0.1,2massh,inf,0.0
31,44243.483929818,22.43168936615107,0.1,ps1__z,inf,0.0
32,44243.483929818,23.13724395034237,0.1,ps1__i,inf,0.0
33,44243.483929818,23.356243877132307,0.1,sdssu,inf,0.0
34,44243.483929818,21.84264223705288,0.1,ps1__r,inf,0.0
35,44243.483929818,22.250636721847144,0.1,ps1__g,inf,0.0
36,44243.583929818,20.824452206931,0.1,2massh,inf,0.0
37,44243.583929818,21.713905712236645,0.1,ps1__r,inf,0.0
38,44243.583929818,22.16291510370823,0.1,ps1__g,inf,0.0
39,44243.583929818,21.92113820731122,0.1,ps1__z,inf,0.0
40,44243.583929818,22.806214898299448,0.1,ps1__i,inf,0.0
41,44243.583929818,23.40561834667471,0.1,sdssu,inf,0.0
42,44243.683929818006,21.63484556351871,0.1,ps1__z,inf,0.0
43,44243.683929818006,20.778784399277676,0.1,2massh,inf,0.0
44,44243.683929818006,21.48771530665935,0.1,ps1__r,inf,0.0
45,44243.683929818006,22.761647830810738,0.1,ps1__i,inf,0.0
46,44243.683929818006,23.34007545167712,0.1,sdssu,inf,0.0
47,44243.683929818006,21.854178091940298,0.1,ps1__g,inf,0.0
48,44243.783929818004,21.5062569614181,0.1,ps1__z,inf,0.0
49,44243.783929818004,21.01654960194494,0.1,2massh,inf,0.0
50,44243.783929818004,21.356703055718512,0.1,ps1__r,inf,0.0
51,44243.783929818004,22.76030258243709,0.1,ps1__i,inf,0.0
52,44243.783929818004,21.60240632856615,0.1,ps1__g,inf,0.0
53,44243.783929818004,23.54406592345958,0.1,sdssu,inf,0.0
54,44243.883929818,21.048166512370145,0.1,2massh,inf,0.0
55,44243.883929818,23.35492905110638,0.1,sdssu,inf,0.0
56,44243.883929818,21.719624663913116,0.1,ps1__z,inf,0.0
57,44243.883929818,21.566236328003953,0.1,ps1__r,inf,0.0
58,44243.883929818,21.57157875680294,0.1,ps1__g,inf,0.0
59,44243.883929818,22.769933964383803,0.1,ps1__i,inf,0.0
60,44243.983929818,21.479757822495014,0.1,2massh,inf,0.0
61,44243.983929818,23.486198706018126,0.1,sdssu,inf,0.0
62,44243.983929818,21.220069962060755,0.1,ps1__r,inf,0.0
63,44243.983929818,21.431604632459962,0.1,ps1__g,inf,0.0
64,44243.983929818,21.515055929769204,0.1,ps1__z,inf,0.0
65,44243.983929818,22.770192741329698,0.1,ps1__i,inf,0.0
66,44244.083929818,21.39199707568105,0.1,ps1__g,inf,0.0
67,44244.083929818,23.52039581925534,0.1,sdssu,inf,0.0
68,44244.083929818,22.567108216879898,0.1,ps1__i,inf,0.0
69,44244.083929818,21.609224672260087,0.1,2massh,inf,0.0
70,44244.083929818,21.24127714778867,0.1,ps1__r,inf,0.0
71,44244.083929818,21.297195912040728,0.1,ps1__z,inf,0.0
72,44244.183929818006,22.529062586567953,0.1,ps1__i,inf,0.0
73,44244.183929818006,21.26799349402456,0.1,ps1__z,inf,0.0
74,44244.183929818006,21.549271159369102,0.1,ps1__g,inf,0.0
75,44244.183929818006,23.889839339303578,0.1,sdssu,inf,0.0
76,44244.183929818006,21.30385657921092,0.1,ps1__r,inf,0.0
77,44244.183929818006,22.005262841207767,0.1,2massh,inf,0.0
78,44244.283929818004,21.069586958370593,0.1,ps1__z,inf,0.0
79,44244.283929818004,22.81188781896663,0.1,ps1__i,inf,0.0
80,44244.283929818004,21.92639110144946,0.1,2massh,inf,0.0
81,44244.283929818004,23.941869803408068,0.1,sdssu,inf,0.0
82,44244.283929818004,21.343564427242974,0.1,ps1__r,inf,0.0
83,44244.283929818004,21.427580977530052,0.1,ps1__g,inf,0.0
84,44244.383929818,22.214576123419167,0.1,2massh,inf,0.0
85,44244.383929818,21.467572494888888,0.1,ps1__z,inf,0.0
86,44244.383929818,24.23855354075303,0.1,sdssu,inf,0.0
87,44244.383929818,21.399070156475396,0.1,ps1__r,inf,0.0
88,44244.383929818,21.631843103158293,0.1,ps1__g,inf,0.0
89,44244.383929818,22.72867432119155,0.1,ps1__i,inf,0.0
90,44244.483929818,21.29644168676844,0.1,ps1__z,inf,0.0
91,44244.483929818,24.21242034646307,0.1,sdssu,inf,0.0
92,44244.483929818,21.686627818776312,0.1,ps1__r,inf,0.0
93,44244.483929818,22.048850382520207,0.1,2massh,inf,0.0
94,44244.483929818,22.633257896426425,0.1,ps1__i,inf,0.0
95,44244.483929818,21.963550462933522,0.1,ps1__g,inf,0.0
96,44244.583929818,21.71906513341549,0.1,ps1__r,inf,0.0
97,44244.583929818,21.375079876667698,0.1,ps1__z,inf,0.0
98,44244.583929818,22.89313931130917,0.1,ps1__i,inf,0.0
99,44244.583929818,22.01270090878087,0.1,2massh,inf,0.0
100,44244.583929818,22.142536231845508,0.1,ps1__g,inf,0.0
101,44244.583929818,24.653768478007716,0.1,sdssu,inf,0.0
102,44244.683929818006,22.129064286938497,0.1,2massh,inf,0.0
103,44244.683929818006,21.533508714921176,0.1,ps1__z,inf,0.0
104,44244.683929818006,22.79379916309542,0.1,ps1__i,inf,0.0
105,44244.683929818006,21.962567260606967,0.1,ps1__r,inf,0.0
106,44244.683929818006,22.506001490669476,0.1,ps1__g,inf,0.0
107,44244.683929818006,25.00379219229837,0.1,sdssu,inf,0.0
108,44244.783929818004,22.11557860783075,0.1,ps1__r,inf,0.0
109,44244.783929818004,22.61315777316805,0.1,ps1__g,inf,0.0
110,44244.783929818004,21.60535004223586,0.1,ps1__z,inf,0.0
111,44244.783929818004,25.180268451432596,0.1,sdssu,inf,0.0
112,44244.783929818004,22.23515653501416,0.1,2massh,inf,0.0
113,44244.783929818004,22.95251214686058,0.1,ps1__i,inf,0.0
114,44244.883929818,22.907579237003564,0.1,ps1__i,inf,0.0
115,44244.883929818,22.789768864081005,0.1,ps1__g,inf,0.0
116,44244.883929818,25.49450428284638,0.1,sdssu,inf,0.0
117,44244.883929818,21.681604787205217,0.1,ps1__z,inf,0.0
118,44244.883929818,22.328467428850825,0.1,ps1__r,inf,0.0
119,44244.883929818,22.376533809342714,0.1,2massh,inf,0.0
120,44244.983929818,23.30057687694112,0.1,ps1__g,inf,0.0
121,44244.983929818,22.703221357909204,0.1,ps1__r,inf,0.0
122,44244.983929818,23.175982345398904,0.1,ps1__i,inf,0.0
123,44244.983929818,22.43837218707793,0.1,2massh,inf,0.0
124,44244.983929818,21.68134590474359,0.1,ps1__z,inf,0.0
125,44244.983929818,25.52747044188391,0.1,sdssu,inf,0.0
126,44245.083929818,22.383319309212407,0.1,2massh,inf,0.0
127,44245.083929818,22.42844644605631,0.1,ps1__r,inf,0.0
128,44245.083929818,21.93906913706613,0.1,ps1__z,inf,0.0
129,44245.083929818,25.901262434936108,0.1,sdssu,inf,0.0
130,44245.083929818,23.335814795841184,0.1,ps1__g,inf,0.0
131,44245.083929818,23.22764219463493,0.1,ps1__i,inf,0.0
132,44245.183929818006,23.10941225302262,0.1,ps1__i,inf,0.0
133,44245.183929818006,22.21165370206444,0.1,ps1__z,inf,0.0
134,44245.183929818006,23.569525672199504,0.1,ps1__g,inf,0.0
135,44245.183929818006,22.819697623105114,0.1,ps1__r,inf,0.0
136,44245.183929818006,22.476028335479384,0.1,2massh,inf,0.0
137,44245.183929818006,26.14382658057142,0.1,sdssu,inf,0.0
138,44245.283929818004,22.748266654327693,0.1,2massh,inf,0.0
139,44245.283929818004,23.32715399923691,0.1,ps1__i,inf,0.0
140,44245.283929818004,22.24001822004468,0.1,ps1__z,inf,0.0
141,44245.283929818004,26.05758398839111,0.1,sdssu,inf,0.0
142,44245.283929818004,23.634128467277726,0.1,ps1__g,inf,0.0
143,44245.283929818004,22.764335746808587,0.1,ps1__r,inf,0.0
144,44245.383929818,23.05350358013265,0.1,ps1__r,inf,0.0
145,44245.383929818,22.346110406151656,0.1,ps1__z,inf,0.0
146,44245.383929818,22.7467047774472,0.1,2massh,inf,0.0
147,44245.383929818,23.39041602547049,0.1,ps1__i,inf,0.0
148,44245.383929818,23.93613087440545,0.1,ps1__g,inf,0.0
149,44245.383929818,26.225630891489836,0.1,sdssu,inf,0.0
150,44245.483929818,22.662749898498458,0.1,2massh,inf,0.0
151,44245.483929818,22.25281679200069,0.1,ps1__z,inf,0.0
152,44245.483929818,23.56132064014044,0.1,ps1__i,inf,0.0
153,44245.483929818,24.204337752569618,0.1,ps1__g,inf,0.0
