,jd,mag,mag_unc,filter,limmag,programid
0,44242.981830952325,27.123480084959528,0.1,ps1__g,inf,0.0
1,44242.981830952325,26.100839036364853,0.1,ps1__r,inf,0.0
2,44242.981830952325,25.646469316402705,0.1,ps1__i,inf,0.0
3,44242.981830952325,32.85212590435353,0.1,2massh,inf,0.0
4,44242.981830952325,27.414400910646204,0.1,sdssu,inf,0.0
5,44242.981830952325,27.116679047453562,0.1,ps1__z,inf,0.0
6,44243.081830952324,25.166789281098538,0.1,ps1__r,inf,0.0
7,44243.081830952324,25.482507622919552,0.1,ps1__z,inf,0.0
8,44243.081830952324,25.907783501911457,0.1,ps1__g,inf,0.0
9,44243.081830952324,25.92737731537885,0.1,sdssu,inf,0.0
10,44243.081830952324,24.781852751358173,0.1,ps1__i,inf,0.0
11,44243.081830952324,29.807269304531218,0.1,2massh,inf,0.0
12,44243.18183095233,26.75506210843812,0.1,2massh,inf,0.0
13,44243.18183095233,24.358035312708925,0.1,ps1__r,inf,0.0
14,44243.18183095233,24.33370568642385,0.1,ps1__z,inf,0.0
15,44243.18183095233,24.941470743859266,0.1,ps1__g,inf,0.0
16,44243.18183095233,24.637771551066262,0.1,sdssu,inf,0.0
17,44243.18183095233,23.97645895372872,0.1,ps1__i,inf,0.0
18,44243.28183095233,24.860836074430313,0.1,2massh,inf,0.0
19,44243.28183095233,23.493319840224892,0.1,ps1__i,inf,0.0
20,44243.28183095233,23.95168585210979,0.1,ps1__z,inf,0.0
21,44243.28183095233,23.972226500914207,0.1,ps1__r,inf,0.0
22,44243.28183095233,24.54219205736822,0.1,ps1__g,inf,0.0
23,44243.28183095233,24.23142384099281,0.1,sdssu,inf,0.0
24,44243.38183095233,23.518297168337966,0.1,ps1__r,inf,0.0
25,44243.38183095233,23.142302710893315,0.1,ps1__i,inf,0.0
26,44243.38183095233,24.127174230793482,0.1,ps1__g,inf,0.0
27,44243.38183095233,24.22941434733329,0.1,sdssu,inf,0.0
28,44243.38183095233,24.164956082371763,0.1,2massh,inf,0.0
29,44243.38183095233,23.78663590643371,0.1,ps1__z,inf,0.0
30,44243.481830952325,23.80444709142714,0.1,2massh,inf,0.0
31,44243.481830952325,23.86590516429172,0.1,ps1__z,inf,0.0
32,44243.481830952325,23.063963961215276,0.1,ps1__i,inf,0.0
33,44243.481830952325,24.290105121502428,0.1,sdssu,inf,0.0
34,44243.481830952325,23.473631756455102,0.1,ps1__r,inf,0.0
35,44243.481830952325,24.062838790418468,0.1,ps1__g,inf,0.0
36,44243.581830952324,23.67635594142522,0.1,2massh,inf,0.0
37,44243.581830952324,23.617046063799638,0.1,ps1__r,inf,0.0
38,44243.581830952324,24.300037607462546,0.1,ps1__g,inf,0.0
39,44243.581830952324,23.55150996999949,0.1,ps1__z,inf,0.0
40,44243.581830952324,22.798111079594822,0.1,ps1__i,inf,0.0
41,44243.581830952324,24.431369414011403,0.1,sdssu,inf,0.0
42,44243.68183095233,23.50757922401734,0.1,ps1__z,inf,0.0
43,44243.68183095233,23.504302229739565,0.1,2massh,inf,0.0
44,44243.68183095233,23.631663468491652,0.1,ps1__r,inf,0.0
