mass_1,mass_2,KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,timeshift
1.355229530157559,1.31425896078379,,,,,,
,,67.48994142231335,-2.30596911328782,-1.5168694382703332,75.03501600003739,51.402735150357984,-0.3143920425011729
