KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
36.82964308710906,-1.8363056545392997,-1.09747859901617,9.623884956349066,163.12677790105695,1.9233064195222567,1.2777186265714446
