Nested Sampling Global Log-Evidence           :   -0.402197263836742902E+01  +/-    0.645295062749402654E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.402197263836742902E+01 +/-    0.645295062749402099E-01
Local Log-Evidence   -0.402197263836742902E+01 +/-    0.645295062749402654E-01

Dim No.       Mean        Sigma
   1    0.126168386625038877E+03    0.382958255550500937E+02
   2    0.417167868155010666E+02    0.166410189188821001E+02
   3    0.461013932711805410E+02    0.245549757846738324E+02
   4    0.998362534067268381E+00    0.365872017501476743E+00
   5   -0.318674481183577996E+01    0.738916168973406839E+00
   6   -0.213597484711230035E+01    0.529601786402291719E+00
   7   -0.214675564688722842E+01    0.430072528940772358E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.137864038778965579E+03
   2    0.362295099295415213E+02
   3    0.741902800921338610E+02
   4    0.818649844530159543E+00
   5   -0.225546742766737829E+01
   6   -0.284759283084314996E+01
   7   -0.235497286493822200E+01

MAP Parameters
Dim No.        Parameter
   1    0.144872847683475328E+03
   2    0.430938043039447720E+02
   3    0.156623484461883056E+02
   4    0.133402333203330148E+01
   5   -0.298154325965683231E+01
   6   -0.170802340707118572E+01
   7   -0.222116930643359423E+01
