KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
25.579643087109066,-1.3960086783969525,-0.7878147887623694,72.07286454818579,24.944959719238735,2.108491604707442,1.0977186265714447
