,jd,mag,mag_unc,filter,limmag,programid
0,44243.3625995033,21.94023701172615,0.1,ps1__g,inf,0.0
1,44243.3625995033,21.067469798314843,0.1,ps1__r,inf,0.0
2,44243.3625995033,18.783468226038227,0.1,ps1__i,inf,0.0
3,44243.3625995033,17.053075885726788,0.1,2massh,inf,0.0
4,44243.3625995033,22.63498483902083,0.1,sdssu,inf,0.0
5,44243.3625995033,24.119726273341364,0.1,ps1__z,inf,0.0
6,44243.4625995033,20.065692198430263,0.1,ps1__r,inf,0.0
7,44243.4625995033,21.44554034953438,0.1,ps1__z,inf,0.0
8,44243.4625995033,20.481999539255607,0.1,ps1__g,inf,0.0
9,44243.4625995033,21.208760955388414,0.1,sdssu,inf,0.0
10,44243.4625995033,18.783407591353463,0.1,ps1__i,inf,0.0
11,44243.4625995033,17.2801728623675,0.1,2massh,inf,0.0
12,44243.562599503304,17.453158102866727,0.1,2massh,inf,0.0
13,44243.562599503304,18.86799342484942,0.1,ps1__r,inf,0.0
14,44243.562599503304,19.090593080897957,0.1,ps1__z,inf,0.0
15,44243.562599503304,19.147434303645174,0.1,ps1__g,inf,0.0
16,44243.562599503304,19.996201596455073,0.1,sdssu,inf,0.0
17,44243.562599503304,18.46104824300505,0.1,ps1__i,inf,0.0
18,44243.6625995033,19.642171702861376,0.1,2massh,inf,0.0
19,44243.6625995033,18.152254169185866,0.1,ps1__i,inf,0.0
20,44243.6625995033,18.691236767698843,0.1,ps1__z,inf,0.0
21,44243.6625995033,18.48901655397313,0.1,ps1__r,inf,0.0
22,44243.6625995033,18.843091838052054,0.1,ps1__g,inf,0.0
23,44243.6625995033,19.39234617803466,0.1,sdssu,inf,0.0
24,44243.7625995033,17.860394722553718,0.1,ps1__r,inf,0.0
25,44243.7625995033,17.564092454638722,0.1,ps1__i,inf,0.0
26,44243.7625995033,18.29714281883164,0.1,ps1__g,inf,0.0
27,44243.7625995033,18.873616817746267,0.1,sdssu,inf,0.0
28,44243.7625995033,18.858439043837755,0.1,2massh,inf,0.0
29,44243.7625995033,18.205400954827464,0.1,ps1__z,inf,0.0
30,44243.8625995033,18.61701246741926,0.1,2massh,inf,0.0
31,44243.8625995033,18.16501677169247,0.1,ps1__z,inf,0.0
32,44243.8625995033,17.584453273701204,0.1,ps1__i,inf,0.0
33,44243.8625995033,18.793485735461243,0.1,sdssu,inf,0.0
34,44243.8625995033,17.76307094924142,0.1,ps1__r,inf,0.0
35,44243.8625995033,18.198615244678336,0.1,ps1__g,inf,0.0
36,44243.9625995033,18.43186241388326,0.1,2massh,inf,0.0
37,44243.9625995033,17.78129336383904,0.1,ps1__r,inf,0.0
38,44243.9625995033,18.293585363145066,0.1,ps1__g,inf,0.0
39,44243.9625995033,17.712687540031627,0.1,ps1__z,inf,0.0
40,44243.9625995033,17.227567481341406,0.1,ps1__i,inf,0.0
41,44243.9625995033,18.779544124367693,0.1,sdssu,inf,0.0
42,44244.062599503304,17.562153196330534,0.1,ps1__z,inf,0.0
43,44244.062599503304,18.274529096766166,0.1,2massh,inf,0.0
44,44244.062599503304,17.72632520170058,0.1,ps1__r,inf,0.0
45,44244.062599503304,17.27562933586178,0.1,ps1__i,inf,0.0
46,44244.062599503304,18.694131415676917,0.1,sdssu,inf,0.0
47,44244.062599503304,18.205697190720677,0.1,ps1__g,inf,0.0
48,44244.1625995033,17.407964721001562,0.1,ps1__z,inf,0.0
49,44244.1625995033,18.161074046190862,0.1,2massh,inf,0.0
50,44244.1625995033,17.6601724214279,0.1,ps1__r,inf,0.0
51,44244.1625995033,17.257917056593563,0.1,ps1__i,inf,0.0
52,44244.1625995033,18.076988696353272,0.1,ps1__g,inf,0.0
53,44244.1625995033,18.857500369047113,0.1,sdssu,inf,0.0
54,44244.2625995033,17.866831130070818,0.1,2massh,inf,0.0
