    0.100133291070373032E+01    0.824955650040681054E+00    0.496284678434992838E+04    0.643001408740881126E-03    0.258284375661671506E+00   -0.553153695202064366E+00
    0.101320051844514492E+01    0.904183675650383378E+00    0.419712272698495599E+04   -0.847576951740563019E-04    0.305049176560390101E+00   -0.413918580651218893E+00
    0.137260789969511521E+01    0.712803756999467297E+00    0.476475002707178282E+04   -0.421043852010370690E-03    0.432703625325982166E+00   -0.293263724827383498E+00
    0.900462257393952803E+00    0.685035679648801965E+00    0.498270037095044245E+04    0.157730508747884392E-03    0.117700459484668646E+00    0.917474319669546734E-01
    0.119678419445418460E+01    0.842044396065695810E+00    0.484215275419342379E+04   -0.900450965187529740E-03    0.601316489226277673E+00    0.133869551490245708E+00
    0.961523416396150243E+00    0.839674948024210166E+00    0.454492165050633866E+04    0.203130528372187245E-03    0.268153218946712291E+00    0.193942363595771550E+00
    0.940644214092009157E+00    0.742279477754613781E+00    0.443994787617954171E+04    0.287197984263251789E-03    0.171995336364157425E+00    0.285769673281688563E+00
    0.123573889748688748E+01    0.834682338341872221E+00    0.434283658308157919E+04    0.413735333849460049E-03    0.266146402127566739E+00    0.433577940805416118E+00
    0.114029155868825027E+01    0.856336842084302052E+00    0.406097399686616473E+04    0.276209685353677535E-03    0.176806043171261223E+00    0.690159666630718593E+00
    0.979493459508518294E+00    0.718349437733248664E+00    0.449327978560534302E+04    0.104156857479609395E-03    0.163136913270838430E+00    0.708931211404890793E+00
    0.103116205762010216E+01    0.996520157392726036E+00    0.407643092698205010E+04   -0.394146152199424779E-03    0.182424128001913571E+00    0.812173633102044823E+00
    0.911077238031657632E+00    0.703438863938622316E+00    0.485247279870732291E+04   -0.754604585971950894E-04    0.130493513419726065E+00    0.840238644664965451E+00
    0.116631107117015498E+01    0.796570625426017087E+00    0.413422657457476816E+04   -0.569012470188085982E-03    0.207331561984009038E+00    0.103752333258966933E+01
    0.111151277678408267E+01    0.815602287305614682E+00    0.463754386333772254E+04    0.195327904986453312E-03    0.238072776783164131E+00    0.109243757260633267E+01
    0.114556795106884346E+01    0.988063612295304483E+00    0.483431631399449998E+04    0.514894006844878946E-03    0.466632635577596599E+00    0.123306733483491104E+01
    0.108819524924027888E+01    0.895204007427349957E+00    0.435482327287137923E+04   -0.595079451267281883E-03    0.371282640880549519E+00    0.136064451376146289E+01
    0.863825685867304460E+00    0.662274939169758325E+00    0.398561804672129119E+04   -0.200653615380017470E-03    0.100394712501707034E+00    0.140834805897060011E+01
    0.996075745062067863E+00    0.778744185008382828E+00    0.467312453206999180E+04   -0.130082465692571452E-03    0.153311219819377703E+00    0.145839192364210657E+01
    0.151713234973983058E+01    0.762496209500296618E+00    0.392686935284737865E+04   -0.257991651193873046E-04    0.907880415729521495E+00    0.151361157883127051E+01
    0.128069846630096440E+01    0.839040927588939667E+00    0.461201323592662811E+04   -0.761134514943873899E-03    0.292468428611755371E+00    0.154646742916234303E+01
    0.156361677691909984E+01    0.747514583453076309E+00    0.462472053741426589E+04   -0.699347806744536962E-03    0.679455373946804664E+00    0.158863117067089865E+01
    0.160413044169836505E+01    0.715139998567581592E+00    0.427197258828747363E+04    0.640664456023897779E-03    0.707535658682197144E+00    0.166457107701794760E+01
    0.106129799321297691E+01    0.971261346488317301E+00    0.403968848383983732E+04    0.571123889719314377E-03    0.191706140899346900E+00    0.168389526861040295E+01
    0.126981084179775894E+01    0.924621461370191744E+00    0.461820027007589124E+04    0.466453006960166277E-04    0.607264651040548720E+00    0.169036299507175247E+01
    0.139542996098519501E+01    0.742639099528496716E+00    0.477244515371690704E+04   -0.687281777572374634E-03    0.549517463146152130E+00    0.172093560385115341E+01
    0.959105561268232765E+00    0.785781815132794104E+00    0.468459953699335711E+04    0.381836579397744444E-03    0.153441068215557697E+00    0.177651693173768055E+01
    0.123444168813281374E+01    0.910872953024770005E+00    0.398635807351107633E+04    0.812112210048315878E-04    0.396949017834596907E+00    0.182506132994660719E+01
    0.111396662472825980E+01    0.970520764599895669E+00    0.456132730516156789E+04    0.119607315404443674E-03    0.222291559170635145E+00    0.184853674794718859E+01
    0.138481301324146822E+01    0.695303512869305917E+00    0.429624902817484326E+04   -0.690010913090901190E-03    0.426414535004963402E+00    0.185338583856244221E+01
    0.116220674766535303E+01    0.922085937609143702E+00    0.487499983344324028E+04   -0.355811412592392420E-03    0.285508781969005754E+00    0.189023823409568470E+01
    0.141730238017068277E+01    0.743694680263145669E+00    0.479379885593163181E+04   -0.175120109543484083E-03    0.700611689190127951E+00    0.196697784167149292E+01
    0.100599297869605464E+01    0.880970903269161165E+00    0.473432726881909093E+04    0.999280784982045823E-04    0.177571328350791119E+00    0.200536672550897510E+01
    0.105017299042191103E+01    0.991811141092625137E+00    0.459967095433095710E+04   -0.502097377081446106E-03    0.258603873630374792E+00    0.200682606641679628E+01
    0.126520908004885557E+01    0.751657230036989255E+00    0.487914299696517719E+04    0.147212269715167409E-03    0.960708875277736851E+00    0.206446000711814825E+01
    0.118410376568617171E+01    0.972529178017138340E+00    0.470949337090690369E+04   -0.253586340942047761E-04    0.194541071739721960E+00    0.209911141603140061E+01
    0.984092853606282514E+00    0.762020139045656797E+00    0.485872330453579525E+04    0.957731469015439817E-04    0.180085877227501912E+00    0.217853600187306951E+01
    0.132064452899849627E+01    0.778697788103111743E+00    0.406846400808003591E+04    0.744112850161017113E-03    0.853572016889830532E+00    0.218497943467081868E+01
    0.102836783518161479E+01    0.787390639288927718E+00    0.489703549273419776E+04    0.327518643998834895E-03    0.161290839188592272E+00    0.218687340752787795E+01
    0.102161617734737997E+01    0.876032737770476411E+00    0.494971297501202480E+04    0.245396311959400450E-04    0.179192949864619228E+00    0.221599935779054569E+01
