,jd,mag,mag_unc,filter,limmag,programid
0,44243.70917991892,27.01490622369143,0.1,ps1__g,inf,0.0
1,44243.70917991892,26.044846377640997,0.1,ps1__r,inf,0.0
2,44243.70917991892,29.187871289716092,0.1,ps1__i,inf,0.0
3,44243.70917991892,23.651810690957813,0.1,2massh,inf,0.0
4,44243.70917991892,26.250926464705156,0.1,sdssu,inf,0.0
5,44243.70917991892,28.024297847456438,0.1,ps1__z,inf,0.0
6,44243.80917991892,24.929945157319978,0.1,ps1__r,inf,0.0
7,44243.80917991892,25.7537581741204,0.1,ps1__z,inf,0.0
8,44243.80917991892,25.43516410351484,0.1,ps1__g,inf,0.0
9,44243.80917991892,25.10305631589712,0.1,sdssu,inf,0.0
10,44243.80917991892,26.943824369643036,0.1,ps1__i,inf,0.0
11,44243.80917991892,23.070009605217578,0.1,2massh,inf,0.0
12,44243.90917991893,22.379713127137297,0.1,2massh,inf,0.0
13,44243.90917991893,23.72122275229467,0.1,ps1__r,inf,0.0
14,44243.90917991893,23.851189196122828,0.1,ps1__z,inf,0.0
15,44243.90917991893,24.034150222801845,0.1,ps1__g,inf,0.0
16,44243.90917991893,24.126275151528237,0.1,sdssu,inf,0.0
17,44243.90917991893,25.08159123109097,0.1,ps1__i,inf,0.0
18,44244.009179918925,23.238535183426983,0.1,2massh,inf,0.0
19,44244.009179918925,24.24941681451085,0.1,ps1__i,inf,0.0
20,44244.009179918925,22.872101031025803,0.1,ps1__z,inf,0.0
21,44244.009179918925,23.079024111880805,0.1,ps1__r,inf,0.0
22,44244.009179918925,23.488406220202393,0.1,ps1__g,inf,0.0
23,44244.009179918925,23.761014657745733,0.1,sdssu,inf,0.0
24,44244.10917991892,22.375093801541727,0.1,ps1__r,inf,0.0
25,44244.10917991892,23.94380037715687,0.1,ps1__i,inf,0.0
26,44244.10917991892,22.956848227005597,0.1,ps1__g,inf,0.0
27,44244.10917991892,23.670733432187628,0.1,sdssu,inf,0.0
28,44244.10917991892,23.255348469078903,0.1,2massh,inf,0.0
29,44244.10917991892,22.079224587220075,0.1,ps1__z,inf,0.0
30,44244.20917991892,22.86042092368626,0.1,2massh,inf,0.0
31,44244.20917991892,21.77281140023812,0.1,ps1__z,inf,0.0
32,44244.20917991892,23.81125699530043,0.1,ps1__i,inf,0.0
33,44244.20917991892,23.70787946153485,0.1,sdssu,inf,0.0
34,44244.20917991892,22.09625528463951,0.1,ps1__r,inf,0.0
35,44244.20917991892,22.712349416104583,0.1,ps1__g,inf,0.0
36,44244.30917991892,22.797832340030318,0.1,2massh,inf,0.0
37,44244.30917991892,22.011773665562735,0.1,ps1__r,inf,0.0
38,44244.30917991892,22.718625738976368,0.1,ps1__g,inf,0.0
39,44244.30917991892,21.215241314416396,0.1,ps1__z,inf,0.0
40,44244.30917991892,23.45486961227825,0.1,ps1__i,inf,0.0
41,44244.30917991892,23.860341562411723,0.1,sdssu,inf,0.0
42,44244.40917991893,20.952400189247108,0.1,ps1__z,inf,0.0
43,44244.40917991893,22.672860639406554,0.1,2massh,inf,0.0
44,44244.40917991893,21.84953826694729,0.1,ps1__r,inf,0.0
45,44244.40917991893,23.48257529040675,0.1,ps1__i,inf,0.0
46,44244.40917991893,23.94474043802155,0.1,sdssu,inf,0.0
47,44244.40917991893,22.509170055128486,0.1,ps1__g,inf,0.0
48,44244.509179918925,20.770224632337968,0.1,ps1__z,inf,0.0
49,44244.509179918925,22.651761342826,0.1,2massh,inf,0.0
50,44244.509179918925,21.763994251526444,0.1,ps1__r,inf,0.0
51,44244.509179918925,23.47247975146957,0.1,ps1__i,inf,0.0
52,44244.509179918925,22.312940727509744,0.1,ps1__g,inf,0.0
53,44244.509179918925,24.339049915917673,0.1,sdssu,inf,0.0
54,44244.60917991892,22.446128626941093,0.1,2massh,inf,0.0
55,44244.60917991892,24.339802336596396,0.1,sdssu,inf,0.0
56,44244.60917991892,21.006777721121683,0.1,ps1__z,inf,0.0
57,44244.60917991892,22.034395758469245,0.1,ps1__r,inf,0.0
58,44244.60917991892,22.381445324374138,0.1,ps1__g,inf,0.0
59,44244.60917991892,23.49140123341983,0.1,ps1__i,inf,0.0
60,44244.70917991892,22.65264702676988,0.1,2massh,inf,0.0
61,44244.70917991892,24.622865620111455,0.1,sdssu,inf,0.0
62,44244.70917991892,21.70893278775675,0.1,ps1__r,inf,0.0
63,44244.70917991892,22.323178845531253,0.1,ps1__g,inf,0.0
64,44244.70917991892,20.91468297281695,0.1,ps1__z,inf,0.0
65,44244.70917991892,23.49558312757978,0.1,ps1__i,inf,0.0
66,44244.80917991892,22.378846102381605,0.1,ps1__g,inf,0.0
67,44244.80917991892,24.798308600107966,0.1,sdssu,inf,0.0
68,44244.80917991892,23.298533843238996,0.1,ps1__i,inf,0.0
69,44244.80917991892,22.561592771931526,0.1,2massh,inf,0.0
70,44244.80917991892,21.7694119920556,0.1,ps1__r,inf,0.0
71,44244.80917991892,20.857719691249986,0.1,ps1__z,inf,0.0
72,44244.90917991893,23.25762499971396,0.1,ps1__i,inf,0.0
73,44244.90917991893,21.025376343364197,0.1,ps1__z,inf,0.0
74,44244.90917991893,22.586307153909875,0.1,ps1__g,inf,0.0
75,44244.90917991893,25.120650124292997,0.1,sdssu,inf,0.0
76,44244.90917991893,21.838666482701505,0.1,ps1__r,inf,0.0
77,44244.90917991893,22.795151277449374,0.1,2massh,inf,0.0
78,44245.009179918925,21.018931898393557,0.1,ps1__z,inf,0.0
79,44245.009179918925,23.55136589920031,0.1,ps1__i,inf,0.0
80,44245.009179918925,22.55320373263304,0.1,2massh,inf,0.0
81,44245.009179918925,25.12406770648136,0.1,sdssu,inf,0.0
82,44245.009179918925,21.878050593643145,0.1,ps1__r,inf,0.0
83,44245.009179918925,22.507474751302126,0.1,ps1__g,inf,0.0
84,44245.10917991892,22.710266131593613,0.1,2massh,inf,0.0
85,44245.10917991892,21.59368894847262,0.1,ps1__z,inf,0.0
86,44245.10917991892,25.21909164010329,0.1,sdssu,inf,0.0
87,44245.10917991892,21.93983372552865,0.1,ps1__r,inf,0.0
88,44245.10917991892,22.796652833058495,0.1,ps1__g,inf,0.0
89,44245.10917991892,23.572063928772344,0.1,ps1__i,inf,0.0
90,44245.20917991892,21.582144740633577,0.1,ps1__z,inf,0.0
91,44245.20917991892,24.977437907662534,0.1,sdssu,inf,0.0
92,44245.20917991892,22.20677590888538,0.1,ps1__r,inf,0.0
93,44245.20917991892,22.456076055603326,0.1,2massh,inf,0.0
94,44245.20917991892,23.592658745556164,0.1,ps1__i,inf,0.0
95,44245.20917991892,23.184866782056417,0.1,ps1__g,inf,0.0
96,44245.30917991892,22.24602653119275,0.1,ps1__r,inf,0.0
97,44245.30917991892,21.75770178419394,0.1,ps1__z,inf,0.0
98,44245.30917991892,23.94731104002016,0.1,ps1__i,inf,0.0
99,44245.30917991892,22.350456570601285,0.1,2massh,inf,0.0
100,44245.30917991892,23.420480733244784,0.1,ps1__g,inf,0.0
101,44245.30917991892,25.22586616922853,0.1,sdssu,inf,0.0
102,44245.40917991893,22.36283456442513,0.1,2massh,inf,0.0
103,44245.40917991893,21.988918458998526,0.1,ps1__z,inf,0.0
104,44245.40917991893,23.927407062083994,0.1,ps1__i,inf,0.0
105,44245.40917991893,22.49868258589943,0.1,ps1__r,inf,0.0
106,44245.40917991893,23.835611751969708,0.1,ps1__g,inf,0.0
107,44245.40917991893,25.366886271388676,0.1,sdssu,inf,0.0
108,44245.509179918925,22.659777711363773,0.1,ps1__r,inf,0.0
109,44245.509179918925,23.984503903647507,0.1,ps1__g,inf,0.0
