log10_mej_dyn,log10_mej_wind,luminosity_distance,mass_1,mass_2,zeta,inclination_EM,v_ej_dyn,v_ej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej
-1.345843301287274,-0.7646839210940218,83.42954715476436,1.9796939483929603,1.024305966324534,0.4332704017312765,0.6035852131487709,0.1520620131322985,0.0523670328960356,0.3002660282534054,0.3501835460346192,46.95214282003343,-8.768022841246868,-0.8315915833335796
