Nested Sampling Global Log-Evidence           :   -0.384475557341608152E+02  +/-    0.638367041568900229E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.384475557341608152E+02 +/-    0.638367041568900229E-01
Local Log-Evidence   -0.384475557341608152E+02 +/-    0.638367041568900229E-01

Dim No.       Mean        Sigma
   1    0.892146919379606089E+02    0.115616834946387126E+02
   2    0.638816461229215378E+02    0.824426895162576656E+01
   3    0.601879521701240492E+02    0.178478046743652428E+02
   4    0.997381991375493326E+00    0.371255004185222448E+00
   5   -0.831118179629672937E+00    0.274807937160949811E+00
   6   -0.240078432694176813E+01    0.154214568042861405E+00
   7   -0.121526119486264417E+01    0.684299143191668263E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.838158431643848445E+02
   2    0.741485549672849942E+02
   3    0.362923289878369744E+02
   4    0.387566741885595145E+00
   5   -0.695126907662713789E+00
   6   -0.233631087849179275E+01
   7   -0.129797917464002266E+01

MAP Parameters
Dim No.        Parameter
   1    0.838158431643848445E+02
   2    0.741485549672849942E+02
   3    0.362923289878369744E+02
   4    0.387566741885595145E+00
   5   -0.695126907662713789E+00
   6   -0.233631087849179275E+01
   7   -0.129797917464002266E+01
