

    0.109810639404526436E-98    0.482558763009091933E+03    0.480172127485275269E+03    0.703740692138671875E+02    0.492302834987640381E+01    0.114609456692536837E+01   -0.116748094558715820E+00   -0.256625914573669434E+01   -0.663283944129943848E+00
    0.118514158787844576E-98    0.482405236417670949E+03    0.232893407344818115E+03    0.476140844821929932E+02    0.879093092679977417E+02    0.142961968381351134E+01   -0.353467345237731934E+00   -0.247295582294464111E+01   -0.114070165157318115E+01
    0.142443342722413237E-98    0.482036436077496660E+03    0.264322191476821899E+03    0.522380232810974121E+02    0.838943535089492798E+02    0.655371572516400658E+00   -0.142454004287719727E+01   -0.215730547904968262E+01   -0.212863552570343018E+01
    0.187771941432959493E-98    0.481482891868486206E+03    0.460869729518890381E+03    0.212798380851745605E+02    0.313178157806396484E+02    0.146464422174147102E+01   -0.146235597133636475E+01   -0.146377003192901611E+01   -0.298524785041809082E+01
    0.191112634551139860E-98    0.481446645676073672E+03    0.230758249759674072E+03    0.615727257728576660E+02    0.887942934036254883E+02    0.761063440665882940E+00   -0.489441752433776855E+00   -0.165242183208465576E+01   -0.759275436401367188E+00
    0.279063401411470244E-98    0.480688517039014755E+03    0.286177366971969604E+03    0.727894484996795654E+02    0.722296142578125000E+02    0.807029842390369456E+00   -0.161116087436676025E+01   -0.235717749595642090E+01   -0.192593562602996826E+01
    0.472885717964591744E-98    0.479632710982467870E+03    0.134952753782272339E+03    0.574234342575073242E+02    0.898810976743698120E+02    0.902095475201219466E+00   -0.209514617919921875E+00   -0.210672140121459961E+01   -0.150746095180511475E+01
    0.626703573120874743E-98    0.479068494599029805E+03    0.174205213785171509E+03    0.488762176036834717E+02    0.719940841197967529E+02    0.131094934270770835E+01   -0.127253353595733643E+01   -0.143706512451171875E+01   -0.862754911184310913E+00
    0.740488645867243440E-98    0.478733844752873779E+03    0.299186974763870239E+03    0.540687131881713867E+02    0.279939472675323486E+02    0.323240032310322042E-01   -0.199185431003570557E+01   -0.143881630897521973E+01   -0.218597713112831116E+01
    0.762986611823770641E-98    0.478673007822684099E+03    0.214549243450164795E+03    0.416424751281738281E+02    0.334069669246673584E+01    0.901898633265589500E+00   -0.189320099353790283E+01   -0.113632142543792725E+01   -0.743755728006362915E+00
    0.800987143514558967E-98    0.478574822436137651E+03    0.413810551166534424E+03    0.623398053646087646E+02    0.805404871702194214E+02    0.115720996921837505E+01   -0.651890158653259277E+00   -0.268761384487152100E+01   -0.220401558279991150E+01
    0.947018210754120176E-98    0.478238899020545318E+03    0.385084420442581177E+03    0.568178594112396240E+02    0.161425209045410156E+02    0.130583834622000516E+01   -0.114410150051116943E+01   -0.279150843620300293E+01   -0.229442316293716431E+01
    0.110875186716893738E-97    0.477922578668623714E+03    0.247713476419448853E+03    0.203426063060760498E+02    0.849657672643661499E+02    0.146875230173009608E+01   -0.185190486907958984E+01   -0.185984027385711670E+01   -0.193529340624809265E+01
    0.131927444258933904E-97    0.477573908141920924E+03    0.342831522226333618E+03    0.162090289592742920E+02    0.150022387504577637E+02    0.938880021180347413E+00   -0.126559734344482422E-01   -0.239708757400512695E+01   -0.121912989020347595E+01
    0.226818848575917633E-97    0.476489132442949256E+03    0.278128355741500854E+03    0.488376402854919434E+02    0.368653160333633423E+02    0.438773826358902663E+00   -0.171648311614990234E+01   -0.243490505218505859E+01   -0.256656411290168762E+01
    0.249082222689633961E-97    0.476300893123317849E+03    0.794359147548675537E+02    0.531513118743896484E+02    0.207519400119781494E+02    0.989440679669822631E+00   -0.134526550769805908E+01   -0.113182425498962402E+01   -0.201961416006088257E+01
    0.309445586623549885E-97    0.475865918135777633E+03    0.420801073312759399E+03    0.705215227603912354E+02    0.636163491010665894E+02    0.680737948081309496E+00   -0.168655002117156982E+01   -0.124916827678680420E+01   -0.153773877024650574E+01
    0.379493045810356943E-97    0.475456833561326675E+03    0.277112752199172974E+03    0.395961499214172363E+02    0.829097521305084229E+02    0.884234500103241561E+00   -0.161791980266571045E+01   -0.266480028629302979E+01   -0.609421908855438232E+00
    0.473760063650161312E-97    0.475012127545532735E+03    0.262874156236648560E+03    0.245917510986328125E+02    0.466819220781326294E+02    0.134624056748064391E+01   -0.314848303794860840E+00   -0.109314000606536865E+01   -0.123623433709144592E+01
    0.554279551607625710E-97    0.474697214649908460E+03    0.328755229711532593E+03    0.531955647468566895E+02    0.820073604583740234E+02    0.135737606693200363E+01   -0.105970859527587891E+01   -0.257658588886260986E+01   -0.217321935296058655E+01
    0.782460963143141650E-97    0.474006688350315812E+03    0.130801677703857422E+03    0.743587875366210938E+02    0.965464353561401367E+01    0.984982180816118436E+00   -0.541183829307556152E+00   -0.186331677436828613E+01   -0.159833881258964539E+01
    0.812734375645248296E-97    0.473929791185562863E+03    0.406562715768814087E+03    0.673111617565155029E+02    0.736252963542938232E+01    0.151459807474877439E+01   -0.140392494201660156E+01   -0.186894309520721436E+01   -0.296419310569763184E+01
    0.107912052304901832E-96    0.473361819977219682E+03    0.251279890537261963E+03    0.653353285789489746E+02    0.826164418458938599E+02    0.486982254972913864E+00   -0.154559636116027832E+01   -0.238292145729064941E+01   -0.235577720403671265E+01
    0.112398970275864060E-96    0.473279366992111591E+03    0.443320661783218384E+03    0.249871194362640381E+02    0.343311274051666260E+02    0.771089562101931469E+00   -0.614012479782104492E-01   -0.131579339504241943E+01   -0.849176973104476929E+00
    0.121241671964941844E-96    0.473126928296686344E+03    0.491492629051208496E+03    0.212953662872314453E+02    0.424984967708587646E+02    0.793748110973077625E+00   -0.859487771987915039E+00   -0.295579266548156738E+01   -0.258992227911949158E+01
    0.198002945328377739E-96    0.472144959607494002E+03    0.309166908264160156E+03    0.173770236968994141E+02    0.832092046737670898E+02    0.118311302150985687E+01   -0.163912880420684814E+01   -0.236721765995025635E+01   -0.261559787392616272E+01
    0.240552444778695556E-96    0.471754670594191907E+03    0.328521043062210083E+03    0.504138207435607910E+02    0.603284597396850586E+02    0.120185105062059550E+01   -0.110102796554565430E+01   -0.215792202949523926E+01   -0.233269023895263672E+01
    0.280573917087952499E-96    0.471445895875897918E+03    0.437473297119140625E+03    0.490913343429565430E+02    0.814621800184249878E+02    0.156983728791344679E+01   -0.142098653316497803E+01   -0.161657953262329102E+01   -0.148139077425003052E+01
    0.732960056246842339E-96    0.469524411318198133E+03    0.294730186462402344E+03    0.332303202152252197E+02    0.379180777072906494E+02    0.851697808477119067E+00   -0.899545669555664062E+00   -0.174126851558685303E+01   -0.109734076261520386E+01
    0.804541921312402578E-96    0.469337071022243776E+03    0.316455990076065063E+03    0.309526133537292480E+02    0.387579095363616943E+02    0.118204989735154897E+01   -0.237113595008850098E+00   -0.130425286293029785E+01   -0.113452020287513733E+01
    0.109077478861703065E-95    0.468727353531036101E+03    0.148757010698318481E+03    0.342290425300598145E+02    0.332649064064025879E+02    0.135960410562219769E+01   -0.182243537902832031E+01   -0.282217848300933838E+01   -0.124741438031196594E+01
    0.123192029335497202E-95    0.468483005154356761E+03    0.403929233551025391E+03    0.634448683261871338E+02    0.626901179552078247E+02    0.994483114689437842E+00   -0.796645164489746094E+00   -0.228990936279296875E+01   -0.262585315108299255E+01
    0.203576761649333563E-95    0.467477431014205308E+03    0.415994912385940552E+03    0.305298364162445068E+02    0.109528058767318726E+02    0.107798894053383942E+01   -0.165759575366973877E+01   -0.143210852146148682E+01   -0.281538265943527222E+01
    0.239728875342350953E-95    0.467149523536080892E+03    0.242042213678359985E+03    0.314409041404724121E+02    0.696032863855361938E+02    0.115504186209056892E+01   -0.900155186653137207E+00   -0.228215694427490234E+01   -0.102660763263702393E+01
