chirp_mass mass_ratio EOS alpha zeta
1.239661081419813 0.5302324726459672 4972.3411778570035 -0.00024983145788292006 0.3918399963381012
1.1404127723739763 0.9986988720702499 4649.4183505126175 0.000557235045880658 0.5877151357911524
0.8927095599875076 0.6188590718753658 4754.236787047127 1.927289258596771e-05 0.2929868149800643
1.1675881767104865 0.5801292859454674 4823.019971114309 6.914176956670177e-05 0.3475528173968479
1.1627256454096397 0.8572311563294137 4705.608193925643 -0.00024848484890105697 0.5540365801766255
1.2730199880256359 0.5620486797969475 4279.550749694353 -0.00017868291336997475 0.5179744422816543
1.3861942768096924 0.5605758279561996 4307.432499825954 6.720154121560668e-05 0.8951123952865601
1.117871340451899 0.550258796512953 4141.155596109934 0.00034949086216243556 0.33447725632921355
1.0188259391072536 0.47090911906981336 4135.179577996969 9.508595754750695e-05 0.34143548768338
1.1414006535488421 0.5440330072080707 4538.481876936478 0.000269886624799801 0.49700480901363314
1.15283100605011 0.9688689783215523 4396.6966817379 0.00027715603885645503 0.45212793350219727
1.1930946681488732 0.5151259995448364 4989.1992885785785 0.000633004036662514 0.33768452066037624
0.95003031879207 0.4517867595480885 4980.403859476126 -3.0020816990921642e-05 0.2832101739291989
1.2733068609529397 0.4760043512072374 4634.615633688666 -0.0006591405044782129 0.8083405282553974
0.9539745022444048 0.7942407611012718 4265.103030536437 -0.00011290758996955348 0.4151196573280588
1.5374044735841657 0.620989627946125 4035.936321487994 5.868808314890969e-05 0.5116731602753072
1.0802453552457787 0.8563136998311698 4953.642963665131 -0.0001338489487107167 0.5405870959986441
0.9294033792310101 0.7697438714834364 4242.735298750938 -7.456020945352288e-06 0.34169317298342616
1.2479615026618316 0.5257861183830022 4810.412314711669 -0.0005595130503617938 0.6872582575413264
1.4595448956828685 0.5693069056894146 4107.341624377805 0.00011991070609667399 0.8506515340307492
0.9782033744949323 0.7499409593676291 4516.921654407592 0.00014711064085843456 0.23598074658060247
0.8205359982026059 0.5454266652413341 4526.555603856713 0.00024936534925369555 0.2144366875487711
1.0682925527276552 0.5845184529377054 4200.107903161324 9.823763929738639e-05 0.1909499255201973
0.9958842277526856 0.6849324479699135 4678.852348566055 0.0004329807570294585 0.3205999732017517
1.1650370597839355 0.4700407534837723 4813.687731385231 -0.00038487703014536905 0.3452317714691162
1.1327534198760987 0.9785694777965546 4919.718476235867 -0.00013370968364593842 0.5818463563919067
1.3133328914642335 0.47689056396484375 4229.280249595642 0.00019161718840954777 0.6654103398323059
1.2571644212031574 0.5464973792214954 4834.376847197556 -0.0003076960039603662 0.7623204477155728
1.3778697945346337 0.5177955329290986 3998.2517642403454 -0.00026532115132561215 0.7715454879768756
1.353771330458784 0.6290102278794877 4947.850354356848 0.00027982128452722635 0.9195009303769481
1.2415197884338756 0.6474426694853271 4938.1975627150205 -0.0002736821444972151 0.5301137195487449
1.0587965288361953 0.6048287301252127 4321.779593872837 -0.0002480277536248667 0.18161058993406778
1.0657967567443847 0.9226269945502281 4616.040036857128 0.0010285628577146526 0.4579789638519287
1.445075435419041 0.7272463248908992 4472.0862085565295 0.00030331792144228315 0.9454622579552348
1.2175585826522293 0.7220595829477408 4768.057838888973 0.0004907094786824467 0.7487309016230254
1.1629351644824915 0.7175079009046953 4935.900568358097 -0.00013357071682297187 0.4540868220144994
0.9747607946395874 0.7747992724180222 4931.105836451054 -3.006608355507739e-05 0.2614285945892334
1.1704612924127564 0.4870254576663564 4470.680901155143 -0.00041202825089779494 0.25522999861455925
1.2021656416598194 0.5046730278336873 3942.4791316956 -3.996667137817143e-06 0.3546671677561588
1.3328008964504188 0.489188973466685 4747.400182612833 4.622535402088915e-05 0.45601490886641155
