timeshift KNphi inclination_EM log10_mej_dyn log10_mej_wind em_syserr luminosity_distance Ebv log_likelihood log_prior
-1.0495183687774006 19.957926371851613 0.4359368465885759 -2.3841296446580893 -1.5884805333043428 1.5360626563137416 133.79526998272675 0.0 -15.51346962001029 -13.240031806899463
-2.179280329895356 59.265922556660996 0.14561384011512507 -1.89608104314927 -1.4105878240015262 1.020360985299498 123.7910185856305 0.0 -14.308739608773307 -13.240031806899463
-5.902139759421697 31.48471508920463 1.0721498788811308 -2.829423304642359 -1.3044419005836523 1.481636372866641 37.62303775292868 0.0 -14.222580191986609 -13.240031806899463
-1.1191538182759952 74.5536542671916 0.05258130723740812 -2.7684707306988865 -1.1633556563016973 0.9936143570853244 129.4707061852423 0.0 -14.113188655699476 -13.240031806899463
-0.8551387786865234 54.53098654747009 0.7860644114007804 -2.8093064492940902 -1.7653130161762238 0.9478003084659576 113.73182415962219 0.0 -13.939145291713285 -13.240031806899463
-1.2214188610713537 25.151286526586468 0.016464289299382887 -2.5640128739479167 -1.447360343321718 0.9820199286251909 151.15818511666888 0.0 -13.728193876959846 -13.240031806899463
-5.704932551317983 53.727959784749075 0.34609791500433074 -2.38750799981368 -1.2348074508821298 1.405312886655213 29.188718943500046 0.0 -13.446688264690852 -13.240031806899463
-4.552757263183594 38.05030703544617 0.5257386775490426 -2.6419643610715866 -0.9057701730728152 1.2521749198436738 93.84973585605621 0.0 -13.377094519153491 -13.240031806899463
-3.0027840219560735 66.76889087607964 0.5790038120404202 -2.1583775671374172 -1.9975444847390098 1.373839088865406 21.028540212679566 0.0 -13.345719087246572 -13.240031806899463
-1.7534236560222052 67.88902587535475 0.06794988121137745 -1.8585298754870565 -1.1893226352199782 1.079561884057683 144.21423031896555 0.0 -13.290285326979287 -13.240031806899463
-1.7324663601843566 62.058956875805784 1.4156025962115053 -2.299982371709989 -1.1168490225197174 1.3360446006342825 93.91414289925916 0.0 -13.111032684948277 -13.240031806899463
-4.853480866056333 42.253032387309126 0.18790449242259125 -2.803755793530089 -1.0948432458925095 0.38030217446400455 73.76815942996772 0.0 -13.050230297459558 -13.240031806899463
-6.244602991818932 67.02888541593947 0.23363255058230442 -2.5300699726517144 -1.1621364508946224 1.1837565793668416 38.90979471706292 0.0 -13.002949502733273 -13.240031806899463
-6.290582748698112 15.807465694393839 0.34159661342718545 -1.9899316298773364 -1.3888836803698794 1.2531233030150386 35.0825114172424 0.0 -12.993409694014117 -13.240031806899463
-3.722098674697489 25.538301646918192 0.7660751858555844 -2.219847934635068 -1.0281908882638955 1.3297237907846688 76.32600970247154 0.0 -12.990152015196102 -13.240031806899463
-1.0303055994571713 57.52970471311671 0.5364625289020161 -1.995826282569654 -1.7969339508740458 0.8203637033011555 111.81875338446449 0.0 -12.87140471953018 -13.240031806899463
-2.642793229064787 62.47606828202432 1.4356478937909214 -2.2886327248847484 -0.962425916994234 1.2671472880312546 53.20461337796742 0.0 -12.850100501195932 -13.240031806899463
-3.3652503910758096 26.097795857991212 1.114532371424634 -2.5272570236199408 -0.9260320889887845 1.260329330201304 77.4469725067643 0.0 -12.79512187053926 -13.240031806899463
-1.8443027412410018 37.576570929245136 0.08942538900574233 -2.4016259238373103 -1.1775049252980088 0.7392508758147625 162.99242587834806 0.0 -12.733889706678454 -13.240031806899463
