,jd,mag,mag_unc,filter,limmag,programid
0,44242.61340416126,26.43396428706016,0.1,ps1__g,inf,0.0
1,44242.61340416126,26.20041548233194,0.1,ps1__r,inf,0.0
2,44242.61340416126,31.71471143505559,0.1,ps1__i,inf,0.0
3,44242.61340416126,31.147127116041062,0.1,2massh,inf,0.0
4,44242.61340416126,26.58679462517157,0.1,sdssu,inf,0.0
5,44242.61340416126,28.022847941880833,0.1,ps1__z,inf,0.0
6,44242.71340416126,25.022434968131012,0.1,ps1__r,inf,0.0
7,44242.71340416126,25.741782378837538,0.1,ps1__z,inf,0.0
8,44242.71340416126,25.186696914885584,0.1,ps1__g,inf,0.0
9,44242.71340416126,25.483290795147795,0.1,sdssu,inf,0.0
10,44242.71340416126,28.72290162961032,0.1,ps1__i,inf,0.0
11,44242.71340416126,28.888803962370233,0.1,2massh,inf,0.0
12,44242.813404161265,26.608648747184713,0.1,2massh,inf,0.0
13,44242.813404161265,23.747962461042118,0.1,ps1__r,inf,0.0
14,44242.813404161265,23.70167544999957,0.1,ps1__z,inf,0.0
15,44242.813404161265,24.064300837416486,0.1,ps1__g,inf,0.0
16,44242.813404161265,24.489361655540765,0.1,sdssu,inf,0.0
17,44242.813404161265,26.2032201780659,0.1,ps1__i,inf,0.0
18,44242.91340416126,25.532202725660838,0.1,2massh,inf,0.0
19,44242.91340416126,25.051530536384,0.1,ps1__i,inf,0.0
20,44242.91340416126,22.84236627726519,0.1,ps1__z,inf,0.0
21,44242.91340416126,23.011070789715955,0.1,ps1__r,inf,0.0
22,44242.91340416126,23.563758627633085,0.1,ps1__g,inf,0.0
23,44242.91340416126,24.04341222311724,0.1,sdssu,inf,0.0
24,44243.01340416126,22.212147463206083,0.1,ps1__r,inf,0.0
25,44243.01340416126,24.596190579688145,0.1,ps1__i,inf,0.0
26,44243.01340416126,22.985893793563672,0.1,ps1__g,inf,0.0
27,44243.01340416126,23.852989734480012,0.1,sdssu,inf,0.0
28,44243.01340416126,25.39601076971168,0.1,2massh,inf,0.0
29,44243.01340416126,22.21809336877931,0.1,ps1__z,inf,0.0
30,44243.11340416126,25.037041557051698,0.1,2massh,inf,0.0
31,44243.11340416126,22.014824533197586,0.1,ps1__z,inf,0.0
32,44243.11340416126,24.385667216066285,0.1,ps1__i,inf,0.0
33,44243.11340416126,23.84616050326154,0.1,sdssu,inf,0.0
34,44243.11340416126,21.87557876006357,0.1,ps1__r,inf,0.0
35,44243.11340416126,22.71622114541901,0.1,ps1__g,inf,0.0
36,44243.21340416126,24.612151027034827,0.1,2massh,inf,0.0
37,44243.21340416126,21.763985111844363,0.1,ps1__r,inf,0.0
38,44243.21340416126,22.718061730084997,0.1,ps1__g,inf,0.0
39,44243.21340416126,21.50555352934319,0.1,ps1__z,inf,0.0
40,44243.21340416126,23.996389455597548,0.1,ps1__i,inf,0.0
41,44243.21340416126,23.99691949379236,0.1,sdssu,inf,0.0
42,44243.313404161265,21.22906983631141,0.1,ps1__z,inf,0.0
43,44243.313404161265,24.156192406868144,0.1,2massh,inf,0.0
44,44243.313404161265,21.58087235256553,0.1,ps1__r,inf,0.0
45,44243.313404161265,24.014586730500348,0.1,ps1__i,inf,0.0
46,44243.313404161265,24.031305025965874,0.1,sdssu,inf,0.0
47,44243.313404161265,22.53099196115889,0.1,ps1__g,inf,0.0
48,44243.41340416126,20.994623347898976,0.1,ps1__z,inf,0.0
49,44243.41340416126,23.820148108591617,0.1,2massh,inf,0.0
50,44243.41340416126,21.488828625254488,0.1,ps1__r,inf,0.0
51,44243.41340416126,23.992384609859858,0.1,ps1__i,inf,0.0
52,44243.41340416126,22.396788059047854,0.1,ps1__g,inf,0.0
53,44243.41340416126,24.32010318695915,0.1,sdssu,inf,0.0
54,44243.51340416126,23.33789471576746,0.1,2massh,inf,0.0
55,44243.51340416126,24.22079285915342,0.1,sdssu,inf,0.0
56,44243.51340416126,21.16434895894894,0.1,ps1__z,inf,0.0
57,44243.51340416126,21.75401162997187,0.1,ps1__r,inf,0.0
58,44243.51340416126,22.515462225745296,0.1,ps1__g,inf,0.0
59,44243.51340416126,24.017874742621416,0.1,ps1__i,inf,0.0
60,44243.61340416126,23.331179356783935,0.1,2massh,inf,0.0
61,44243.61340416126,24.434917982131932,0.1,sdssu,inf,0.0
62,44243.61340416126,21.436710217212628,0.1,ps1__r,inf,0.0
63,44243.61340416126,22.515699996553675,0.1,ps1__g,inf,0.0
64,44243.61340416126,21.01707609584326,0.1,ps1__z,inf,0.0
65,44243.61340416126,24.068803081067408,0.1,ps1__i,inf,0.0
66,44243.71340416126,22.626071898746194,0.1,ps1__g,inf,0.0
67,44243.71340416126,24.56009317406121,0.1,sdssu,inf,0.0
68,44243.71340416126,23.91108466669549,0.1,ps1__i,inf,0.0
69,44243.71340416126,23.035352586773907,0.1,2massh,inf,0.0
70,44243.71340416126,21.50573943095435,0.1,ps1__r,inf,0.0
71,44243.71340416126,20.903417300865065,0.1,ps1__z,inf,0.0
72,44243.813404161265,23.855844758670365,0.1,ps1__i,inf,0.0
73,44243.813404161265,21.124421461106788,0.1,ps1__z,inf,0.0
74,44243.813404161265,22.882526575230294,0.1,ps1__g,inf,0.0
75,44243.813404161265,24.961223465509526,0.1,sdssu,inf,0.0
76,44243.813404161265,21.617829880561604,0.1,ps1__r,inf,0.0
77,44243.813404161265,23.093044640576114,0.1,2massh,inf,0.0
78,44243.91340416126,21.17132452426366,0.1,ps1__z,inf,0.0
79,44243.91340416126,24.13852202120609,0.1,ps1__i,inf,0.0
80,44243.91340416126,22.689321704705083,0.1,2massh,inf,0.0
81,44243.91340416126,25.033883243813225,0.1,sdssu,inf,0.0
82,44243.91340416126,21.69895840221595,0.1,ps1__r,inf,0.0
83,44243.91340416126,22.85268779757838,0.1,ps1__g,inf,0.0
84,44244.01340416126,22.99434020192958,0.1,2massh,inf,0.0
85,44244.01340416126,21.835886569469785,0.1,ps1__z,inf,0.0
86,44244.01340416126,25.41302112903509,0.1,sdssu,inf,0.0
87,44244.01340416126,21.864519217679064,0.1,ps1__r,inf,0.0
88,44244.01340416126,23.197195997256625,0.1,ps1__g,inf,0.0
89,44244.01340416126,24.06764111120598,0.1,ps1__i,inf,0.0
90,44244.11340416126,21.910208067130974,0.1,ps1__z,inf,0.0
91,44244.11340416126,25.46158593006183,0.1,sdssu,inf,0.0
92,44244.11340416126,22.24140527556125,0.1,ps1__r,inf,0.0
93,44244.11340416126,22.915242834976524,0.1,2massh,inf,0.0
94,44244.11340416126,23.998572636795146,0.1,ps1__i,inf,0.0
95,44244.11340416126,23.645845842032557,0.1,ps1__g,inf,0.0
96,44244.21340416126,22.3715368535974,0.1,ps1__r,inf,0.0
97,44244.21340416126,22.14728143237106,0.1,ps1__z,inf,0.0
98,44244.21340416126,24.288077532599143,0.1,ps1__i,inf,0.0
99,44244.21340416126,22.890544147475957,0.1,2massh,inf,0.0
100,44244.21340416126,23.896450081201092,0.1,ps1__g,inf,0.0
101,44244.21340416126,25.959032110120432,0.1,sdssu,inf,0.0
102,44244.313404161265,22.96364453921435,0.1,2massh,inf,0.0
103,44244.313404161265,22.427729240058216,0.1,ps1__z,inf,0.0
104,44244.313404161265,24.20888081903327,0.1,ps1__i,inf,0.0
105,44244.313404161265,22.712056069770437,0.1,ps1__r,inf,0.0
106,44244.313404161265,24.3152490397964,0.1,ps1__g,inf,0.0
107,44244.313404161265,26.330783992442942,0.1,sdssu,inf,0.0
108,44244.41340416126,22.933970752032625,0.1,ps1__r,inf,0.0
109,44244.41340416126,24.453105450286156,0.1,ps1__g,inf,0.0
110,44244.41340416126,22.596184391116356,0.1,ps1__z,inf,0.0
111,44244.41340416126,26.524179913778987,0.1,sdssu,inf,0.0
112,44244.41340416126,23.04495584288516,0.1,2massh,inf,0.0
113,44244.41340416126,24.372790681421208,0.1,ps1__i,inf,0.0
114,44244.51340416126,24.315206624532742,0.1,ps1__i,inf,0.0
115,44244.51340416126,24.647646780726333,0.1,ps1__g,inf,0.0
116,44244.51340416126,26.859286338355417,0.1,sdssu,inf,0.0
117,44244.51340416126,22.746695987198102,0.1,ps1__z,inf,0.0
118,44244.51340416126,23.211905831442973,0.1,ps1__r,inf,0.0
119,44244.51340416126,23.192746325016373,0.1,2massh,inf,0.0
120,44244.61340416126,25.16497516491686,0.1,ps1__g,inf,0.0
121,44244.61340416126,23.638765726846216,0.1,ps1__r,inf,0.0
122,44244.61340416126,24.586653448507118,0.1,ps1__i,inf,0.0
123,44244.61340416126,23.267159507539006,0.1,2massh,inf,0.0
124,44244.61340416126,22.81471436081422,0.1,ps1__z,inf,0.0
