KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
72.59448441126754,-2.5214594076572396,-0.9593677835334171,39.45706934709655,101.38651000252099,1.1681682010570735,1.0313374303874763
