mass_1,mass_2,inclination_EM,luminosity_distance,log10_mej_dyn,log10_mej_wind,vej_dyn,vej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej,zeta,v_ej_dyn,v_ej_wind,redshift,timeshift,t0
1.4061265544189687,1.3980721115771386,0.5579459018267486,139.55540229331254,-2.3793749365880466,-0.4776036625246363,0.27510858739557464,0.1466354688621873,0.23960476131819652,0.25467650038259176,25.11495777592499,-5.236343521968399,-0.9970022836313678,0.7776896963566587,0.27510858739557464,0.1466354688621873,0.030778126377789653,0.0,61214.84611580081
