KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
27.923393087109066,-1.8767347563696966,-1.710822574321886,75.22155259483303,61.06066219857757,1.815281728164232,1.2677186265714449
