KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
74.32964308710906,-2.5855559287962464,-1.7228800061642144,48.19531352777763,21.804463851470146,1.7844175306333678,1.4277186265714448
