    0.104802079200744624E+01    0.542171545326709747E+00    0.455663302338123322E+04    0.559466887451318595E-03    0.795285403728485107E+00   -0.356344201011015205E+01
    0.958768282344249823E+00    0.541358293392828704E+00    0.464489380544379492E+04    0.649462399816029090E-03    0.695874901645994082E+00   -0.892273121346843112E+00
    0.936385719679711181E+00    0.678732645617242891E+00    0.462284674351669310E+04    0.301328510615324883E-03    0.331964960201794446E+00   -0.834846365995637774E+00
    0.124733983355571865E+01    0.538664473022315904E+00    0.404659282142527809E+04    0.506433232588270402E-03    0.750037696048833524E+00   -0.790827630236507151E+00
    0.119876379242695230E+01    0.615147163001077857E+00    0.451242301710166612E+04   -0.175619476958026528E-03    0.841622925432285229E+00   -0.548069873838964217E+00
    0.993806384724614578E+00    0.563735218355330692E+00    0.414616378844135852E+04   -0.313950122630427474E-03    0.661814601908341960E+00   -0.320038580367339787E+00
    0.958568609933986848E+00    0.666771101339461492E+00    0.494179218127305012E+04    0.864663192536337241E-04    0.255159481992777271E+00   -0.202068842353670952E-01
    0.116598191828286679E+01    0.554788138738282255E+00    0.452517681012364119E+04    0.477060406981920349E-03    0.740474991228170842E+00    0.234521711579427361E-02
    0.103850896132375770E+01    0.517051288800177700E+00    0.467214523948342685E+04    0.597242458272440719E-04    0.644966656727961829E+00    0.171526623253299038E+00
    0.920462776151989681E+00    0.545583754520029607E+00    0.455229353051588987E+04    0.930457777419369208E-04    0.631376631688329137E+00    0.175222007443225691E+00
    0.117983540395342446E+01    0.494082217646793775E+00    0.481755394399350735E+04   -0.941809841589480716E-04    0.989433291685591021E+00    0.518120769247118584E+00
    0.912693312155446024E+00    0.627584569753674715E+00    0.463958434807519188E+04   -0.666632914690746116E-03    0.492269064400086886E+00    0.580818249304160372E+00
    0.137515982276293869E+01    0.617960705790015385E+00    0.450454141746279402E+04   -0.313938152740747285E-03    0.717814274446412104E+00    0.657785162779223942E+00
    0.129474140749264977E+01    0.607970657880273269E+00    0.425748276906388219E+04    0.320046106404926745E-03    0.461061089425557402E+00    0.682023328734779000E+00
    0.966121245494529823E+00    0.548650731629368282E+00    0.452578021172248555E+04   -0.240811654090260262E-03    0.359267775611696427E+00    0.687517503397090501E+00
    0.952170408702823323E+00    0.531099175185831163E+00    0.398123604804420256E+04   -0.127272481879549471E-03    0.477899945737713050E+00    0.772389069948517637E+00
    0.108153857200353887E+01    0.500076231496358159E+00    0.486841146876965922E+04   -0.272301604123415919E-03    0.641436006912273537E+00    0.789166765948023041E+00
    0.140976800974867222E+01    0.641815427560680551E+00    0.451686475690723364E+04    0.484023850217567937E-03    0.798507490687841770E+00    0.832856678913543647E+00
    0.906510478031895328E+00    0.569805921877307497E+00    0.482635872732433927E+04   -0.221171988090475421E-03    0.618169957109319435E+00    0.869977842406794322E+00
    0.118167175203243291E+01    0.573118174436455963E+00    0.409281741302695036E+04   -0.154229690811097836E-03    0.720166543140461801E+00    0.932886998487606256E+00
    0.129465106765603899E+01    0.553582232776661520E+00    0.464600361750883349E+04    0.579539475586645053E-03    0.831172935886820174E+00    0.944309469614997843E+00
    0.113089320943596827E+01    0.556659947894824980E+00    0.419380292960647330E+04    0.393010092241026455E-03    0.563303327055049152E+00    0.955995225781059554E+00
    0.895386544013934693E+00    0.549379959503813908E+00    0.491866634017123306E+04    0.576579262950125239E-03    0.632801263809156578E+00    0.965449694501910205E+00
    0.103068314056011801E+01    0.567259771422146786E+00    0.414304061808179540E+04    0.148077384894222815E-03    0.638458945021186275E+00    0.986844939765784024E+00
    0.129525465845080889E+01    0.687167084702508646E+00    0.419605238606717739E+04   -0.822711626160314738E-03    0.359262531181788192E+00    0.105776582972887456E+01
    0.108586748515919740E+01    0.668270783418440484E+00    0.432321126176924918E+04   -0.211727524726131489E-05    0.281095842204914348E+00    0.109950090549133228E+01
    0.104216343262121036E+01    0.540297440414443164E+00    0.439533057518928763E+04    0.467487429626649013E-04    0.498227688168762173E+00    0.110630183251232839E+01
    0.881572761447832254E+00    0.561690728227033365E+00    0.435400685732280363E+04   -0.259631686158499358E-04    0.599669016004434785E+00    0.111627692525230149E+01
    0.130401659573047413E+01    0.667209815470165557E+00    0.411816004896952199E+04   -0.217098009231179610E-03    0.734645459091472608E+00    0.115351917339786736E+01
    0.156630793872529273E+01    0.648438159553063276E+00    0.446834020698979111E+04   -0.229354241963181153E-03    0.841086290295778305E+00    0.118016526005944700E+01
    0.147486811313976807E+01    0.661150556491565178E+00    0.460343677414696322E+04   -0.111509075021689339E-02    0.880117880753678916E+00    0.118764253521599206E+01
    0.939075524692276509E+00    0.582971946203345470E+00    0.456385599430463208E+04    0.739105815797257729E-04    0.636542163572820785E+00    0.123660739255059937E+01
    0.824278068542480535E+00    0.568950258195400238E+00    0.474009167718887329E+04    0.299077251914293485E-03    0.324986696243286133E+00    0.123890183409307486E+01
    0.123334766115097016E+01    0.654693095752228338E+00    0.447524296566278190E+04    0.370118804887336857E-03    0.639753625127604586E+00    0.126469348337228649E+01
    0.126116743087768546E+01    0.561188168823719025E+00    0.432339692187309265E+04   -0.338958501438507784E-03    0.879234015941619873E+00    0.126792530884468335E+01
    0.160351042365020691E+01    0.603469697239511493E+00    0.404367435150642223E+04    0.753218927865577419E-04    0.843048629020091034E+00    0.127257101547936546E+01
    0.109426606929774195E+01    0.632669551246158091E+00    0.394219068318937980E+04   -0.712608485458861686E-03    0.307535997006091855E+00    0.133285922140156865E+01
    0.929048147239771693E+00    0.516742726372251160E+00    0.492666605726668149E+04    0.121997065685839313E-03    0.527558255959868605E+00    0.135815986325458349E+01
    0.151682974645903323E+01    0.650625930011416109E+00    0.459734668552256426E+04    0.114706303939021985E-02    0.836113483821540049E+00    0.135867700960234350E+01
    0.854970049495331397E+00    0.584671634830664200E+00    0.466245569884102679E+04   -0.509604467797857832E-03    0.278810976356854479E+00    0.137316744229633581E+01
    0.103298593166734265E+01    0.626228473851865419E+00    0.467092963849333864E+04    0.228586379447094022E-03    0.668750163678178633E+00    0.137786615116350486E+01
    0.846490929180319984E+00    0.560811965176503779E+00    0.445724677275257091E+04    0.271843693652969366E-04    0.514621876318928972E+00    0.146527317900312015E+01
    0.129906051112195042E+01    0.589756111337532585E+00    0.470740301225722578E+04   -0.110682272994235922E-03    0.774255631201725025E+00    0.147263253768747404E+01
    0.133193433284759521E+01    0.575693309307098389E+00    0.416582109814882278E+04    0.464485559411604763E-03    0.893483102321624756E+00    0.150334180558215369E+01
    0.110468191236036883E+01    0.625477332023343768E+00    0.475426498933981293E+04   -0.160015948275987876E-03    0.745122559626364422E+00    0.150469188562665490E+01
    0.123560621571918872E+01    0.713728791992922940E+00    0.441670141387171225E+04    0.295274472318885872E-03    0.819466199348887536E+00    0.150575545106084263E+01
    0.117095651353277996E+01    0.573804996649163845E+00    0.392648849600207450E+04   -0.401443874432821912E-03    0.421573067724730133E+00    0.152163078182686951E+01
    0.109002975789878986E+01    0.715267006264589944E+00    0.465799153982115149E+04   -0.500467138797244088E-03    0.391666508887008102E+00    0.152489378033650769E+01
    0.972367107814190890E+00    0.604697729204099255E+00    0.452299950363760945E+04   -0.222359373144392138E-03    0.288182070322394679E+00    0.153317259400054651E+01
