luminosity_distance KNphi KNtheta inclination_EM timeshift log10_mej_dyn log10_mej_wind Ebv log_likelihood log_prior
132.3201037835955 69.94884960681765 85.17675461775139 1.2407677165801982 -1.5033929233281742 -2.7768195722039004 -2.0089102054528043 0.0 -36.37654821676543 -16.943681623152838
192.23623788074607 60.271377593707335 84.93043946172864 1.0149897561829415 -1.4577981067603087 -1.9419286906327349 -1.5955606587992885 0.0 -35.08511417214266 -17.051340467124568
159.13972643361143 68.44201112677985 19.213743314137584 1.0977928933483536 -1.9558478717590335 -1.8320922474840022 -1.7860342358818317 0.0 -34.91543576622563 -17.004508439706413
197.59764096008766 56.7943416669573 50.910027702861385 1.4784962069421952 -1.4304073562544026 -2.347187893267913 -1.84571253486949 0.0 -34.68576421261237 -16.89246959071615
192.72201884627657 31.640488279756763 61.75893696028039 1.419375838322957 -1.4753979998995086 -2.456084821718222 -1.8613344642661933 0.0 -34.38538390481634 -16.89971203294281
119.63504064320274 23.3791912231287 69.42673464429319 0.7643683767093671 -1.9524387703431616 -2.6283261650182648 -2.246286186159365 0.0 -33.87260304457746 -17.256255835055963
189.9929564042996 32.44967074621479 44.6678703494824 0.35922677448381696 -1.7816414633169753 -2.4317519516673727 -1.8039219857184579 0.0 -33.71624116224579 -17.933605869656535
107.16365066971723 63.582532454892416 65.94002614862161 1.2423121252712028 -1.912490581285044 -2.9398274296599594 -2.4321379405144787 0.0 -33.64934927058885 -16.943153907475754
161.15391832054206 44.94154035803529 42.38778345300874 0.6582822965336868 -1.9851284352236789 -2.3118791305676014 -1.809023579318682 0.0 -33.22624228127367 -17.37962077717894
155.84499907080306 17.40990315261471 80.05917347331624 0.8350176842107578 -1.6438074577011212 -2.7344143354485366 -1.9196897828231594 0.0 -33.107722394283016 -17.18754244441361
161.68945361712935 68.9515803617124 30.076926104856085 1.3420627456324308 -1.556045278366718 -2.0180032605541136 -1.8681780076103358 0.0 -33.02824720043523 -16.914594739065187
194.16574379168804 54.61919059599834 15.481709634847487 0.9274954478616538 -1.589002592296325 -2.889794455417952 -1.7805851560491293 0.0 -32.90679714595403 -17.11119728289231
194.5524151249377 60.409850804745794 20.57282792034035 0.6306600959863993 -1.5624861379451296 -2.759058298341651 -1.855655704492018 0.0 -32.825417276904695 -17.41638251750165
117.67141031654795 73.166220763142 73.45034640266557 1.3766478399181152 -1.6390779716049255 -2.7906844073092487 -2.219145135259865 0.0 -32.814885604741576 -16.90717029488464
179.18748060620356 45.09108662021913 21.259855773876527 0.8221650643146702 -1.7560420955209195 -2.739928039010451 -1.8094642739011852 0.0 -32.78160646178759 -17.19933040771536
124.42622858397682 68.1662058447985 48.101884702159886 1.5615860279976068 -1.7879736390561545 -2.2106269916472048 -1.9831881766812847 0.0 -32.6989665422866 -16.888246288056045
150.7889134760896 20.26122484623923 26.139623482076956 1.423036115345855 -1.932299307109845 -2.5823936308721906 -1.984852148878237 0.0 -32.68782073059971 -16.89916036913448
182.2026553032332 52.24346209603491 31.881125859287668 1.195350755977787 -1.9553377494482835 -2.1124684479288796 -1.8293914949817818 0.0 -32.58987025181424 -16.96040438756273
135.34356962252215 67.69256046228078 45.50017074608404 0.8394380138726598 -1.6663244838737827 -2.439102959268175 -1.9304178885064636 0.0 -32.58934493463452 -17.183558104260566
193.57626064533957 61.33829933297641 39.67771840988741 0.5876891257987877 -1.3446347738487119 -2.6739508766131546 -1.7933174518333765 0.0 -32.424791277321525 -17.47800174718445
136.30032302201957 55.385055108454914 83.42685209078095 1.1524043831972275 -1.2671277923094548 -2.4462007193729387 -2.043785075001363 0.0 -32.30341421060825 -16.978409296511998
114.26964484234301 70.52962713313529 35.48689277098454 1.3486626688346033 -1.8798415870126888 -2.4255445104028914 -2.2406805987551897 0.0 -32.246880976457454 -16.913081161345634
