mass_1,mass_2,KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,timeshift
1.6878605065273375,1.2804696832214097,,,,,,
,,28.677132901709637,-2.004820241403572,-1.7033048913801037,11.635238117896794,70.19252069417917,-1.2514619030890317
