    0.354682312201476122E+03    0.414486903294816926E+02    0.101586606728412523E+02   -0.285164906090392023E+00   -0.147387899408403400E+01   -0.220975433454893722E+01   -0.324565671491639421E+03
    0.346289181580115553E+03    0.379556977264035211E+02    0.170421131931045373E+02   -0.256851476769854647E+00   -0.159718274392767667E+01   -0.215797017935734115E+01   -0.323875300736898453E+03
    0.357398126663598873E+03    0.402534347615913930E+02    0.119380925998776686E+02   -0.294993824776044411E+00   -0.172906478344116477E+01   -0.209441224572777429E+01   -0.323869241708934339E+03
    0.368833777581987931E+03    0.393358699206512625E+02    0.536797015152432522E+01   -0.247894432346514204E+00   -0.155562907151266239E+01   -0.214668167137121024E+01   -0.323844597052595304E+03
    0.352774151237714648E+03    0.365027350310920795E+02    0.117063208770084959E+02   -0.297772356955649187E+00   -0.163763338058041441E+01   -0.214781370035530506E+01   -0.322740273442076216E+03
    0.369757541608008239E+03    0.426012096713133843E+02    0.989063228452765664E+01   -0.291940298233059448E+00   -0.168865888137264930E+01   -0.205991328946982311E+01   -0.321709423484694071E+03
    0.368492139698829760E+03    0.461495949978144253E+02    0.127909996162813377E+01   -0.308170894769611348E+00   -0.156293348636313256E+01   -0.210608396294572486E+01   -0.321469969236874192E+03
    0.347551042189012549E+03    0.456159172003272388E+02    0.147773023835328376E+01   -0.286664239973256629E+00   -0.176640069646339781E+01   -0.210457921510915558E+01   -0.320986637171020107E+03
    0.341951682005047019E+03    0.475254393919815428E+02    0.168946998949388210E+02   -0.280635532613422001E+00   -0.160329090847337841E+01   -0.215006082087964234E+01   -0.320964069401907807E+03
    0.381265919572688574E+03    0.421801649942772130E+02    0.113398641485866296E+02   -0.307792475072983240E+00   -0.150090386825118549E+01   -0.209233618099234686E+01   -0.320764656313053365E+03
    0.344154504610022002E+03    0.439029056262085007E+02    0.181941825315493411E+02   -0.293472091394994861E+00   -0.151052076169755711E+01   -0.215052839600305123E+01   -0.320697359961792756E+03
    0.342186946585026988E+03    0.397671239523623044E+02    0.562738696722845511E+01   -0.325181260200846589E+00   -0.165414147373845388E+01   -0.214067156898169042E+01   -0.320599204601561155E+03
    0.367011548120752309E+03    0.442415273057325891E+02    0.155095203022189665E+02   -0.295997092055652056E+00   -0.148428428511302091E+01   -0.211172755192798212E+01   -0.320571289231982121E+03
    0.354702906533492182E+03    0.470700138973818341E+02    0.441710791575684336E+01   -0.283971998654009461E+00   -0.152858840170654164E+01   -0.218312660528855185E+01   -0.320521952602506474E+03
    0.335695302961751224E+03    0.425525437428924249E+02    0.862608547740905607E+01   -0.319646529222850084E+00   -0.161822856033670659E+01   -0.219896184983275944E+01   -0.320408662031066910E+03
    0.350865109559177085E+03    0.394654773202574347E+02    0.461046454890694157E+01   -0.285722940040997964E+00   -0.162317440654988032E+01   -0.213491920819494130E+01   -0.320358776137218115E+03
    0.349550879928466202E+03    0.398503703440915444E+02    0.186692516461639109E+02   -0.297272045762093651E+00   -0.159704104737460950E+01   -0.213598078996201046E+01   -0.320164351609912046E+03
    0.363465689882296090E+03    0.477910624075000499E+02    0.107670487775901265E+02   -0.322378077170031752E+00   -0.157370109417391313E+01   -0.210351876909142543E+01   -0.320154783320808178E+03
    0.350077293906906505E+03    0.467265584607321500E+02    0.985703746085092071E-02   -0.294518291740067051E+00   -0.162942048792603811E+01   -0.217206853849499115E+01   -0.319928281685411605E+03
    0.362541835669868476E+03    0.384650323024625678E+02    0.987068997411143556E+01   -0.318024919832651687E+00   -0.163558177085147527E+01   -0.209647071619152481E+01   -0.319877080607651749E+03
    0.345260065660663940E+03    0.477503454917738281E+02    0.665693724807956233E+01   -0.300876491535396084E+00   -0.169728913669180725E+01   -0.210362923020831705E+01   -0.319858805162832198E+03
    0.347967778869699828E+03    0.390782958892555143E+02    0.823491048675024651E+01   -0.323386742971841334E+00   -0.168927084860783538E+01   -0.212689209114210520E+01   -0.319834927612294564E+03
    0.363551864793929553E+03    0.419306053491847308E+02    0.112221567967924543E+02   -0.310010989779859081E+00   -0.166335108395887388E+01   -0.207488648788957830E+01   -0.319717183864303024E+03
    0.365550701177717372E+03    0.410390896674925685E+02    0.322955356500713320E+01   -0.322626811927465340E+00   -0.161660909863855240E+01   -0.213108114092013423E+01   -0.319676822667791612E+03
    0.339789845844687420E+03    0.422747080579787706E+02    0.811498706274385206E+01   -0.302196034453295903E+00   -0.174691459587087383E+01   -0.212352572541587969E+01   -0.319647694081849522E+03
    0.351356182115128775E+03    0.479381517645658874E+02    0.114508692745119127E+02   -0.256989387919238421E+00   -0.153649688323475808E+01   -0.215843006695749473E+01   -0.319539944094457383E+03
    0.356336857219256387E+03    0.383692086403103048E+02    0.133304516321851008E+02   -0.282254065507316243E+00   -0.159063802976131763E+01   -0.212628972659838489E+01   -0.319529013646799797E+03
    0.346144696767681069E+03    0.379106180233464158E+02    0.143808008208940592E+02   -0.293880108933032291E+00   -0.160104050754211524E+01   -0.215549179837733362E+01   -0.319494403935892933E+03
    0.353097230627545628E+03    0.430198326909798752E+02    0.559454480755358041E+01   -0.332046839937332861E+00   -0.155034786621621112E+01   -0.214635583238604388E+01   -0.319464937664577690E+03
    0.351611954744265802E+03    0.412314098493215795E+02    0.141135782311368896E+02   -0.301910976731884384E+00   -0.147535096575194480E+01   -0.217924851790613339E+01   -0.319416559785394043E+03
    0.343056274849635599E+03    0.482986787192948555E+02    0.137909975468306030E+02   -0.263865584229904693E+00   -0.158673825127935819E+01   -0.216653547740968833E+01   -0.319396697784835737E+03
    0.370906258004543417E+03    0.401710472991110237E+02    0.106341908534575094E+02   -0.278011182321734829E+00   -0.154270174969448060E+01   -0.211368706412918872E+01   -0.319250342900524799E+03
    0.349977257751852505E+03    0.441668512753787184E+02    0.188223311851193831E+01   -0.310557615248861163E+00   -0.159130122425097720E+01   -0.214711866414437269E+01   -0.319237460653300104E+03
    0.339184982763574112E+03    0.419840649108167270E+02    0.282772839693840394E+01   -0.250308588315730329E+00   -0.168501311470060444E+01   -0.216675828537485993E+01   -0.319236402099522138E+03
    0.373670139703643713E+03    0.428904452326774361E+02    0.111671176300278674E+02   -0.282864767283262930E+00   -0.150855101087606647E+01   -0.211083465517026259E+01   -0.319234112130779295E+03
    0.347491515169919808E+03    0.469905204853606975E+02    0.390531981991929555E+01   -0.259113188077789713E+00   -0.158821935128339708E+01   -0.216194160752931808E+01   -0.319210128986115421E+03
    0.362851128467780200E+03    0.470925551647775720E+02    0.240918528214362082E+01   -0.294314577782410325E+00   -0.157786086054139174E+01   -0.211697556313600632E+01   -0.319178813369177476E+03
    0.372626875998542630E+03    0.427725504461431143E+02    0.134980721344373471E+02   -0.321585004510780648E+00   -0.153486104957231762E+01   -0.210000976382383708E+01   -0.319169353504201126E+03
    0.350563144838477683E+03    0.413377935262417466E+02    0.147357392377890246E+02   -0.337848549223973782E+00   -0.155660869434272509E+01   -0.213639043480084290E+01   -0.319139485068048600E+03
    0.352075950767319739E+03    0.412406061289152319E+02    0.866499496437612393E+01   -0.251052477199899648E+00   -0.169023991594916989E+01   -0.213124033724035922E+01   -0.319124764255997661E+03
    0.354412263221960586E+03    0.463353109802132650E+02    0.203297378656276950E-01   -0.246341645701452672E+00   -0.165336920452833613E+01   -0.214780745007222196E+01   -0.319117890780818584E+03
    0.362262511642309732E+03    0.457231583492636275E+02    0.505264629417150246E+01   -0.324831318318073770E+00   -0.165168169417982114E+01   -0.210781049218987793E+01   -0.319081096319141864E+03
    0.356791765698898587E+03    0.409853801661173733E+02    0.252919010144147549E+01   -0.303522992455607543E+00   -0.154532614430355353E+01   -0.218060974888992742E+01   -0.319057266214666470E+03
    0.358340891514283385E+03    0.405278940465511539E+02    0.685461080439119463E+01   -0.277684569395435954E+00   -0.172330751649452374E+01   -0.208636605004020570E+01   -0.319035921423589741E+03
    0.366455546707999645E+03    0.425684789726169299E+02    0.817546420408998564E+01   -0.315271287674867340E+00   -0.155418282488803539E+01   -0.210271723198226113E+01   -0.319034480761468501E+03
    0.362319510311554211E+03    0.425673856174222109E+02    0.946288752237844122E+01   -0.296801168301083385E+00   -0.159364563719145158E+01   -0.215029170075812104E+01   -0.318994249891857010E+03
    0.341728528964436009E+03    0.491312525716078525E+02    0.107015606729894888E+02   -0.280819182341430551E+00   -0.166657381225146350E+01   -0.212571156864649957E+01   -0.318983062747862334E+03
    0.337445528396564669E+03    0.403144670088087693E+02    0.750493574667347563E+01   -0.289065582397377785E+00   -0.169329536584986506E+01   -0.216493445348711244E+01   -0.318961168222846140E+03
    0.342168114342383831E+03    0.499497565901723348E+02    0.124997392873107600E+02   -0.274598048708575515E+00   -0.162059625422192455E+01   -0.215016414743767115E+01   -0.318954025792045968E+03
    0.360877660932075969E+03    0.459776487099226756E+02    0.805271121369117182E+01   -0.296890096803095638E+00   -0.166678818025035413E+01   -0.211948829098974167E+01   -0.318919976283502876E+03
    0.365604564884960496E+03    0.399889658032484618E+02    0.147588519502744404E+02   -0.289400531235388225E+00   -0.150155288940339426E+01   -0.213841940004255937E+01   -0.318871195492060792E+03
    0.329440055136352328E+03    0.485863139026562720E+02    0.107829611390228646E+02   -0.274558081058125181E+00   -0.164553747771707970E+01   -0.217250555674407053E+01   -0.318867769738828883E+03
    0.366627175387146337E+03    0.456817304404031717E+02    0.125843956993631299E+02   -0.299974601023098586E+00   -0.152583662718133350E+01   -0.212196722155407436E+01   -0.318792748726433501E+03
    0.374885932490873756E+03    0.417212360408525882E+02    0.577834060994250898E+01   -0.272775766549429477E+00   -0.155009518230634180E+01   -0.212516283470511036E+01   -0.318789076665531866E+03
    0.349411497088289025E+03    0.480668152887608500E+02    0.106765917558071166E+02   -0.323157773290225103E+00   -0.161267605039538231E+01   -0.213631883534003553E+01   -0.318702067905748549E+03
    0.343063209903438633E+03    0.456325172296769139E+02    0.544619048601470013E+01   -0.306176924799281158E+00   -0.158522291422277695E+01   -0.219276535290663155E+01   -0.318627737168357157E+03
    0.350820735147271932E+03    0.431668740175529706E+02    0.848257895570864662E+01   -0.270995810046223973E+00   -0.164630969556691809E+01   -0.211839747950248114E+01   -0.318608396023902344E+03
