    0.150577404839506857E+01    0.982477152288702693E+00    0.454065804160537755E+04    0.215265265654145972E-03    0.112783961703832439E+00    0.431476991321127823E+01
    0.186121098995208745E+01    0.493546329438686371E+00    0.434058825284242630E+04    0.495205076324291477E-03    0.369369745254516602E+00    0.468951971987146798E+01
    0.182341609034039798E+01    0.962354541374899175E+00    0.482861926244239839E+04    0.357430010804787916E-04    0.974365247069332696E+00    0.503948242859926321E+01
    0.145913376808166495E+01    0.579818122088909149E+00    0.470127622550725937E+04    0.248831765154577803E-03    0.535695254802703857E+00    0.539845768621563771E+01
    0.116181108628202856E+01    0.715410336342946818E+00    0.445058633529242434E+04   -0.137509841014572885E-03    0.111583803759641303E+00    0.547663071013302982E+01
    0.159610095024108878E+01    0.578571952879428864E+00    0.481907349193096161E+04    0.107584589786949715E-04    0.527608096599578857E+00    0.564824308455150259E+01
    0.957339310646057151E+00    0.620445616543292999E+00    0.469479441440105438E+04    0.541622443062270506E-04    0.223293483257293701E+00    0.574085522586345398E+01
    0.111630760857163769E+01    0.798177207315293402E+00    0.499359995752730083E+04    0.248524051413752942E-04    0.656719982920760281E+00    0.574980487300769916E+01
    0.160672833933682657E+01    0.887278339067323452E+00    0.465686422973593562E+04    0.475211199820151922E-03    0.962722982182114051E+00    0.575174252734666602E+01
    0.196607663631439200E+01    0.765366271138191223E+00    0.451901824933290482E+04    0.430079131666771006E-03    0.698625147342681885E+00    0.576196241421752031E+01
    0.128785033226013179E+01    0.805198051035404205E+00    0.476524480050802231E+04   -0.502400907425956059E-03    0.478298425674438477E+00    0.586295776062449736E+01
    0.169320163642864019E+01    0.728712261859227328E+00    0.440522501226204622E+04    0.350293404276333752E-04    0.335160744754335813E-01    0.587448369915027158E+01
    0.140495572090148935E+01    0.754083573818206787E+00    0.465549159729480743E+04    0.525824922366030165E-03    0.565018534660339355E+00    0.607323919461658335E+01
    0.149636131623827273E+01    0.853056321752837077E+00    0.418171869428686659E+04    0.602968977181618450E-03    0.427754015924772912E+00    0.607850688934303029E+01
