mass_1,mass_2,KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,timeshift
1.66853992127308,1.2503259421777715,,,,,,
,,57.78229084130876,-1.9510950066363877,-1.5562298639536034,12.38743978365234,159.574483650675,-0.09889949261036923
