KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
74.79839308710906,-1.3394882267235635,-0.9587064408555909,29.30318524789424,183.54000104155284,2.139355802238306,1.0677186265714447
