,jd,mag,mag_unc,filter,limmag,programid
0,44243.718120413185,24.790483239629555,0.1,ps1__g,inf,0.0
1,44243.718120413185,25.039831659742248,0.1,ps1__r,inf,0.0
2,44243.718120413185,20.59610016336634,0.1,ps1__i,inf,0.0
3,44243.718120413185,19.578013129847946,0.1,2massh,inf,0.0
4,44243.718120413185,25.711594327168953,0.1,sdssu,inf,0.0
5,44243.718120413185,26.747437743478464,0.1,ps1__z,inf,0.0
6,44243.81812041318,23.716672436245037,0.1,ps1__r,inf,0.0
7,44243.81812041318,24.609921841082784,0.1,ps1__z,inf,0.0
8,44243.81812041318,23.403596501450206,0.1,ps1__g,inf,0.0
9,44243.81812041318,24.400459278602373,0.1,sdssu,inf,0.0
10,44243.81812041318,21.324142646814373,0.1,ps1__i,inf,0.0
11,44243.81812041318,20.05714943711212,0.1,2massh,inf,0.0
12,44243.91812041319,20.41601613617712,0.1,2massh,inf,0.0
13,44243.91812041319,22.020995690673377,0.1,ps1__r,inf,0.0
14,44243.91812041319,22.466720445216442,0.1,ps1__z,inf,0.0
15,44243.91812041319,21.98080840236381,0.1,ps1__g,inf,0.0
16,44243.91812041319,23.201203139084548,0.1,sdssu,inf,0.0
17,44243.91812041319,21.38941562052771,0.1,ps1__i,inf,0.0
18,44244.01812041319,22.601301304599275,0.1,2massh,inf,0.0
19,44244.01812041319,21.249913134075634,0.1,ps1__i,inf,0.0
20,44244.01812041319,21.93211129845072,0.1,ps1__z,inf,0.0
21,44244.01812041319,21.387579941634655,0.1,ps1__r,inf,0.0
22,44244.01812041319,21.534038547115486,0.1,ps1__g,inf,0.0
23,44244.01812041319,22.39234952043372,0.1,sdssu,inf,0.0
24,44244.118120413186,20.686594721249474,0.1,ps1__r,inf,0.0
25,44244.118120413186,20.603609295112154,0.1,ps1__i,inf,0.0
26,44244.118120413186,20.909948554207006,0.1,ps1__g,inf,0.0
27,44244.118120413186,21.724545246199504,0.1,sdssu,inf,0.0
28,44244.118120413186,22.566049058881994,0.1,2massh,inf,0.0
29,44244.118120413186,21.44835560620218,0.1,ps1__z,inf,0.0
30,44244.218120413185,22.107762470046886,0.1,2massh,inf,0.0
31,44244.218120413185,21.418610402442745,0.1,ps1__z,inf,0.0
32,44244.218120413185,20.52784076368766,0.1,ps1__i,inf,0.0
33,44244.218120413185,21.448959879358398,0.1,sdssu,inf,0.0
34,44244.218120413185,20.442638791951037,0.1,ps1__r,inf,0.0
35,44244.218120413185,20.651935891036945,0.1,ps1__g,inf,0.0
36,44244.31812041318,21.884184277857663,0.1,2massh,inf,0.0
37,44244.31812041318,20.3725279673965,0.1,ps1__r,inf,0.0
38,44244.31812041318,20.63404172464384,0.1,ps1__g,inf,0.0
39,44244.31812041318,20.95455349815361,0.1,ps1__z,inf,0.0
40,44244.31812041318,20.16915288386214,0.1,ps1__i,inf,0.0
41,44244.31812041318,21.356446849531505,0.1,sdssu,inf,0.0
42,44244.41812041319,20.726461617890916,0.1,ps1__z,inf,0.0
43,44244.41812041319,21.655630036146157,0.1,2massh,inf,0.0
44,44244.41812041319,20.206330715829797,0.1,ps1__r,inf,0.0
45,44244.41812041319,20.09649457181074,0.1,ps1__i,inf,0.0
46,44244.41812041319,21.129799978500333,0.1,sdssu,inf,0.0
47,44244.41812041319,20.422648496006875,0.1,ps1__g,inf,0.0
48,44244.51812041319,20.50643047031855,0.1,ps1__z,inf,0.0
49,44244.51812041319,21.537068798596902,0.1,2massh,inf,0.0
50,44244.51812041319,20.051429722632623,0.1,ps1__r,inf,0.0
51,44244.51812041319,20.024985208139714,0.1,ps1__i,inf,0.0
52,44244.51812041319,20.189811079518098,0.1,ps1__g,inf,0.0
53,44244.51812041319,21.133901210556314,0.1,sdssu,inf,0.0
54,44244.618120413186,21.21108136647368,0.1,2massh,inf,0.0
55,44244.618120413186,20.798297400532693,0.1,sdssu,inf,0.0
56,44244.618120413186,20.630948807757097,0.1,ps1__z,inf,0.0
57,44244.618120413186,20.29707393821741,0.1,ps1__r,inf,0.0
58,44244.618120413186,20.198246703373453,0.1,ps1__g,inf,0.0
59,44244.618120413186,19.983458451805035,0.1,ps1__i,inf,0.0
60,44244.718120413185,21.23395711357935,0.1,2massh,inf,0.0
61,44244.718120413185,20.803849019151123,0.1,sdssu,inf,0.0
62,44244.718120413185,19.942261807187094,0.1,ps1__r,inf,0.0
63,44244.718120413185,20.047253895957013,0.1,ps1__g,inf,0.0
64,44244.718120413185,20.320796970276362,0.1,ps1__z,inf,0.0
65,44244.718120413185,19.953360605185903,0.1,ps1__i,inf,0.0
66,44244.81812041318,20.026967823329382,0.1,ps1__g,inf,0.0
67,44244.81812041318,20.758041451429964,0.1,sdssu,inf,0.0
68,44244.81812041318,19.766352036879248,0.1,ps1__i,inf,0.0
69,44244.81812041318,20.972362842010217,0.1,2massh,inf,0.0
70,44244.81812041318,19.961019291021422,0.1,ps1__r,inf,0.0
71,44244.81812041318,20.04880521696831,0.1,ps1__z,inf,0.0
72,44244.91812041319,19.789336961039048,0.1,ps1__i,inf,0.0
73,44244.91812041319,19.95376529209432,0.1,ps1__z,inf,0.0
74,44244.91812041319,20.125806885227558,0.1,ps1__g,inf,0.0
75,44244.91812041319,20.99338932135218,0.1,sdssu,inf,0.0
76,44244.91812041319,19.913327616687,0.1,ps1__r,inf,0.0
77,44244.91812041319,21.032847431723926,0.1,2massh,inf,0.0
78,44245.01812041319,19.706356542972337,0.1,ps1__z,inf,0.0
79,44245.01812041319,20.10161785800556,0.1,ps1__i,inf,0.0
80,44245.01812041319,20.621337606236597,0.1,2massh,inf,0.0
81,44245.01812041319,20.967426152374326,0.1,sdssu,inf,0.0
82,44245.01812041319,19.829155986389157,0.1,ps1__r,inf,0.0
83,44245.01812041319,19.941095271538256,0.1,ps1__g,inf,0.0
84,44245.118120413186,20.737773934816776,0.1,2massh,inf,0.0
85,44245.118120413186,20.00817636061431,0.1,ps1__z,inf,0.0
86,44245.118120413186,21.313456464095587,0.1,sdssu,inf,0.0
87,44245.118120413186,19.717251742664416,0.1,ps1__r,inf,0.0
88,44245.118120413186,19.9979693972494,0.1,ps1__g,inf,0.0
89,44245.118120413186,19.981241403924017,0.1,ps1__i,inf,0.0
90,44245.218120413185,19.715891238595024,0.1,ps1__z,inf,0.0
91,44245.218120413185,21.339407931819274,0.1,sdssu,inf,0.0
92,44245.218120413185,19.821349175621435,0.1,ps1__r,inf,0.0
93,44245.218120413185,20.450290924326183,0.1,2massh,inf,0.0
94,44245.218120413185,19.840293688148442,0.1,ps1__i,inf,0.0
95,44245.218120413185,20.155081104486786,0.1,ps1__g,inf,0.0
96,44245.31812041318,19.725722594319574,0.1,ps1__r,inf,0.0
97,44245.31812041318,19.72805059073552,0.1,ps1__z,inf,0.0
98,44245.31812041318,20.077849214927323,0.1,ps1__i,inf,0.0
99,44245.31812041318,20.289356803483702,0.1,2massh,inf,0.0
100,44245.31812041318,20.165240949370645,0.1,ps1__g,inf,0.0
101,44245.31812041318,21.867376316796268,0.1,sdssu,inf,0.0
