KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
29.469484411267544,-2.7222728932183275,-1.467333061446543,68.84482444913736,194.03113810169452,1.1218719047607772,1.081337430387476
