mass_1 mass_2 chirp_mass mass_ratio luminosity_distance EOS
2.1020040274794756 1.1079127304628014 1.3151785099222228 0.527074504129902 100.30652589485561 4605
1.4069238425230357 1.27522832655592 1.1657849427286824 0.9063947088060246 392.06372891910513 4454
2.052473616137558 1.436947275204464 1.490322912440877 0.7001051140957317 287.2155123532364 4224
1.2549961725791676 1.143418348216993 1.0426143211286032 0.9110930958993534 449.1456662456365 4547
1.473913374423942 1.3042363983364826 1.206551418320119 0.8848799535768 372.34170006909386 4722
1.2336535709589092 1.1351209910527627 1.0299982312705362 0.9201294575513952 24.41457348243653 4941
1.8125280975606501 1.0506075710745555 1.1925230408097793 0.5796365708694348 396.0510272669399 4850
1.4696077851268674 1.1817543519615101 1.1458911955902749 0.8041290771057615 42.910449447648716 4354
1.0146671243829521 1.0103971236013367 0.881458059463048 0.9957917225472225 140.10601245755706 4879
2.0622608220940384 1.5808030313485473 1.569059649767925 0.7665388463052824 283.66585175895426 4862
2.064021696503091 1.41332927174212 1.4815791647844518 0.6847453561833251 412.0583403595045 4471
1.3498556292567945 1.0679975771534447 1.0438270993566638 0.7911939277102281 93.65320241238607 4484
1.6909206484548398 1.4956911146568295 1.383927227362768 0.8845424627250187 15.822649540905175 4465
1.5560384361592972 1.0907104068785822 1.1305644365802034 0.7009533836263941 169.36197820537157 4888
2.242856707166502 2.120895744326833 1.8985432192833658 0.9456224900815231 163.57376154225577 4679
1.71452834733719 1.6271962209048536 1.4539739574870338 0.9490634689312832 349.6943920777989 4608
1.9554234677848799 1.2499295337973688 1.3542555957548836 0.6392116870793718 46.21780784086149 4966
2.0879253156814457 1.3193461140234788 1.4373511310055278 0.6318933460476185 161.0144916436512 4681
2.1209340031020467 1.1291595257475362 1.334105893482958 0.532387865014208 351.80266913815035 4491
1.3328940928848727 1.0668378775944949 1.0368212616268346 0.8003920816285303 105.10292470960437 4077
2.2212091809391907 1.417968169108129 1.5372798010589672 0.6383766919730502 78.14307827750811 4839
1.5998766181104265 1.0468876374640548 1.1216281111670197 0.6543552331557336 384.39503229059136 4691
2.1487193920251655 1.8391502916592493 1.729537419384786 0.8559285584172311 401.7773936337142 4774
2.136879244177117 1.6501845650389773 1.6320256354777627 0.7722404387312212 85.25069487833692 4994
1.5270278424249444 1.0105741524735607 1.0768727406666032 0.6617915694770522 364.5186131568719 4642
1.383770408956134 1.0051650473157174 1.024094343514992 0.7263958246324818 76.5842673818476 4809
1.860443658573184 1.2721180270471029 1.3344626758018008 0.6837713258259692 381.6023969933713 4602
1.9212551078747577 1.2397674512386605 1.337179285288044 0.6452903865588464 65.01499551641542 4902
1.4452126518776072 1.1046158059247344 1.0979526521434049 0.764327522658778 429.9431225779077 4442
1.7882784884058602 1.5376264314491666 1.4427451631270436 0.8598361169237491 214.0786422258723 4777
1.9580558478806778 1.114415644892366 1.2759268969220885 0.5691439527113414 40.24412576977837 4403
1.6480881184959713 1.4870441175095201 1.3624839542216176 0.9022843504670016 350.8420583614495 4475
2.0408464103077892 1.8794020374990585 1.7046502669599743 0.920893423437787 203.2624169618038 4704
2.0259260649045343 2.0150851671275922 1.7589447066665762 0.9946489173693251 306.72021136910666 4962
1.530645027586413 1.4169548253842108 1.2818717849637973 0.9257239920731498 41.97320850784675 4872
2.065739615843104 1.8106866124405867 1.682925986975125 0.8765318719521091 371.9626154547549 4625
1.956885279221968 1.9507013405271083 1.7008733106146003 0.9968399073974749 55.2428215931191 4142
1.6963356496271897 1.1295627504165358 1.2001125632201106 0.6658839898016552 112.30521190412051 4857
1.3160783697733125 1.0108454229535493 1.0023594015581556 0.7680738823537249 483.6793546738495 4300
1.357958564857953 1.18919041436297 1.1057880229282586 0.8757192193764491 463.2098686677363 4970
2.2363957669259666 1.1739369314490864 1.3962291680150922 0.5249236064610867 485.7977505236179 4204
1.9476959020181788 1.3117194652203352 1.386083285591388 0.6734724162335339 455.6715664380997 4536
1.9434753858361802 1.0911013958016982 1.2573230213635884 0.5614176560987171 227.07799161609253 4803
1.6648864645264636 1.1544888342920554 1.2029124992885838 0.6934339721600306 303.59217026161383 4764
1.714842468656857 1.4021696204955314 1.3485503714098541 0.8176667222347104 183.9743704287718 4709
1.711162615081205 1.4834912873230486 1.3863120780728158 0.866949332721746 340.92250020691375 4811
1.1616912564642337 1.046321503944336 0.9595181788243078 0.9006881115116239 9.888134980222397 4970
1.678163199518555 1.5714446088754146 1.4135584543950044 0.9364075015625675 440.4386781106147 4255
2.2085394235307554 1.2329102792271214 1.4245368640910006 0.5582468966101081 240.5764196287588 4383
2.0563717317493353 1.0239331161544458 1.2482603874562945 0.49793191588147145 399.7332260922327 4771
1.666668209751165 1.1357730024324235 1.193375489028966 0.6814631705263013 38.63255347115724 4829
2.224034343121747 1.2901746666818588 1.463890127792505 0.5801055503805377 106.20302525050856 4960
1.2399555846624497 1.0846470251416986 1.0091297061105238 0.8747466752504442 442.42148682313535 4556
2.108717209375861 1.1599659697535873 1.3495953984554192 0.5500813312454137 37.43800905685979 4248
2.124167184133869 1.9902460729562956 1.7897637203102765 0.9369535918933896 307.45761512288345 4433
1.7592479530337237 1.314386715560887 1.3209904564283073 0.7471298820011707 437.71677178275496 4195
2.0757280540424787 1.791492556221597 1.677843648593374 0.8630670827677387 36.34246092562265 4980
2.012800711370036 1.3389614144879272 1.423267936542981 0.665223043157883 453.29375752286444 4757
1.8552108246869352 1.4087113442633172 1.4046923270262206 0.7593268244869343 380.50913121809003 4994
1.0635862294182654 1.019721319974421 0.9065710483557755 0.9587575428953828 202.1044157506308 4629
1.698274135860025 1.1918713389776796 1.2346912273827313 0.7018132784399396 20.121688784784595 4147
2.1026097161188595 1.4717320638373117 1.5265577404832695 0.6999549429239466 94.41330598101521 4498
1.6368055095111722 1.2518772427342846 1.2439282304317105 0.7648295631092753 227.11774050301403 4498
1.3780758772255672 1.2305222218273215 1.1332771186141595 0.8929277713682134 154.1290022635854 4161
1.3830705200484963 1.2259920787201468 1.1331888518984163 0.8864277424387286 21.593658348377954 4822
2.0561397907271424 1.7109123145814569 1.631427987622693 0.832099219273609 461.82302200365217 4616
2.126539906174954 1.3917242624763393 1.4909749684002767 0.6544548063429757 81.78300110645104 4980
2.1018516046094056 1.8878106189601795 1.7336006432426518 0.8981655102673141 428.274943491981 4993
1.7351106240396565 1.4025062755828146 1.3564981512511973 0.8083094277398418 14.175511099047021 4989
1.5525919262678376 1.3366995822533636 1.2534193911479645 0.8609471424127254 364.0802068133803 4704
1.9687098297314791 1.5898922440975891 1.5384158821477454 0.8075807922970758 448.36495338193 4489
1.757357028181327 1.7009010622337422 1.5050535506830502 0.9678745041319176 332.38128825924224 4012
2.1479508873944737 1.4844086211096907 1.5492051208471478 0.6910812671840562 201.04563545791626 4892
1.9820683587704653 1.7184046478093902 1.6058130842915723 0.8669754704501547 328.0941568015564 4997
2.0124397537797005 1.1629295538605016 1.3219253430141416 0.5778704936017708 33.380166332035834 4460
1.769951547417131 1.1653479822169197 1.2448577251377997 0.6584067139676778 310.4354186944699 4677
1.3923606552071335 1.3777807068870755 1.2057540202069816 0.989528612241712 360.5863138469627 4442
2.070826143379465 1.4272041895438168 1.4914652407897495 0.6891955628948669 257.8014493296754 4270
1.819911455734113 1.3949601402639134 1.3846324576744093 0.7664989062345434 457.3759100406604 4992
1.3864567406845423 1.1153073847862471 1.0812628174604515 0.8044299919776658 160.75666594707388 4777
2.2308774621496927 1.7548487142639249 1.719997227663863 0.7866181554288229 95.30414709642393 4923
2.083841532110271 1.0114142895008504 1.2477769392789997 0.48536046235560354 173.45180311986118 4262
1.8852994099094629 1.1993041654873957 1.3024046337130608 0.6361345891181229 215.92638538579135 4740
2.22472354942167 1.7279625226562088 1.704149760528905 0.7767088738308195 81.80382710268213 4777
2.1344012878742133 1.238477345925284 1.4050712317696685 0.5802457827219374 144.10654952507318 4784
1.3721487650298356 1.1166754923598181 1.0764604152795831 0.813815178659245 1.454137343207651 4671
1.6632628493025912 1.489512382224352 1.3698228330484028 0.8955363746920139 99.70869517306147 4827
2.2251763841342167 1.263579180330455 1.448258325414939 0.5678557391404705 139.276414855928 4728
1.9733053520586505 1.256097791409288 1.3636602924351935 0.6365450689620155 347.73593533419967 4826
1.8299417590906626 1.6164097006635734 1.4966536756491642 0.8833121014008676 398.6994248818164 4827
2.1946171114062807 1.3085032376315664 1.465511146694101 0.5962330425798491 454.6440984365831 4672
1.102105434580094 1.0258112055002857 0.9255149268109601 0.9307741104562499 276.14916561949866 4944
1.9227071773783908 1.3351925703561665 1.3902301073796755 0.6944336537905372 145.0465336170244 4463
1.5025773142495997 1.061182781823237 1.095975224619841 0.7062417166554927 168.02436998759833 4536
1.653226494723049 1.5347688867245073 1.386505731504146 0.9283476230409761 219.54276753605996 4985
2.055343418732657 1.3448224317858017 1.4408858767931663 0.6543054652224645 311.9464933667307 4454
2.0458124197313614 1.6482384432609922 1.5967279809476322 0.805664501478305 26.65708762214364 4390
2.2104425670119148 1.3423132133491626 1.490344912538224 0.6072599367119984 160.85627052472606 4648
1.9884728685941857 1.4634810425918978 1.4816003255611216 0.7359824042389638 261.3080467301896 4882
1.1619631889820914 1.0853234370354525 0.9775055622874057 0.934042874444433 223.747520932737 4914
1.876798483027132 1.4980256249748733 1.4578468510899079 0.7981813916210508 80.71551383045045 4869
1.8034600274759323 1.5267203152982158 1.4435307934286037 0.8465506814891635 31.790020149707885 4459
1.7189475101699752 1.6335346598908407 1.4586842240222273 0.9503109607630261 80.36401119710501 4995
1.3190886211620414 1.2458485518163127 1.1159074809959952 0.9444767635996978 220.45941246165646 4629
2.082983749530378 2.0251385956013968 1.7879513835987082 0.9722296662458252 234.03058804427135 4748
1.2385721168578092 1.1434703573044789 1.0358522780061825 0.9232166151175771 430.6819334063671 4489
1.6236173023035512 1.127538503101083 1.1739943149097758 0.6944607583950707 180.01356412837066 4476
1.6948658475939409 1.4831579902996048 1.3796286879827437 0.8750887230426644 61.52111023868167 4086
2.01954763330845 1.299794859317983 1.4036762004791306 0.6436069334936368 54.02389623001802 4104
1.4944945386343105 1.222793145657952 1.17565872886346 0.8181984704844468 365.557418048853 4752
2.1014371307070627 1.1087614137409298 1.3155468662581076 0.5276205495464282 253.8190033027598 4739
1.678006465715904 1.456078381144808 1.360081333981962 0.8677430098718882 412.1803645321885 4566
1.477150610399606 1.075607712304197 1.094574361480336 0.7281638749167347 284.14380797415976 4986
1.8333616852767145 1.6735316335352093 1.5245607520319342 0.9128213199691791 392.44825461392827 4529
1.793041920153133 1.6032978250623577 1.475572533097642 0.8941775465714877 184.74807719406837 4668
2.207369722493744 1.5314575502275627 1.595294788051321 0.6937929494191941 291.93047685230835 4225
1.8041891565265789 1.2246920649669408 1.2892256420710577 0.6788046921447612 285.559468958691 4562
2.1301395763362856 1.427700568428965 1.512132438358798 0.6702380371170445 13.002401125390806 4821
2.1853913467369424 1.487795844009681 1.5639934286273036 0.6807914958715028 146.82704528671397 4974
2.227789943771294 1.8970346228573738 1.788498587319979 0.8515320881851167 182.44902937555352 4900
2.0332603546790984 1.9444504487819425 1.7308812875892117 0.9563214294260056 487.3307942981396 4520
1.9135691166366915 1.280203510908768 1.3571039088456394 0.6690134679633974 283.7687446947939 4771
2.2068113142363757 1.0493832167570518 1.3070058188038767 0.4755201362197885 416.92820340635103 4799
1.1562077330593972 1.1526960017824102 1.0050073285522783 0.9969627159751866 344.5781667046638 4800
1.718729378326512 1.584855149896836 1.43655137053009 0.9221086052767502 185.00774943257153 4811
1.68937688471098 1.2698920678937133 1.2725039153088904 0.7516925793091856 38.668001683104414 4950
1.753836421904123 1.262229422445173 1.291779138907183 0.7196962080846645 317.76103730949694 4235
2.095522329119676 1.0525687554570389 1.277956885881938 0.5022942207918255 316.7271300455002 4980
2.0085349173022697 1.6597809979915839 1.5880521445261384 0.8263640246896434 213.77675663501128 4948
2.160328802745165 1.400723450857241 1.5073277134390564 0.6483843797653945 13.555912437536621 4619
2.2430150438824694 2.0403476347473712 1.8619364053227696 0.9096450959221842 94.44897431378968 4484
1.8190761792175723 1.2379165757337531 1.3015668446681634 0.6805193701487589 152.32191342442664 4927
2.1191911681106204 1.5442735437119366 1.5709350060067029 0.7287089371407415 230.26021887374333 4318
1.3441171159254908 1.0442557086461088 1.0297361455384704 0.776908274043581 377.84447041155005 4519
2.0587822677844816 2.0367551471652825 1.782655261648461 0.9893008984175373 417.33826366357096 4734
2.2190922958849315 1.522386019827223 1.5944519837298612 0.686039973483899 407.38322725056383 4976
1.788910597318715 1.753912448176477 1.5420130038066617 0.9804360546610353 322.81345126620545 4264
2.2235291031794207 1.601142677547669 1.6381922866081673 0.7200907221129679 479.76351813278364 4413
1.1888633529699828 1.1699070207158668 1.0266746515081302 0.9840550789905671 77.04144651565653 4566
2.0287292381772706 1.1413674698814644 1.3139391260344324 0.5626021690834091 269.2113424484687 4442
1.9013266920938592 1.6231268770369764 1.5283653034983697 0.8536812131162416 91.03172468365001 4817
1.7378789610194112 1.51486648774789 1.4118427066484946 0.8716754858803827 82.2531540799249 4974
1.9362273573778892 1.4939813716020272 1.4781442253856354 0.7715939793481856 369.38521141951634 4522
2.2257075592647277 1.019277989685955 1.2918553697992639 0.45795683509412977 365.94235283949735 4829
2.213253759476915 1.780579116163777 1.7261459517154483 0.8045074400255859 354.084182980198 4481
1.8263599952916816 1.5383238321231871 1.4581145387596848 0.84228949171519 52.78746535768014 4454
2.158796935020539 1.3037951340736031 1.4513508887499218 0.6039452404823795 65.20033249182899 4114
2.1302401508168765 1.8483064752644514 1.7265399832173671 0.8676516938973698 302.7888322969187 4970
2.1661822899251444 1.1708365493734403 1.3735454401109781 0.5405069346282488 302.56505953083314 4855
1.8032023173484046 1.271325587913124 1.3140898448402403 0.7050376852790422 349.80574555280043 4975
1.8325820030241884 1.448098761162637 1.4161986142793348 0.7901958868814252 387.97632757675717 4815
1.169835156985761 1.1191389703894958 0.996040588023828 0.956663820288244 164.95193287800186 4379
1.6426793127826782 1.2253127360477 1.2324356507830734 0.7459232769980134 418.20276550964644 4784
2.1895952029501577 1.2984852679080778 1.4580191112972463 0.5930252615454034 305.99157688009444 4298
1.7049388650986677 1.2994138749608175 1.2933724387333756 0.7621469024847517 39.412628799085745 4837
2.142972215844 1.2752793430013802 1.429592677872889 0.5950984028503222 61.44762884052296 4285
2.097173239942712 1.3360393815869838 1.4498798033533042 0.6370667697550251 350.4641364185349 4460
1.9659583245652794 1.3274852905279402 1.4009813962584468 0.6752357229248382 7.486865359394135 4526
1.6848265887245497 1.3783332853207961 1.3252924935422692 0.8180861428381329 118.75701838318808 4371
1.442875513453919 1.1026093743012249 1.0960647772019363 0.7641749853123686 106.43477873274759 4515
1.3970103603982864 1.337528846390879 1.1899393860320182 0.9574222813992236 297.63507748361803 4954
2.1806658914652637 1.3637893317550556 1.4931105113241199 0.6254004050288874 0.4711136528123827 4924
1.9274683965853912 1.7334132196339609 1.5908033070156065 0.899321214658975 37.213753360249456 4663
1.4311983034204077 1.14675239663724 1.113901426083948 0.801253323104581 297.80095540633795 4763
1.8331785458169698 1.6968431542927689 1.5351556132877322 0.9256289618731917 143.29603870506725 4316
2.2035220129748936 1.9882777172367618 1.8216987411055114 0.9023180642304823 352.55866132353515 4827
1.5791470369841734 1.4329094308089214 1.309218593706362 0.9073945600059296 464.3529505184617 4803
1.8310895229027824 1.7228119008251936 1.5460637196328195 0.9408671063193356 29.71543000025767 4261
2.239456003894789 1.8254667820383699 1.7583260951334303 0.8151384884827286 225.34633023563322 4816
1.969580364793528 1.377043544592226 1.4291290455988435 0.6991558045597099 449.7847326806403 4820
2.1960906509262337 2.1764680316815945 1.9032437138171903 0.9910647498834517 131.65395523633723 4964
1.6239502907639645 1.422801120144819 1.322704264251714 0.8761358818904994 198.84992438610172 4768
2.0478841359644537 1.306793298195351 1.4170240286857483 0.6381187662161927 342.2065157678238 4892
1.9181125162132089 1.6516584478329006 1.5486330475759142 0.8610852772566495 196.2304978568838 4605
1.5242468803980262 1.0249401866652559 1.0838569345608635 0.6724240015486294 24.876008577570165 4674
2.2287786115705233 1.6329826847194655 1.6568073844662579 0.7326805256663755 342.99426849832594 4460
2.1338085840996155 1.5142525371977538 1.5602702922295062 0.7096477858798705 357.80504212856147 4246
1.9549666472711698 1.6449825528373723 1.559987486534582 0.8414376557950556 100.55830827903944 4964
1.3662333763503054 1.2728317500011892 1.1478562753373462 0.931635672231471 466.6482720687585 4988
1.6705874950550421 1.2186368912327843 1.239052972997917 0.7294660679790572 426.6462282661882 3979
1.82605317055349 1.700048303160033 1.5336485446872739 0.9309960578227501 91.19826360595079 4133
1.536811008254927 1.348010722729383 1.2524618021914253 0.8771480133136672 150.16056582689308 4221
1.876798294400238 1.4425704371296157 1.4299527162948764 0.768633710630376 286.88842819600603 4107
2.0475921152300947 1.6913143172881426 1.6185709628612968 0.826001577515395 329.1324077982341 4270
2.0754372744587672 1.8399059151524475 1.700549076153591 0.8865148264392901 316.54508182171423 4551
1.87335636530294 1.8034392708961413 1.6000710047773468 0.9626781664707492 79.01153976183356 4529
2.1647918529373937 1.6039610183283153 1.6185511935809584 0.7409308272072023 8.480746837704112 4609
2.044122981046002 1.8983537823083692 1.7146547036798456 0.9286886356206215 246.46365878202963 4713
1.569830268763337 1.1940923532564889 1.189677350600483 0.7606506110989676 219.51421513689567 3941
2.239365152624206 1.2446466354290409 1.4410752785134453 0.5558033418402079 487.09863232848966 4302
1.9766011898174654 1.757839208838154 1.622160467476188 0.8893241681193598 467.1946748155185 4564
1.3761821918266235 1.3729077244284145 1.196609868964134 0.9976206149028402 240.10193936722558 4909
1.5839139082916978 1.0013563656277962 1.0906639302938121 0.6322037835426241 462.78900356135233 4250
2.214351947512485 1.2016780959040196 1.4070727090767454 0.5426771011961026 479.14819297783464 4363
2.0514835609333657 1.694021705571664 1.6213998358283943 0.8257544626879355 394.1506896189545 4976
1.5195489377713676 1.043502351705851 1.0923791812171215 0.686718489788354 485.23612472172647 4777
1.3040365713541089 1.1220172223632998 1.052430659153623 0.8604185243042681 149.25159898900148 4888
1.5900239320818308 1.0894816654522494 1.141729489651837 0.6851982812773029 424.66319433158907 4900
1.2404200468150164 1.1535470613838685 1.0412111742823151 0.9299648650034248 159.1288752782199 4536
2.189547590749857 2.13739747841949 1.8832480775725915 0.9761822430575682 127.57075019752794 4849
2.2448922651925343 1.5172320221781623 1.600522834137373 0.6758596150484024 81.43710372460733 4535
1.4868303870529704 1.3749451666756092 1.2445173924266877 0.924749170213606 243.86951116985216 4988
2.185501785233381 1.051756893097161 1.3027000769571166 0.48124275175773795 61.547359330069604 4787
1.8299310610968478 1.0953097116126713 1.2244771262666851 0.5985524454435733 333.55196360809384 4482
1.7134079327070102 1.6304668595677079 1.454968691080344 0.9515929210107812 132.64303386865927 4089
2.1690954210573343 1.0101814637665933 1.2704019776630058 0.46571554850001773 190.6282636991991 4901
1.7624932989687068 1.03927336347098 1.1701134458691698 0.5896608878337826 158.58637562567623 4679
1.5628561188644332 1.4033626356415143 1.288880665085403 0.897947430158314 270.49700212767544 4549
2.151008937147387 1.645403278907279 1.6348355443490907 0.7649448826044261 73.31731731655988 4424
2.215363128519138 1.234572557637105 1.4276269101543717 0.5572777400436182 425.0518160822357 4930
1.363142530117648 1.198079578215808 1.1120561384555203 0.8789099831786527 413.14157229224566 4643
1.2701237087843174 1.1899422446660846 1.0701232339690725 0.9368711381704877 452.0888979427567 4185
1.4065929480686872 1.354898790279208 1.2017563478371918 0.9632486727162556 412.6002628483315 4880
1.5986405886037414 1.060756521977851 1.1289203170391058 0.6635365882360835 6.834920805328604 4748
1.679065455943869 1.5292444767491635 1.3946700197780058 0.9107712098629978 305.1719690941764 4675
1.4228473043056882 1.0839749488289971 1.0791500031314638 0.7618350511321721 401.3293824891758 4902
1.2752367273144591 1.2021226700764054 1.07776966700034 0.9426662864454777 212.24272756160107 4875
1.4712402561469677 1.2295002398082135 1.1699054364965984 0.8356896398608292 25.55609140701387 4115
2.15854532043073 1.109237110038591 1.3324800350825872 0.5138817793351897 76.14398285479218 4693
1.8187127027909304 1.1484541999619389 1.2515790158100857 0.6314654305760128 265.6326307682538 4893
2.201992647912478 1.888148463040019 1.7740405566632345 0.857472646346032 470.03100243114403 4739
1.9827276273901782 1.804238415139289 1.6461746438735663 0.9099779466502765 427.98878395554107 4438
1.9440408658241597 1.3728902141467934 1.4179386157098406 0.7062044004742504 240.81892918042956 4786
1.3239139217711218 1.0431783204179315 1.0216166086665113 0.787950261163789 296.0166910019792 4318
1.7361999042962193 1.626653996836656 1.4628350161374828 0.9369047843001878 323.8162918471346 4908
2.040924346365166 1.6184920566913539 1.5800838025981883 0.7930191334989202 85.47162829052013 4892
1.5588346464660594 1.2067294452676793 1.1920356126765854 0.7741228025713845 121.3543413158179 4202
1.651122189309448 1.1060564511004674 1.171766083054503 0.6698816467138967 354.9568816322834 4912
1.4555386943767243 1.4046922992129833 1.2447517698238344 0.965066957436323 460.205812344905 4199
1.7371727839995852 1.0317447686624375 1.1576763745909378 0.5939217895683334 176.9774075539377 4928
2.121298516576546 1.809808244238766 1.7046594978735505 0.853160566556904 92.61872552849681 4669
1.932006399960291 1.0013368754637306 1.1980658372950912 0.5182885913236681 401.9911657655577 4504
2.0419595457378006 1.9878272151414256 1.7538766509907178 0.9734900083063027 405.9660914923485 4112
1.4043864739734482 1.0191740897590045 1.0388437514743316 0.7257077084169307 443.0578830221111 4526
2.0510083844620275 1.888672299396143 1.7130980599072854 0.9208505990050037 454.4754736579107 4321
1.2767817988526813 1.102992954575094 1.0325390424846974 0.8638852430119585 297.3861363629268 4561
2.1646408178415513 1.2429975689425152 1.417173338478654 0.5742280930385287 311.3439579307558 4546
1.7136887371450404 1.1057206871549519 1.1926549005891334 0.6452284263693376 433.46058585404455 4771
1.4933933382695863 1.158978871504234 1.1434651772456224 0.7760707389033604 176.0393508914328 4709
2.178892986837507 1.4502385919454346 1.5411491548173282 0.6655850474099431 83.1126955734286 4729
1.7898090605140264 1.7302534109681473 1.5319330141165732 0.9667251379715471 41.11197172994435 4547
1.6663469683843628 1.0087732722817742 1.12167422452323 0.6053800867533901 34.970474641367375 4995
1.4882292423720485 1.2159135888209511 1.1698699945763769 0.8170203582903258 113.32587128015864 4823
1.4148309055374346 1.2192164786350321 1.142737555373561 0.861740066507738 17.678876434747693 4962
2.010409301589496 1.7473799309883953 1.6308597467305355 0.8691662586354226 418.0810720803744 3992
1.9806558614764629 1.816244887967584 1.6508370532051042 0.9169916507422344 228.40104536448314 4896
1.3229640010271377 1.200803219960554 1.0969884709952822 0.9076612961715216 160.0609254451657 4509
2.028480318459037 1.2974648797958281 1.405325179864801 0.6396240909951078 352.84928507223526 4642
2.055708620692532 1.3299626091808454 1.4326880432902407 0.646960661542006 5.729956530649338 4960
1.3836810851123333 1.2691815219930478 1.1534343881839106 0.9172500337315879 112.21696884250959 4127
2.230350697141578 1.9835716599757773 1.8304392709378285 0.889354155163996 271.69246151935226 4933
2.0013259211593146 1.9712090495878583 1.729086647229469 0.9849515407495395 307.22671504013437 4448
1.6224905128060372 1.5187738864708833 1.3664202009996396 0.936075665455954 320.1530198137276 4979
1.1858524207025276 1.1335056650152695 1.0092506615380685 0.9558572763580087 53.109331139913394 4956
1.1956399012790204 1.06139884923492 0.980346503871097 0.887724513124313 227.2266742898129 4292
2.089625356414488 1.029352553124813 1.261180030697397 0.49260148474224186 76.95040241313778 4856
1.9220113815230173 1.2873013358083347 1.3638898506006278 0.6697678006403203 168.3114204240035 4685
1.8117853585047956 1.8003234624635516 1.5722521856015765 0.9936737009229928 191.4231860243061 4601
1.4284601364214078 1.0446302413569573 1.0608413367045206 0.7312981403695136 487.76101781780335 4737
1.782416432298454 1.1329999830344417 1.2308448970561574 0.6356539148224865 457.27589054062844 4102
1.7722824910880772 1.0125277324936743 1.15719035047033 0.5713128339218889 495.35082754642764 4574
1.5469537705460663 1.3845239896517558 1.2736478639236481 0.8950002359560016 163.09170753192504 4032
1.2554234099160857 1.190096110255161 1.064018375655248 0.9479639306190003 409.17395596933096 4912
1.9148484080324955 1.0851771854723784 1.244961839580123 0.5667170210029298 357.85480979293965 4909
1.843114126836726 1.4104231120049482 1.4011022480882247 0.7652391631469991 107.98347788023094 4065
2.1833970586195353 1.434615098412734 1.5340053225803307 0.6570564399861275 342.8433843779833 4523
1.4294739817212374 1.1997878889527969 1.1392044390621667 0.8393212498405362 352.79603482656347 4989
2.0021397141959842 1.1136518582031225 1.2889397468392354 0.5562308415875666 145.76098940536951 4962
2.2250149518048676 1.047596572358184 1.3108026491650533 0.470826756246471 172.33304915266618 4720
1.7724320857053066 1.344123456436361 1.341128166817448 0.758349765430641 445.32996702435065 4548
1.9065127834084645 1.1811061328346393 1.2989500444479205 0.6195112579958982 24.399826241147228 4795
2.238879600920808 2.16910289054129 1.9183973388542217 0.9688340943609384 74.97479782919247 4814
2.1929915742146395 1.8466324559508402 1.750581227822665 0.8420608987575164 202.34817540640205 3965
1.438841637448994 1.230772726879376 1.1577767140805704 0.8553913751491682 182.68169152988244 4787
2.192507740777356 2.10383717624324 1.8696147612366365 0.9595574679692225 268.43080241986365 4633
2.09955665504142 1.6109672409411742 1.5982383148164103 0.7672892451237011 230.6423451208165 4306
1.9342924892163635 1.868871240480463 1.6551292405806965 0.9661782025724535 181.3134510029547 4895
1.5928220033290348 1.3240738691305771 1.2631749119747853 0.8312754760815911 157.98239302935357 4907
1.7813274548038667 1.49552784042893 1.4198141678144467 0.8395580702446398 391.11844258136387 4368
1.9493413930299253 1.024943700573602 1.2180811720847373 0.5257897381332975 44.419567787441274 4442
1.6710354519131259 1.6044142276414992 1.425368361485882 0.9601317708757443 26.755957228049244 4815
2.0530256068462567 1.85589176580016 1.6988573310064077 0.9039788688515568 459.71478163048727 4114
2.0655756863050527 1.9234857084843444 1.7350176692222126 0.9312104713650643 288.31453288480657 4602
1.5080628939973493 1.4847466444768505 1.3026485732319486 0.9845389409067048 158.39556513555047 4419
1.8117424332806376 1.6215980430862942 1.4916963461637085 0.8950488840458206 358.64294701180256 4936
1.7070037391765163 1.0464581650759264 1.1566394252735035 0.6130380039945039 331.24966512035604 4731
1.8149274165008915 1.2481653297002744 1.3057101987652153 0.6877218991526879 208.758295950296 4249
1.9138811813732641 1.4724759794598827 1.4589196115124108 0.769366454820011 329.27646183959513 4083
2.156291404633535 1.7228740930225215 1.675826036946444 0.7989987296338208 395.42827561106094 4951
1.8206979222454462 1.4241937634414086 1.3997295939562029 0.7822240834355247 73.21868816040994 4500
1.4882269128387788 1.1766223384683745 1.1504009103628983 0.7906202530795378 491.8696657373889 4536
1.9129304191756225 1.0160785940425363 1.2017987379615294 0.5311633836009652 124.99477498200717 4806
1.928970331006399 1.095675215886831 1.2556526976727476 0.5680104034130924 144.85418261543083 4811
2.034160245180372 1.3808767342229467 1.4536001621336823 0.6788436346127207 23.409762443119597 4668
1.9584052471694697 1.8705989906192741 1.666144970367512 0.9551644090633927 120.46341902649083 4752
