   -0.352316036008711464E+01    0.652787620119881118E+00   -0.284596302830231629E+01   -0.106493878546011977E+01    0.146357711103005272E+00    0.882668354032826313E-01    0.189989875190504670E+00    0.317699632689819766E+00    0.207152787808467709E+01    0.464170990070141869E+02   -0.126189356332669806E+02
   -0.197504500119981508E+01    0.737419827931492411E+00   -0.243835940842806043E+01   -0.629323434156965344E+00    0.306389674522303257E+00    0.145988364495075629E+00    0.318848913990440463E+00    0.240810221085523246E+00    0.213975902810039154E+01    0.139742948254147649E+03   -0.113428575925486737E+02
   -0.179935134279445919E+01    0.279818411417480928E+00   -0.326954735959792542E+01   -0.153250578081858224E+01    0.262549886935638632E+00    0.121267716692922536E+00    0.166007189920966081E+00    0.254644113514864379E+00    0.214180223567707673E+01    0.185381647560184106E+02   -0.113016708218155664E+02
   -0.189272787277115562E+01    0.764489181192113398E+00   -0.141294767801309185E+01   -0.821281846419825268E+00    0.154305712167748549E+00    0.116930341201885446E+00    0.293788254596396570E+00    0.229767724069005114E+00    0.206253664340183285E+01    0.124075922040643235E+03   -0.112020633968880752E+02
   -0.657894986275509908E+01    0.390428722698610564E+00   -0.179315650988413466E+01   -0.727126996353738342E+00    0.250742468257521889E+00    0.117813642867638943E+00    0.288975012300833889E+00    0.278734316609776489E+00    0.243065442605894599E+01    0.290817369501585432E+02   -0.110312970113140008E+02
   -0.146363662584771426E+01    0.125030377563829087E+01   -0.132643210093387465E+01   -0.177680377663884093E+01    0.135095305540615385E+00    0.104983013039186376E+00    0.335588138100250843E+00    0.246225789524449901E+00    0.204139735106766684E+01    0.759635181810411240E+02   -0.109350079061135226E+02
   -0.216974214098478591E+01    0.857868554536514338E+00   -0.352076306115167581E+01   -0.113185127672613817E+01    0.288917236326617477E+00    0.791475938938436957E-01    0.180714113501887430E+00    0.228858159370489200E+00    0.284348587131166175E+01    0.591816012849200774E+02   -0.109220082323392038E+02
   -0.492100446270624303E+01    0.798787946282138450E+00   -0.322434110324304646E+01   -0.137604762286625526E+01    0.168615054229122679E+00    0.889354144317641981E-01    0.334479464472094201E+00    0.294458399170074270E+00    0.254451906015076634E+01    0.251750652976327203E+02   -0.107183780560981567E+02
   -0.171199489091226198E+01    0.913518307047697542E+00   -0.258248311498244698E+01   -0.146812627824193376E+01    0.163272218452136603E+00    0.635495987287885006E-01    0.344458396630151265E+00    0.275335117100524052E+00    0.139963471314789101E+01    0.339781059793342948E+02   -0.106959645646554229E+02
   -0.895740990423780303E+00    0.119739425448529779E+01   -0.298853849101876712E+01   -0.159107138156829553E+01    0.226509503244852806E+00    0.112305361443697377E+00    0.214298679670566872E+00    0.303045727621271799E+00    0.278444096572123012E+01    0.325336181170687695E+02   -0.106217191305544478E+02
   -0.675765932579808570E+01    0.625666876685923468E+00   -0.210516517402610193E+01   -0.601938122386234564E+00    0.258248138115983406E+00    0.563816113280531037E-01    0.217193492344379513E+00    0.276215848855603296E+00    0.279707645429785190E+01    0.833612858745339906E+02   -0.105828947910464013E+02
   -0.150108526514368990E+01    0.258935115510600888E+00   -0.167374020720314931E+01   -0.132359320611591524E+01    0.136664573007081097E+00    0.792014513624730160E-01    0.343771079765088083E+00    0.290473627753256691E+00    0.295643502963836857E+01    0.101480703547820625E+03   -0.104640042047979573E+02
   -0.982400326517105071E+00    0.479123195001046442E+00   -0.289391425841543359E+01   -0.138596329738032464E+01    0.263363231488872251E+00    0.766922515906056923E-01    0.222767572529576463E+00    0.239275281675535467E+00    0.204595999268892337E+01    0.514305380372518073E+02   -0.102897487820133975E+02
   -0.115661724272472277E+01    0.139824388818077483E+01   -0.201786262103719327E+01   -0.843970740247356854E+00    0.326204903596691298E+00    0.815250507567250177E-01    0.304676812509188100E+00    0.309958029061839169E+00    0.237480029105998636E+01    0.904460982420238224E+02   -0.102024726934154373E+02
   -0.407917268728523741E+01    0.727096903945692929E+00   -0.258908016417257825E+01   -0.128084645059145741E+01    0.177984246310248534E+00    0.883740837360558612E-01    0.203903844043458571E+00    0.253065519466390054E+00    0.261606256951017624E+01    0.181578914598213181E+02   -0.101278756646323149E+02
   -0.588931250546183449E+00    0.148889167631210045E+00   -0.232268556264847481E+01   -0.115907416386208562E+01    0.221960388128237485E+00    0.815054750840329828E-01    0.152627139928496219E+00    0.391874927259221906E+00    0.264155338836062281E+01    0.674824385483403120E+02   -0.100731344281218878E+02
   -0.299200030215542423E+01    0.114521489194168113E+01   -0.318333109182520335E+01   -0.582808938891870909E+00    0.225840207004291693E+00    0.117116756868966318E+00    0.304423459930354856E+00    0.360991871017426691E+00    0.189254718165193236E+01    0.836508519663948675E+02   -0.100135986743467154E+02
   -0.656140807378943780E+01    0.119130439776763453E+01   -0.204631623270891616E+01   -0.712880011896205090E+00    0.144749906983440396E+00    0.145998250832289067E+00    0.265969989003347673E+00    0.205162784913038160E+00    0.249972142848907053E+01    0.218527087962958433E+02   -0.981136182544175384E+01
   -0.358102051896608486E+00    0.107994101093398087E+01   -0.357761732112953146E+01   -0.130719334231840367E+01    0.224102063526115614E+00    0.856333469301637229E-01    0.283583627883683964E+00    0.252380255177490520E+00    0.257054494339603279E+01    0.675035012413686246E+02   -0.977916548388903628E+01
   -0.393162977695465088E+01    0.962876763224942089E+00   -0.236668830144405362E+01   -0.580986661911010671E+00    0.330690914392471280E+00    0.568443000316619929E-01    0.308596229553222634E+00    0.222746765613555914E+00    0.234066533446311942E+01    0.520291644334793091E+02   -0.976753023287430011E+01
   -0.449302009830995974E+01    0.706405635412557076E+00   -0.351224615558910624E+01   -0.105615735193085136E+01    0.302177769205025148E+00    0.596111757479496213E-01    0.196204078492151213E+00    0.353245730780927691E+00    0.242864121857418302E+01    0.408769891617837686E+02   -0.972088133234560736E+01
   -0.316655715185100295E+01    0.600177659969068689E+00   -0.295450327296008464E+01   -0.113942200880274136E+01    0.236900698011534377E+00    0.614509401082523471E-01    0.196656638859176919E+00    0.310257342863265617E+00    0.277249960066447043E+01    0.599553777841568376E+02   -0.970797775028427523E+01
