mass_1,mass_2,KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,timeshift
1.2442181747377001,1.2022217113013436,,,,,,
,,73.3353333240426,-2.3432483432043156,-1.3023797291068222,16.99536347605971,15.121570025091648,-0.6629028551152537
