

    0.245439492616782411E-98    0.530671305227967423E+03    0.159267258644104004E+03    0.154099380970001221E+02    0.286068427562713623E+02    0.147435535691164876E+01   -0.123590147495269775E+01   -0.295162570476531982E+01   -0.223656657338142395E+01
    0.518621455360947536E-98    0.529167245141955050E+03    0.105728876590728760E+03    0.522380232810974121E+02    0.838943535089492798E+02    0.655371572516400658E+00   -0.142454004287719727E+01   -0.215730547904968262E+01   -0.212863552570343018E+01
    0.850215747073243680E-98    0.528170800855114976E+03    0.107362663745880127E+03    0.238020014762878418E+02    0.174182760715484619E+02    0.823619235878907952E+00   -0.533698558807373047E+00   -0.131526255607604980E+01   -0.254396218061447144E+01
    0.432156921903806249E-97    0.524911220908985683E+03    0.173211598396301270E+03    0.554544281959533691E+02    0.733936446905136108E+02    0.148781137788716000E+01   -0.651362776756286621E+00   -0.220094215869903564E+01   -0.126794028282165527E+01
    0.324876163204904033E-96    0.520868927611017398E+03    0.191800630092620850E+03    0.565910911560058594E+02    0.737916952371597290E+02    0.587405270037267946E+00   -0.558823347091674805E+00   -0.130108606815338135E+01   -0.269954177737236023E+01
    0.794914489183146543E-96    0.519071534161679438E+03    0.463610410690307617E+02    0.250101685523986816E+02    0.492873930931091309E+02    0.904688942011038000E+00   -0.178606009483337402E+01   -0.174091064929962158E+01   -0.281530010700225830E+01
    0.126154701843566505E-95    0.518140002679397981E+03    0.183056330680847168E+03    0.258938527107238770E+02    0.289402413368225098E+02    0.139438526653462436E+01   -0.459789156913757324E+00   -0.103761649131774902E+01   -0.155587720870971680E+01
    0.168555169988093779E-95    0.517552681842818629E+03    0.119465386867523193E+03    0.636492133140563965E+02    0.742416840791702271E+02    0.369338350052696052E+00   -0.119262599945068359E+01   -0.146603167057037354E+01   -0.245225089788436890E+01
    0.246889785867998826E-95    0.516781511519907099E+03    0.142062652111053467E+03    0.518450725078582764E+02    0.500385349988937378E+02    0.123212883519834304E+01   -0.149779593944549561E+01   -0.113716328144073486E+01   -0.107439863681793213E+01
    0.298255000577913986E-95    0.516395685417409027E+03    0.177313792705535889E+03    0.557120275497436523E+02    0.701515245437622070E+02    0.153741772692724821E+01   -0.273474812507629395E+00   -0.166377580165863037E+01   -0.252729865908622742E+01
    0.227718758673255684E-94    0.512322377679973670E+03    0.188293254375457764E+03    0.184625709056854248E+02    0.132557773590087891E+02    0.973858643214717601E+00   -0.103810334205627441E+01   -0.255255305767059326E+01   -0.130068096518516541E+01
    0.270236032817353356E-94    0.511972196340426422E+03    0.134621179103851318E+03    0.631163442134857178E+02    0.449821096658706665E+02    0.794135767282651561E+00   -0.139069771766662598E+01   -0.118232679367065430E+01   -0.110640066862106323E+01
    0.321307194277011904E-94    0.511618180071844563E+03    0.189466261863708496E+03    0.517927193641662598E+02    0.425559765100479126E+02    0.105715628798860140E+01   -0.386117696762084961E+00   -0.196780896186828613E+01   -0.254311206936836243E+01
    0.946318441913841956E-94    0.509450004622354925E+03    0.116574645042419434E+03    0.561964702606201172E+02    0.291444647312164307E+02    0.128497769806290019E+01   -0.181101036071777344E+01   -0.149455070495605469E+01   -0.254273879528045654E+01
    0.320174057677389624E-93    0.507004450643583596E+03    0.761685013771057129E+02    0.719263458251953125E+02    0.104697346687316895E+02    0.120539267217913659E+01   -0.635098934173583984E+00   -0.174638390541076660E+01   -0.271515849232673645E+01
    0.433636544801432254E-93    0.506389954242171825E+03    0.129790878295898438E+03    0.174718844890594482E+02    0.704699617624282837E+02    0.454887453346972725E+00   -0.410002350807189941E+00   -0.108453619480133057E+01   -0.192507597804069519E+01
    0.499730982234404218E-93    0.506098415363705953E+03    0.135046458244323730E+03    0.235419702529907227E+02    0.897595399618148804E+02    0.118620524000576011E+01   -0.136087095737457275E+01   -0.157595074176788330E+01   -0.246878731250762939E+01
    0.987078784646585189E-93    0.504729242982732217E+03    0.156567466259002686E+03    0.257131683826446533E+02    0.273982501029968262E+02    0.902621123333620878E+00   -0.966186523437500000E+00   -0.186534702777862549E+01   -0.154199603199958801E+01
    0.174804808559368514E-91    0.498973249884397831E+03    0.575135588645935059E+02    0.238152050971984863E+02    0.338640475273132324E+02    0.117357125659597594E+01   -0.185095036029815674E+01   -0.297960746288299561E+01   -0.187845262885093689E+01
    0.189267354100066776E-91    0.498806456153019155E+03    0.152867770195007324E+03    0.726352322101593018E+02    0.726157718896865845E+02    0.583069666107279394E+00   -0.120251560211181641E+01   -0.191691172122955322E+01   -0.115112873911857605E+01
    0.358503570136397563E-91    0.497521087590866557E+03    0.886794805526733398E+02    0.304770541191101074E+02    0.346569621562957764E+02    0.920420043226210405E+00   -0.995384335517883301E+00   -0.101206386089324951E+01   -0.228747221827507019E+01
    0.282793923628039303E-90    0.493382545247281996E+03    0.665765643119812012E+02    0.272803509235382080E+02    0.643544393777847290E+02    0.447690889669000114E+00   -0.197713387012481689E+01   -0.154825437068939209E+01   -0.167003902792930603E+01
    0.351053743299564164E-90    0.492942290988820446E+03    0.703957643981330818E+02    0.560739308396492362E+02    0.693800321797486816E+02    0.123850189226382490E+01   -0.283440083071435422E+00   -0.210679497600896903E+01   -0.264436912020019843E+01
    0.156633496894631474E-89    0.489943369632608324E+03    0.678189396858215332E+02    0.375209784507751465E+02    0.256391233205795288E+02    0.855973369481682456E+00   -0.630942344665527344E+00   -0.295868837833404541E+01   -0.228055763244628906E+01
    0.253791597830404781E-89    0.488970347557435218E+03    0.990853905677795410E+02    0.203426063060760498E+02    0.849657672643661499E+02    0.146875230173009608E+01   -0.185190486907958984E+01   -0.185984027385711670E+01   -0.193529340624809265E+01
    0.123406674377804360E-88    0.485799421375263364E+03    0.114422082901000977E+03    0.374616336822509766E+02    0.219272625446319580E+02    0.119036528901365579E+01   -0.809583425521850586E+00   -0.106812727451324463E+01   -0.197997051477432251E+01
    0.162445683960881595E-87    0.480636721697280223E+03    0.168596172332763672E+03    0.718372106552124023E+02    0.294211935997009277E+02    0.989121839611653009E+00   -0.102143716812133789E+01   -0.132799077033996582E+01   -0.279935243725776672E+01
    0.787442885668447119E-87    0.477472014900104625E+03    0.112100541591644287E+03    0.376736032962799072E+02    0.379743719100952148E+02    0.151198032139391714E+01   -0.147220849990844727E+00   -0.165228629112243652E+01   -0.297342616319656372E+01
    0.249330934623584534E-86    0.475159051760452371E+03    0.180617403984069824E+03    0.513799846172332764E+02    0.711324942111968994E+02    0.987806612937317641E+00   -0.791377782821655273E+00   -0.140831470489501953E+01   -0.176093804836273193E+01
    0.764391897252940309E-86    0.472910640173645447E+03    0.432622075080871582E+02    0.603668010234832764E+02    0.682799273729324341E+02    0.105056666227779294E+01   -0.138955199718475342E+01   -0.256357336044311523E+01   -0.229407685995101929E+01
    0.144459607799646052E-85    0.471629818836640766E+03    0.136606013774871826E+03    0.617489826679229736E+02    0.526405727863311768E+02    0.105225039203447412E+01   -0.173914515972137451E+01   -0.217623603343963623E+01   -0.127235266566276550E+01
    0.166403001516147899E-85    0.471339181079633022E+03    0.191789782047271729E+03    0.345756375789642334E+02    0.222106003761291504E+02    0.137721028979912585E+01   -0.902338624000549316E+00   -0.160749673843383789E+01   -0.293931248784065247E+01
    0.469810643326827075E-85    0.469255534258027410E+03    0.136896371841430664E+03    0.659594750404357910E+02    0.892615073919296265E+02    0.694315874884274931E+00   -0.320386886596679688E-01   -0.190598082542419434E+01   -0.147217231988906860E+01
    0.177436163333946875E-84    0.466589989223930388E+03    0.197302794456481934E+03    0.159232807159423828E+02    0.576223844289779663E+02    0.127432402871386885E+01   -0.528000831604003906E+00   -0.281673192977905273E+01   -0.272209781408309937E+01
    0.231557852249267648E-84    0.466049739037947518E+03    0.172213101387023926E+03    0.486149454116821289E+02    0.801875567436218262E+02    0.131871007446623167E+01   -0.192353057861328125E+01   -0.224864673614501953E+01   -0.145698550343513489E+01
