KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
60.73589308710906,-1.6458223978596505,-1.7026171398256604,88.60347679308376,177.25900930601563,1.8770101232259604,1.1777186265714448
