

    0.101750161205913295E-98    0.432709196316022087E+03    0.127745401859283447E+01    0.925240956246852875E+00    0.429198972272872925E+04   -0.564210376221290226E-03    0.832330107688903809E+00
    0.178818942925490068E-98    0.431580512967029676E+03    0.111266510486602788E+01    0.976366907358169556E+00    0.407392752760648727E+04    0.918081338955125558E-04    0.272142827510833740E+00
    0.191202297751403122E-98    0.431445619972185341E+03    0.112891598482153022E+01    0.857018156063456660E+00    0.492943814350888169E+04    0.448469844232266186E-03    0.460921266225541748E+00
    0.199298009829719267E-98    0.431361704963097395E+03    0.916480649827938976E+00    0.381202825690108327E+00    0.493670178320860032E+04    0.716634169562794208E-03    0.135500215497912108E+00
    0.259051877829025978E-98    0.430836274199051388E+03    0.131735441684722909E+01    0.685837842524051666E+00    0.438004726535081863E+04   -0.833182691506741428E-03    0.622406065464019775E+00
    0.328312500346484711E-98    0.430361422521292923E+03    0.106911010280184726E+01    0.742517621618171253E+00    0.416144846601778409E+04   -0.139678054283721720E-04    0.194682324587600014E+00
    0.432366884241112591E-98    0.429809828764540327E+03    0.142087080889227857E+01    0.543227765652178118E+00    0.414106361145582832E+04    0.605977315786831203E-03    0.432213296024665572E+00
    0.521787441037350800E-98    0.429432880588080309E+03    0.152127203941345224E+01    0.611912637948989868E+00    0.410454510533809662E+04   -0.441521209713240863E-03    0.505953907966613770E+00
    0.770631983636917047E-98    0.428652002760971698E+03    0.122404994964599600E+01    0.469077467918395996E+00    0.454624245214462280E+04   -0.545215828177447021E-03    0.340469896793365479E+00
    0.100179112730590246E-97    0.428126358462567168E+03    0.114106311798095694E+01    0.822412490844726562E+00    0.496915223443508148E+04   -0.527421523161417539E-03    0.238218188285827637E+00
    0.110924330647217259E-97    0.427921604796415124E+03    0.104097816944122323E+01    0.494733303785324097E+00    0.451614383661746979E+04   -0.175787944007967095E-03    0.169694006443023682E+00
    0.111993092481206531E-97    0.427901450369607289E+03    0.136664759454949047E+01    0.641580708876215655E+00    0.472527775288694829E+04    0.304733321945810246E-03    0.504983854616722683E+00
    0.163939168643073789E-97    0.427138357325129448E+03    0.131174886030726023E+01    0.671069431813039130E+00    0.497966064002953681E+04    0.995702828920106358E-04    0.549435080995039238E+00
    0.168915904513062510E-97    0.427077569665555188E+03    0.127687208152512577E+01    0.584239927806972426E+00    0.485669799485735894E+04    0.779990968598713027E-04    0.377816908661331052E+00
    0.201506448370011958E-97    0.426723752306921938E+03    0.128604810222124621E+01    0.543719086223489745E+00    0.440642515007296061E+04    0.601280334077531416E-03    0.431055581624910922E+00
    0.230209359904490914E-97    0.426456440199160511E+03    0.114515745639801025E+01    0.626279778778553009E+00    0.414128202545642853E+04    0.398778537518287553E-03    0.180266976356506348E+00
    0.297417880703579601E-97    0.425943165636076685E+03    0.130593613788768970E+01    0.690928612411905729E+00    0.459408648631418509E+04    0.132484946970310883E-03    0.639049398989301132E+00
    0.616404113610042029E-97    0.424484659830786597E+03    0.150879450103218815E+01    0.614526149858253934E+00    0.414004498092488484E+04   -0.215531065594939887E-03    0.502939201415068649E+00
    0.629107637358480619E-97    0.424442884089070617E+03    0.169621554658561280E+01    0.815813730812692040E+00    0.455003446494129457E+04    0.263584470108532806E-03    0.594438770522523807E+00
    0.115840280440767303E-96    0.423220917374722774E+03    0.105844106674194327E+01    0.890634179115295410E+00    0.453155829584598541E+04    0.156886022342259677E-03    0.242734193801879883E+00
    0.115829074355401513E-96    0.423220134296343701E+03    0.114884016513824472E+01    0.912178710103034973E+00    0.459697614955902100E+04    0.696998423301152699E-04    0.343247115612030029E+00
    0.134660701449012555E-96    0.422917872364573100E+03    0.129514823432124393E+01    0.931804412043649943E+00    0.470948774592286190E+04    0.229645901018122093E-03    0.685353180180837684E+00
    0.149399833921502483E-96    0.422709160064232606E+03    0.937506914138793945E+00    0.364504866302013397E+00    0.449397154158353806E+04   -0.121111928672703272E-03    0.838832259178161621E-01
    0.155604673794582200E-96    0.422626798526788946E+03    0.127563068405749491E+01    0.507431667251976748E+00    0.478200322033720113E+04   -0.144390031742970087E-03    0.388652960792837288E+00
    0.180119150262184286E-96    0.422333222105752327E+03    0.154417436385793483E+01    0.712571995330326780E+00    0.493374552905955443E+04    0.938582389349044494E-04    0.760892847417687701E+00
    0.216287492059307868E-96    0.421966265689917236E+03    0.119434301853179936E+01    0.883354254066944122E+00    0.410313517355918884E+04   -0.507094629370414759E-03    0.577607095241546631E+00
    0.222097143167544815E-96    0.421912276400361463E+03    0.140796458721160889E+01    0.564381353557109833E+00    0.450031802308559418E+04    0.138471137071402713E-03    0.434836268424987793E+00
    0.250305983564928425E-96    0.421672161366405533E+03    0.172533314228057866E+01    0.790017619729042053E+00    0.455842092418670654E+04    0.458943656921983404E-03    0.878425240516662598E-01
    0.310779882787275152E-96    0.421238383232951719E+03    0.901864708397740911E+00    0.370464850071227758E+00    0.416553969197751485E+04   -0.314226601058276145E-03    0.107035994221378758E+00
    0.321072392460322251E-96    0.421172243210081433E+03    0.104717151344531656E+01    0.784500350562315818E+00    0.417744517119057127E+04   -0.484736163956487102E-03    0.239015756139227403E+00
    0.484539043784274104E-96    0.420348203858735644E+03    0.100488808155059828E+01    0.984011806547641754E+00    0.458892999976873398E+04   -0.419351524964937830E-03    0.211909711360931396E+00
    0.652166131049231659E-96    0.419753024660470032E+03    0.100212355580859103E+01    0.597524160196763798E+00    0.425663152725149484E+04   -0.293052695057901289E-03    0.167041463158495024E+00
    0.815380133601882834E-96    0.419305337909160528E+03    0.111995055675506583E+01    0.583635382354259491E+00    0.396541345471143723E+04   -0.161633817264972496E-03    0.151783823966979980E-01
    0.932819559646110060E-96    0.419035246630611198E+03    0.942552667611601946E+00    0.964036652058305910E+00    0.488727701901209821E+04    0.149397065706899644E-03    0.634963569796116872E-01
