KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
70.11089308710906,-1.5893853088815542,-1.6303383893915755,71.54808320707792,64.20115806634615,1.6146644442136142,1.0077186265714446
