KNphi log10_mej_dyn log10_mej_wind inclination_EM luminosity_distance timeshift log10_kappa_r Ebv log_likelihood log_prior
32.72952318191528 -2.854658603668213 -1.082745224237442 1.3015965730510546 41.77398920059204 -1.4551836252212524 0.20358139276504517 0.0 -192.54785201871485 -10.527954759436383
43.366068718447025 -1.24704974847829 -1.0074790292786469 0.7145144729676738 44.455989483471285 -0.24947345356608497 1.2290238958586537 0.0 -192.0116917400065 -10.91401155348564
63.98455023765564 -1.3232665061950684 -0.7842049300670624 0.9062076558875467 42.80648589134216 -1.9418694972991943 0.38180774450302124 0.0 -191.623930752885 -10.73058458415153
34.8340038263067 -2.842971264097321 -1.2033226853146348 0.897552639850805 35.50596914039288 -1.6112960569091734 -0.5492201644138741 0.0 -190.75858281600426 -10.737426370920986
24.64645747312023 -1.077978895059768 -1.1896596045850232 0.9178893662462335 42.04592904802898 -1.221197603170379 1.8036703309584876 0.0 -189.9417954926635 -10.721541602606898
64.63861227035522 -1.9314202070236206 -1.26491579413414 0.3716024954567579 39.24034774303436 -1.2050292491912842 -0.4933840036392212 0.0 -189.479531046455 -11.504326383969593
42.77182149670236 -1.4723857395381224 -1.3666912550986474 0.360085092401267 43.971492412614694 -0.49413754342420235 1.7403252046879443 0.0 -189.463008996288 -11.534393514140042
60.511812438134115 -2.472666403988143 -1.0870269048202779 0.7472303351895747 38.082106236858316 -1.6124470814522704 1.7126638725018823 0.0 -189.42834475434708 -10.877510958306763
55.56852106157095 -2.021469016671068 -1.0418138688993737 1.1066156449277087 36.32392469151823 -1.2853279628173466 0.5060534124488503 0.0 -189.2820371544759 -10.603112707164293
44.59564030121942 -1.739352404967546 -1.3536625440827204 0.6947548228477594 38.04977683092259 -0.9800822686896906 1.0553375538433922 0.0 -189.09722337864042 -10.937253381443556
63.90501784881516 -1.5807270557320836 -1.125025039330702 0.7301936121844702 40.69407073245308 -0.7770929902097137 1.490952983731289 0.0 -189.03988340915112 -10.896218615118197
40.17014854566649 -2.1516916648767435 -0.8463178198891397 1.2060408944411514 37.966953286368565 -1.3280291048431239 0.20270277850430163 0.0 -189.03104860621178 -10.559327139948474
38.428435453475515 -2.4765660287444855 -1.1785901860394876 0.6125653955564628 37.11577559155454 -0.7610775442013016 1.1841606313357387 0.0 -189.00715729658233 -11.044714597865598
22.443812400652696 -1.0594175263594976 -0.6912252838679205 0.7133321418801086 44.10583082630405 -0.8013385175936745 1.9166296544726142 0.0 -188.82635297480846 -10.915376243527366
56.50850504981796 -2.7070691190984144 -1.216027000358843 0.5878219304647078 37.77103416245944 -0.7697127982508334 0.1941474007104047 0.0 -188.75856831417303 -11.080872778287436
27.16095112876293 -1.9298609177918162 -1.1465840052976963 0.8689685958775637 40.44754880021776 -0.685928387474463 1.8436014255245898 0.0 -188.66467752275693 -10.760902309750001
52.18665544520795 -1.1637920310478655 -1.0118681658089177 1.5521116231739474 41.99021244131141 -0.43947758735736864 0.3499234497578305 0.0 -188.6326673116635 -10.491448786670851
30.119879896561727 -1.2774065729585447 -0.6668831504167487 0.455158761091563 39.70504715519447 -1.8605542612165342 0.23047966266313913 0.0 -188.46484113846475 -11.313153088402398
32.43491824070871 -2.5929129915112954 -1.1251382743977116 0.7169974509317543 36.95802304613037 -1.021969162578555 0.458291817017074 0.0 -188.44727105145773 -10.911156196766395
63.49557503316088 -1.6431995682468545 -0.7917087477781326 1.2570731340679335 39.68372924416382 -1.758372937109302 0.7763232152286506 0.0 -188.37669414329903 -10.541314423880308
61.36414625444725 -1.824204254766934 -0.7534107899227211 1.0244085109797694 42.46444538726718 -0.7241864812065619 1.094194963324381 0.0 -188.3155927196825 -10.64862183690298
23.646048307732308 -1.6159916760741369 -1.0141062803749548 0.5881455393516714 37.82432273636462 -1.69620192437362 -0.9789525894522417 0.0 -188.19357575657656 -11.080387345097966
54.57529091488359 -2.2927182820607617 -0.8840656298945064 1.05218911699507 40.67067774621704 -1.5491350321501207 1.958914838391134 0.0 -188.1451869369717 -10.632249950517298
22.912600652200986 -1.2252677871576554 -1.2438457818643291 1.0235136913900753 36.59944975784683 -0.6553969159435074 -0.9411249419905285 0.0 -188.1153412178278 -10.649166566632474
49.4961464966844 -1.7596571990794967 -1.2312055351775169 0.8426296252986718 43.15281271437213 -0.4589984975910191 1.4598371869896365 0.0 -188.06287752656382 -10.783773580417826
51.37622721199411 -2.407371208704557 -1.0930793058371413 0.8684761475364725 39.540679090103964 -0.5298583768960943 -0.5092226840325006 0.0 -188.03443394250215 -10.761318842225712
16.159781476614068 -1.9011969448458208 -1.2660094566421316 0.842480801500747 40.89862440293461 -0.831687433028883 -0.10432377767507806 0.0 -187.94604906728574 -10.783906294778966
70.32877634039012 -1.5934921060621559 -0.9085622089076573 1.1400955883324837 39.01684111922668 -0.8396160475663259 1.5533993058069062 0.0 -187.94339716898216 -10.587043752690477
35.6278601839163 -2.256448006311963 -0.8563523990243422 0.7751805718798505 43.98972711723669 -1.2813610623505878 1.2073652390186744 0.0 -187.9172252773541 -10.848170516892182
40.17972086621859 -2.0807190196906538 -0.9429889799841642 1.1401878488416874 43.831361368995246 -0.3579722653787909 -0.86097593399123 0.0 -187.91043804197844 -10.587001366961864
24.967781399103423 -2.696310801867547 -1.097022195573813 1.1505136894501928 40.781512573589715 -1.4813832730135876 0.4105556674381281 0.0 -187.89827092562 -10.582322471103087
26.74115069731331 -1.2597346683377801 -1.0571634788279942 0.7314990034590294 40.94787132274736 -0.7447137513448976 1.206300570385015 0.0 -187.89667707156624 -10.894762424363286
29.877273786055667 -1.5238919074124868 -0.8273373578674099 0.8156326780065101 38.305602682809045 -1.854440530636597 0.38387640466897555 0.0 -187.89303697888465 -10.80850953431488
22.80542552235779 -2.8598381143575793 -0.9939300489673215 0.4091744796869399 36.514198096093025 -1.879276509810224 -0.750358741986061 0.0 -187.87573476797778 -11.41294919242248
71.16920177194788 -1.1230779440812568 -1.0538464540244221 1.1886976582162814 36.34573367265697 -0.7017398040073648 -0.7092726267078685 0.0 -187.84201683226024 -10.56612260773663
33.77133839876794 -2.607680057005546 -0.9321354016342669 1.4246055181439043 36.389712515893436 -1.8172989507329014 1.4522438445032435 0.0 -187.82229771546625 -10.501998374697134
63.44163300715295 -1.9629932914463573 -0.6105481591157345 1.3121862349719695 43.389146378933916 -1.4750496357557936 0.5338800879030683 0.0 -187.7897540121943 -10.525093328109012
30.208388841680907 -2.424104009651499 -0.9941595623659065 0.9750120186926511 42.760353335206915 -0.8761535296402172 1.0766240749219627 0.0 -187.78280141487582 -10.680368296942444
73.9833649261841 -1.7080078098675848 -0.7276379923523661 0.4832087166566722 37.89852012150215 -1.947128219812306 0.17383446764782362 0.0 -187.75505004131105 -11.257803368571139
19.085278980272598 -1.8748256166677528 -1.1144594570850506 1.3991955233250986 38.42723846773418 -0.9398575047811752 -0.05619282394692027 0.0 -187.75253490322908 -10.506070467531517
40.02144455909729 -2.4372347593307495 -1.2512709498405457 0.33334786991540866 37.17735409736633 -1.6973066329956055 0.49249178171157837 0.0 -187.75088541488904 -11.608432118167606
39.12811874072695 -1.5419336336912475 -1.212210420610432 0.8838061303231858 44.9529377004056 -0.5270013085300631 1.0125158137028634 0.0 -187.74351520979357 -10.7485455908911
27.129126129604565 -2.227813641880635 -1.1254172243161045 1.3724285673488679 37.71575288402575 -0.5688966115381855 1.867707128833433 0.0 -187.7274526228361 -10.511079505487382
22.02403988895822 -2.3299390817457035 -1.2163508657755668 0.6177544359082912 43.790196195871445 -0.5835721185453615 -0.7627967486493687 0.0 -187.7232610933366 -11.037371156638752
39.3594096868223 -2.016910996277358 -1.3583583866389055 0.8186571801352317 35.727927046403934 -0.6300090922112043 -0.1372260950177231 0.0 -187.61129896188143 -10.805671216125198
62.76986299996651 -1.6221919097377995 -1.193555936652348 0.6382998088097975 42.228098125760425 -0.4281291147808217 0.696936824484359 0.0 -187.56376365848988 -11.009072656984607
53.200557231903076 -2.3099220991134644 -0.7449372410774231 1.0378638916322753 43.35238814353943 -1.915793776512146 1.1978519558906555 0.0 -187.5516653436207 -10.640562333004837
41.60448548908775 -2.860538680927455 -1.1171108263537508 0.6411255562963142 37.06016593932772 -1.5971714062760234 -0.9359902748605395 0.0 -187.53921397413046 -11.00527509897753
57.4536246625357 -1.8803740506993856 -1.1369650141926364 0.44609469744024166 43.84785028555518 -0.34039372116334565 -0.8399776576636687 0.0 -187.53912672384067 -11.331887815907617
64.04125738604107 -1.5596002745070858 -1.1705308198233741 0.6949699163357561 39.35304466413046 -0.4837357318714406 0.6318881132150969 0.0 -187.5166073298048 -10.936995334373538
18.418335914611816 -2.9691375494003296 -1.0154700577259064 1.1140408755155131 36.75986707210541 -1.967012882232666 1.7842570543289185 0.0 -187.45078076667218 -10.5994295350867
23.463460206985474 -2.4969143867492676 -0.8811600804328918 1.5479314233128292 40.12482225894928 -1.3885056972503662 0.4307757616043091 0.0 -187.43276028537562 -10.491535642124031
48.57579828389319 -1.281126255491845 -0.8014557121869741 0.8924588766247512 36.52000070286042 -1.1647405699808833 1.6170660201648634 0.0 -187.42907627547547 -10.741510171718371
56.38102399960226 -2.1721886128650807 -1.1504732283106835 0.8312107600843963 44.29479295713549 -0.6502366945174998 -0.15817377962716817 0.0 -187.41273031326145 -10.79407271259592
