Nested Sampling Global Log-Evidence           :   -0.304125449329296032E+03  +/-    0.334977520330321743E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.304125449329296032E+03 +/-    0.334977520330321743E+00
Local Log-Evidence   -0.304125449329296032E+03 +/-    0.334977520330321743E+00

Dim No.       Mean        Sigma
   1    0.257605786715344436E+03    0.741552357808912799E+01
   2    0.515596718293905525E+02    0.285435629205287711E+01
   3    0.184326740354609910E+02    0.609573242570787155E+01
   4    0.976330983639618566E+00    0.370718714713172526E+00
   5   -0.185217945680386520E+01    0.362806787276381756E-01
   6   -0.154937509803934192E+01    0.405370753819244978E-01
   7   -0.149663858090138979E+01    0.208937097577850985E-01

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.260211690356912243E+03
   2    0.523466158372309351E+02
   3    0.161137389323011710E+02
   4    0.103927034321100331E+01
   5   -0.185419408081257853E+01
   6   -0.154179311081784953E+01
   7   -0.149914415098256049E+01

MAP Parameters
Dim No.        Parameter
   1    0.260211690356912243E+03
   2    0.523466158372309351E+02
   3    0.161137389323011710E+02
   4    0.103927034321100331E+01
   5   -0.185419408081257853E+01
   6   -0.154179311081784953E+01
   7   -0.149914415098256049E+01
