Nested Sampling Global Log-Evidence           :   -0.131390064931062156E+02  +/-    0.129222753500560505E+00

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.131390064931062156E+02 +/-    0.129222753500560533E+00
Local Log-Evidence   -0.131390064931062156E+02 +/-    0.129222753500560505E+00

Dim No.       Mean        Sigma
   1   -0.348520346883290877E+01    0.763487100554805509E+00
   2    0.580074832656563788E+00    0.319704442109967846E+00
   3   -0.246502461344706791E+01    0.725456853752494912E+00
   4   -0.797313619141311047E+00    0.164566265685053004E+00
   5    0.202126991540702766E+00    0.613262492083220673E-01
   6    0.760559549710854155E-01    0.222300043958800209E-01
   7    0.290273742808077662E+00    0.394766874788359395E-01
   8    0.306212426770726964E+00    0.324125781531928447E-01
   9    0.423295017625609726E+00    0.137473798102361683E+00
  10    0.948244728051366081E+02    0.210189498125297760E+02

Maximum Likelihood Parameters
Dim No.        Parameter
   1   -0.480719537851452294E+01
   2    0.843829186647648166E+00
   3   -0.170135583734779994E+01
   4   -0.753148205114663405E+00
   5    0.146770061356078452E+00
   6    0.866272385151853064E-01
   7    0.349577821729613991E+00
   8    0.329904673146576677E+00
   9    0.306440312463921338E+00
  10    0.899473437546332093E+02

MAP Parameters
Dim No.        Parameter
   1   -0.480719537851452294E+01
   2    0.843829186647648166E+00
   3   -0.170135583734779994E+01
   4   -0.753148205114663405E+00
   5    0.146770061356078452E+00
   6    0.866272385151853064E-01
   7    0.349577821729613991E+00
   8    0.329904673146576677E+00
   9    0.306440312463921338E+00
  10    0.899473437546332093E+02
