KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
65.42339308710906,-2.1730490700210647,-0.8349185784104683,10.935838309118745,26.515207653123035,1.3986150614975648,1.2177186265714446
