KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
46.67339308710906,-1.4653499401803463,-1.0493253843284056,18.282777084628947,57.920166330808975,1.985034814583985,1.1077186265714447
