KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
41.98589308710906,-2.8404644111130013,-2.5638237240126993,27.991231895124564,172.54826550436275,1.660960740509911,1.4577186265714448
