    0.169614221962719768E+03    0.631771246469344163E+02    0.352440163783231100E+02    0.125525585426498720E+01   -0.356451096326276140E+00   -0.159775432538835682E+01   -0.693989395054634084E+00   -0.746824417207003108E+02
    0.106590504411043611E+03    0.687957405005879679E+02    0.415687130624932308E+02    0.293319972783852634E+00   -0.844493944169425914E+00   -0.191733398140071687E+01   -0.965447483604415790E+00   -0.715131943941145352E+02
    0.132483638516250409E+03    0.621005439513542186E+02    0.443472933384327348E+02    0.589086628290212411E+00   -0.665571381785677652E+00   -0.212775063579527224E+01   -0.903831881228315481E+00   -0.712146081426853215E+02
    0.108456609603118011E+03    0.575272305641323882E+02    0.865173841354844910E+02    0.722109215144206895E+00   -0.779694675458786790E+00   -0.194680976317327681E+01   -0.898709432400631947E+00   -0.711027885601013594E+02
    0.134183259997883511E+03    0.533223519539734525E+02    0.846184633225975347E+02    0.869469562547930397E+00   -0.364741164859429867E+00   -0.184228125940550491E+01   -0.727236433441531549E+00   -0.708501519738607755E+02
    0.149144213733018262E+03    0.721920364797618106E+02    0.319080404636674437E+02    0.107701252784036416E+01   -0.814515959918997057E+00   -0.189788607238598539E+01   -0.707564430990383908E+00   -0.708043738991129317E+02
    0.114370021729920992E+03    0.582452921146545961E+02    0.748009380264845731E+02    0.849068748197518874E+00   -0.384590956160943076E+00   -0.203894071501697294E+01   -0.967532654445364404E+00   -0.707333782552735499E+02
    0.103068037126624361E+03    0.519932258768058588E+02    0.711421052081866634E+02    0.558000640609139453E+00   -0.896376447186685965E+00   -0.202684493912548591E+01   -0.967177748251561997E+00   -0.705531798190104240E+02
    0.111408627658687351E+03    0.604414960001881383E+02    0.894875657911003657E+02    0.133389289109306830E+01   -0.106914083876381061E+01   -0.184091436029536570E+01   -0.739536447695825494E+00   -0.705477994913953665E+02
    0.114958321053804099E+03    0.669861424356494695E+02    0.513374324289018844E+02    0.146535655346031435E+01   -0.103650629040069608E+01   -0.188240879527564009E+01   -0.822574683915840765E+00   -0.705002439370281451E+02
