KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
28.531984411267544,-3.054599183591225,-2.345791846704336,89.04890608179042,161.05593149012427,1.7545879541434934,1.4613374303874762
