mass_1,mass_2,KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,timeshift
1.1715480141397105,1.0222660483708876,,,,,,
,,37.33437590083477,-2.498953361281262,-1.2635459826205235,19.59348528501789,78.33970625796788,-0.9314869743973602
