mass_1,mass_2,chirp_mass,mass_ratio
1.38427,1.02704,1.0357007475714861,0.7419361829700853
1.41729,1.02704,1.0476004616213592,0.7246505655158789
1.41729,1.05833,1.063925214151026,0.7467279103076999
1.45022,1.02704,1.059298679931635,0.7081959978486022
1.45022,1.05833,1.0758418791533024,0.7297720345878556
1.45022,1.08997,1.0922846249468678,0.7515894140199418
1.48301,1.02704,1.0707852697104774,0.6925374744607251
1.48301,1.05833,1.0875433007579636,0.7136364555869482
1.48301,1.08997,1.104200380477103,0.7349714432134646
1.48301,1.12193,1.1207438371861804,0.7565222082116777
1.51564,1.02704,1.0820609111155803,0.6776279327544799
1.51564,1.05833,1.0990301409278977,0.698272676888971
1.51564,1.08997,1.1158979491735581,0.7191483465730648
1.51564,1.12193,1.1326514695649068,0.7402351481882241
1.54804,1.05833,1.1102857287431653,0.6836580450117568
1.54804,1.08997,1.1273603239510617,0.7040967933645126
1.54804,1.12193,1.1443199969240219,0.7247422547221002
1.58018,1.05833,1.1213078221456028,0.6697528129706742
1.58018,1.08997,1.1385851924433965,0.6897758483210774
1.58018,1.12193,1.1557470354505561,0.710001392246453
1.61203,1.08997,1.1495702862882555,0.6761474662382214
1.61203,1.12193,1.1669302478216896,0.6959733999987594
1.64353,1.12193,1.17785698538607,0.6826343297658091
1.67465,1.12193,1.1885253232104211,0.6699489445555789
