mass_1,mass_2,inclination_EM,luminosity_distance,log10_mej_dyn,log10_mej_wind,vej_dyn,vej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej,zeta,v_ej_dyn,v_ej_wind,redshift,timeshift,t0
2.050657804418969,1.089430136268497,1.1108662088585528,162.8207084157615,-1.4059986937381024,-0.9846607343518091,0.2724639592964011,0.11290765821129975,0.31642137031473627,0.3222665280834229,54.2642961502161,-2.915297148603358,-0.5993540005928661,0.5568803989427262,0.2724639592964011,0.11290765821129975,0.035778380829677214,0.0,63191.46761359927
