luminosity_distance beta log10_kappa_r timeshift log10_vej log10_mej Ebv log_likelihood log_prior
61.248794404265674 4.5791801355890165 0.13115663632801033 -0.043255518997347586 -1.0252152196162534 -0.514633117948871 0.0 -195.23152338429978 -10.203592144986466
48.399996578856396 4.481980627918288 -0.30897413486182423 -1.4178864956677315 -1.2286732808038288 -0.7212834309930649 0.0 -192.45674346990322 -10.203592144986466
46.0589584854024 3.48431716570271 -0.6851852786938074 -0.9638533064981969 -1.2063971145889254 -0.5880731834642514 0.0 -192.43471799702021 -10.203592144986466
25.92107901240894 2.553405407823303 0.46827437073673805 -0.07273650680842048 -1.3434809332903177 -0.7937332646246475 0.0 -192.3417001835937 -10.203592144986466
54.530342202081215 1.5394855678070083 -0.32896203443282834 -1.5440176609820968 -1.180615880328035 -0.5443182039893086 0.0 -192.05188286304124 -10.203592144986466
19.218863155136212 2.436555769943426 0.4695651330910826 -0.3693742800578219 -1.7812690770701902 -1.2843254188787703 0.0 -191.84688098455615 -10.203592144986466
22.30709210236121 2.076039215294945 0.0016916796278727553 -0.9432750122410121 -1.8131706196035706 -1.169613164312678 0.0 -191.84407120904467 -10.203592144986466
36.676944922124946 1.3921379221790215 0.05999260770611903 0.2309946840702528 -1.6429727564490992 -0.8268323300426088 0.0 -191.63560396912033 -10.203592144986466
26.332932574602385 1.3042812596813431 0.07414877545983511 0.3948990243299271 -1.8566970654422346 -1.2880915963184538 0.0 -191.46589346266137 -10.203592144986466
31.84393812188141 2.0043573168094007 -0.06600319771701746 -1.8450340042278552 -1.549759852908109 -0.7903361189804987 0.0 -191.33943984287194 -10.203592144986466
29.530558807117053 1.6918976740534335 -0.2081130391114394 -0.16269533774122769 -1.5831628697841742 -0.9748614963546975 0.0 -191.2965288813436 -10.203592144986466
35.16241865613416 2.2029109856646905 -0.3150029618045611 -1.660678776775372 -1.3100929220764204 -0.6085637164663482 0.0 -191.2404018988721 -10.203592144986466
44.13779362294116 2.373368455902668 -0.574297328005773 -0.8217418829094745 -1.3602383804158449 -0.8006418104402186 0.0 -191.21935339445122 -10.203592144986466
44.543825955267636 2.721705080662148 -0.7329906373780348 -0.9680951502718667 -1.2214151711793428 -0.7671136054784014 0.0 -191.13543801556153 -10.203592144986466
31.15400974721177 3.648477990695605 -0.7044671478152029 -1.8604944023827812 -1.1101725177483162 -0.6981996261555263 0.0 -191.05855300480883 -10.203592144986466
23.62775217300982 1.2593105731691787 -0.022114090354811045 -0.49295279291251903 -1.3840931261456506 -0.9375896166009685 0.0 -191.00105455654852 -10.203592144986466
43.030488564802724 3.342101375950056 -0.04287473071524461 -0.2903832701918607 -1.0689917751418672 -0.5683873647072182 0.0 -190.89391819398304 -10.203592144986466
47.345499183439664 4.446521871623193 0.36271179553364696 -0.34658030839827303 -1.0301411333798787 -0.7083987416579083 0.0 -190.88988336482964 -10.203592144986466
58.8255803824965 1.2418088042327358 -0.9795884290827268 -1.3738340258458843 -1.2439525310669342 -0.550524963953475 0.0 -190.85330332976682 -10.203592144986466
37.44758065573064 2.7130321035742813 -0.7342105234338898 -1.5644711398005984 -1.297685821054928 -0.8671706063940379 0.0 -190.8110464589079 -10.203592144986466
27.78209051471288 1.6140520839615347 -0.14122916307138178 -1.5724592750201243 -1.166296439595643 -0.9277660468778528 0.0 -190.67998461490657 -10.203592144986466
44.033805177347446 1.4466016587787163 -0.1547891641606436 -0.18490077667819316 -1.3772287065030908 -0.7650468341764962 0.0 -190.67796916719647 -10.203592144986466
16.92893608938981 1.2042886065927099 0.21639716156029198 0.08370461456911205 -1.4910808485536338 -1.368353536960331 0.0 -190.66931509337036 -10.203592144986466
45.89569876063574 3.643335490692139 0.12214136627136218 -0.7110125542982559 -0.8977611017778451 -0.5481473176313161 0.0 -190.66924654912233 -10.203592144986466
53.11497723371809 2.8535335319056783 -0.5546819597319115 -0.5121666844156847 -1.1076949616063971 -0.638183819389635 0.0 -190.63773156000985 -10.203592144986466
54.33395439772632 4.164357475483085 -0.3471128060918851 -1.2573361866964294 -1.05800481407453 -0.5247558627059044 0.0 -190.61831505285633 -10.203592144986466
29.41216036854297 2.7255249141967575 -0.2985197973845698 -1.6264033371943332 -1.432566553772408 -1.115815722905582 0.0 -190.5661713120043 -10.203592144986466
42.74143170756178 2.066122084114025 -0.6739783792481262 -1.9948523177357937 -1.439186546898584 -0.632337330412394 0.0 -190.5184771415357 -10.203592144986466
45.9441147169837 1.315994236066449 -0.48051673747313917 -0.7417549057570034 -1.4974070124837295 -0.6557584320889918 0.0 -190.49899397383408 -10.203592144986466
51.86966126620254 2.23345304309493 -0.83517503818565 -1.618821315180288 -1.2639130590400356 -0.5741611542035878 0.0 -190.41762575647095 -10.203592144986466
50.62066860395503 4.821571463680112 -0.09805771289403808 -1.4293500752069561 -1.2535853100106207 -0.5259052064092629 0.0 -190.40525729425278 -10.203592144986466
36.68692389415503 2.5633406203473172 -0.12293307989468905 -1.1009056214438684 -0.9525091247405721 -0.6495856955579367 0.0 -190.37660724764405 -10.203592144986466
18.952437471212424 1.3514973777726067 0.21874427952642694 0.4837553757899302 -1.668793995659199 -1.379365298685767 0.0 -190.36791574602967 -10.203592144986466
22.421750478453028 1.468653648220754 -0.9282995393117841 -1.7110683505106503 -1.3461282918676867 -1.068698814128623 0.0 -190.34549904144708 -10.203592144986466
31.336458710783475 4.165812558475652 0.14553030484476048 -1.4269694529197934 -1.101698534069509 -0.8332655484417395 0.0 -190.33424937634643 -10.203592144986466
25.496677799810087 1.8531888291640857 -0.2771316353589206 -0.5939225491574871 -1.2618429375995044 -1.0104762836048455 0.0 -190.30002550637462 -10.203592144986466
33.02259074322436 2.1984684727309776 -0.19422776230736027 -0.18237814375417782 -1.096909389869014 -0.8446266576737007 0.0 -190.2917756179363 -10.203592144986466
28.534966853953385 1.2541498847165014 -0.40413737608080047 -1.5499228970264696 -1.1349802669560347 -0.6951534600313249 0.0 -190.24980346903635 -10.203592144986466
34.46110746192655 2.229489476461818 -0.5124412942572966 -1.2500254799164343 -1.0551894511755806 -0.6566840959288367 0.0 -190.239251482773 -10.203592144986466
40.26825641654737 1.9809574114639477 -0.2975257313559244 -1.5063534789251327 -1.4027512248979823 -0.5913954735530438 0.0 -190.2255139691849 -10.203592144986466
37.55459168450419 1.4677156148471386 -0.1396452366559009 -1.5577286527648935 -1.344337128428235 -0.7193059280999679 0.0 -190.20468890486148 -10.203592144986466
33.87794750252483 1.0642223875819614 -0.6002940051852479 -0.0915443046711304 -1.2981862677893696 -1.140593784590998 0.0 -190.1892684326961 -10.203592144986466
26.39864030032776 1.1106849906192942 -0.19320935571071596 -1.9095786767271326 -1.3802589883272742 -0.8545320925375632 0.0 -190.1753382593669 -10.203592144986466
44.200249174517865 2.4135181894673665 -0.9143633049313318 -0.998247775898119 -1.2323563812238523 -0.7300698415075715 0.0 -190.16516962143038 -10.203592144986466
30.679004339264203 1.0273423737203762 -0.26451341297338216 0.05783133255307327 -1.921801454000798 -1.220517227837492 0.0 -190.1222201609328 -10.203592144986466
26.103155579117843 1.7658796290017837 -0.08534519903639981 -1.7801484618337433 -1.5980920881857559 -0.8924054319269303 0.0 -190.06411200451433 -10.203592144986466
15.198034991602006 1.8569629258995035 0.3419483014390816 -0.14830437637135852 -1.5838080976091122 -1.5325911889870232 0.0 -190.01597904173406 -10.203592144986466
36.154582696476886 3.2957303472881727 0.039247667525898144 -1.4401282276322442 -1.2454740240968105 -0.6159348708656287 0.0 -190.005656287042 -10.203592144986466
30.167456379725287 1.309303279397106 -0.9531849530439204 -1.464153423904461 -1.551339811902599 -0.8893832873044198 0.0 -189.99677204998198 -10.203592144986466
49.82798638281524 4.560394670090934 0.09269448830981974 -1.0045395300829028 -1.000859970991462 -0.6240208138840884 0.0 -189.98583536483483 -10.203592144986466
50.49658402463862 4.471541247513361 -0.16125326305606058 -1.6356848712124004 -1.0693794532784298 -0.5503426821692323 0.0 -189.97928318291068 -10.203592144986466
35.042839630856484 4.180060680757114 0.29113359901102553 -1.813046442497671 -1.544508254964849 -0.902584160322216 0.0 -189.93885531307689 -10.203592144986466
30.179116785465375 1.2788645866137371 -0.12559443590211483 0.3099613566995174 -1.788203887360345 -1.170040976719378 0.0 -189.9170711762348 -10.203592144986466
46.57404963866581 1.077418417691555 -0.6766724605199518 -1.1817343252475012 -1.3828695754851967 -0.7850902130041542 0.0 -189.91181290496584 -10.203592144986466
45.287830107004744 3.4056878339648295 0.08118409952012473 -0.5109290099393164 -0.9522432823948153 -0.6631269493438716 0.0 -189.8546947716097 -10.203592144986466
50.52502288525782 2.309162569026639 -0.9509231558133089 -1.7140198130017557 -1.1557557378827048 -0.5618414154678146 0.0 -189.8003006924489 -10.203592144986466
45.02136359916046 1.3751039651683903 -0.5913572569940905 -1.688508076647334 -0.9254868963170761 -0.5319950445522461 0.0 -189.79020251441855 -10.203592144986466
36.113284668269905 2.129125617618021 -0.8357634075216294 -1.503596634750151 -1.403416862930995 -0.9203300972973136 0.0 -189.77353179778703 -10.203592144986466
27.08914525524494 2.959751095079159 0.18099166667753286 -0.2703921594922416 -1.1815703563640196 -0.9542965542682502 0.0 -189.7717950615614 -10.203592144986466
34.130791259292224 1.2378356425333017 -0.3271679201618597 -0.8496825084313491 -1.035505706113132 -0.7936998210069532 0.0 -189.74711060079696 -10.203592144986466
24.75940993326008 1.6920306957292237 -0.19191318834983628 -1.787047966283446 -1.2450439715791535 -1.0248675280458115 0.0 -189.7282812777393 -10.203592144986466
46.58352282440555 2.9253141287101263 -0.16214646099779828 -1.142903280104647 -0.9434524325746063 -0.5885794716250499 0.0 -189.69661838216888 -10.203592144986466
32.970069309063504 3.7352267445404594 0.5273269028837215 -0.3455879400834698 -1.0632650460640845 -0.757883591878993 0.0 -189.68772343692984 -10.203592144986466
31.64961332056167 4.240328983930297 0.5410230600828023 -0.30119734283463684 -1.3021035558974603 -1.0621328192192383 0.0 -189.67629929727053 -10.203592144986466
31.124347342827964 3.048074670473144 -0.04682815670133711 -1.9426660710935861 -1.4283623007548623 -0.7761223244582496 0.0 -189.67394956075702 -10.203592144986466
50.37470990465527 3.1728750894867677 -0.28295408046501547 -1.259142321241897 -1.2300850329066693 -0.5859457423815075 0.0 -189.66940773525226 -10.203592144986466
40.598914344280644 3.6340309158595026 0.05164980640460315 -1.5729561915436965 -1.330959345439716 -0.7689696175431604 0.0 -189.66891925620766 -10.203592144986466
33.93795383029815 3.280125091006368 0.132049746557255 -0.5830771776835315 -1.0657390125186743 -0.8749024935573511 0.0 -189.66667599275766 -10.203592144986466
41.92546489009794 3.476404001461367 -0.5071403237318134 -1.9941884213539731 -1.4599984964376553 -0.7152729903080735 0.0 -189.66608994888952 -10.203592144986466
25.081244036963568 1.2402805754132007 -0.5162046540308276 -1.7821867127938562 -1.8189941101972458 -1.0955869504000715 0.0 -189.66333779098287 -10.203592144986466
30.198166781192292 2.928855046196198 -0.06055992855292125 -1.8741496915014748 -1.387332540400047 -1.0627383033635247 0.0 -189.66324809209584 -10.203592144986466
37.264147938893146 2.0686727439031776 -0.18098114063648096 -0.6669005610823913 -1.4172432329255087 -1.0507971940036684 0.0 -189.6521212018087 -10.203592144986466
