mass_1,mass_2,KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,timeshift
1.1795932130939586,1.1022973988261513,,,,,,
,,52.83926812473689,-2.4841396505345315,-1.2944599713118154,13.68355826424781,190.9195807309069,-1.9106415588995647
