KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,mass_1,mass_2
18.079643087109066,-2.2836122622990365,-1.8875167453992676,16.970823731859266,139.5730588927925,1.5529360491518858,1.3477186265714447
