,jd,mag,mag_unc,filter,limmag,programid
0,44242.283857060625,18.385592857573773,0.1,ps1__g,inf,0.0
1,44242.283857060625,18.241072794956892,0.1,ps1__r,inf,0.0
2,44242.283857060625,14.186033651746442,0.1,ps1__i,inf,0.0
3,44242.283857060625,20.793093348482454,0.1,2massh,inf,0.0
4,44242.283857060625,18.538120932530664,0.1,sdssu,inf,0.0
5,44242.283857060625,18.210719201849003,0.1,ps1__z,inf,0.0
6,44242.383857060624,16.80871387072856,0.1,ps1__r,inf,0.0
7,44242.383857060624,16.875425246922507,0.1,ps1__z,inf,0.0
8,44242.383857060624,17.13956471334028,0.1,ps1__g,inf,0.0
9,44242.383857060624,17.255767390415194,0.1,sdssu,inf,0.0
10,44242.383857060624,14.558850541176975,0.1,ps1__i,inf,0.0
11,44242.383857060624,19.453405101564265,0.1,2massh,inf,0.0
12,44242.48385706063,18.07473389899341,0.1,2massh,inf,0.0
13,44242.48385706063,15.601322586775595,0.1,ps1__r,inf,0.0
14,44242.48385706063,15.88716999158504,0.1,ps1__z,inf,0.0
15,44242.48385706063,16.206743356686996,0.1,ps1__g,inf,0.0
16,44242.48385706063,16.235036448533553,0.1,sdssu,inf,0.0
17,44242.48385706063,14.516401673268597,0.1,ps1__i,inf,0.0
18,44242.58385706063,17.496004253384605,0.1,2massh,inf,0.0
19,44242.58385706063,14.436192177274586,0.1,ps1__i,inf,0.0
20,44242.58385706063,15.597612357160548,0.1,ps1__z,inf,0.0
21,44242.58385706063,15.408498778695192,0.1,ps1__r,inf,0.0
22,44242.58385706063,16.011426445256113,0.1,ps1__g,inf,0.0
23,44242.58385706063,16.03630100105223,0.1,sdssu,inf,0.0
24,44242.68385706063,15.01601600382106,0.1,ps1__r,inf,0.0
25,44242.68385706063,13.992273327359204,0.1,ps1__i,inf,0.0
26,44242.68385706063,15.680874604747892,0.1,ps1__g,inf,0.0
27,44242.68385706063,15.916991273856826,0.1,sdssu,inf,0.0
28,44242.68385706063,17.181108466380486,0.1,2massh,inf,0.0
29,44242.68385706063,15.170341800410856,0.1,ps1__z,inf,0.0
30,44242.783857060625,16.685014285825016,0.1,2massh,inf,0.0
31,44242.783857060625,15.178472249179885,0.1,ps1__z,inf,0.0
32,44242.783857060625,14.10898775143281,0.1,ps1__i,inf,0.0
33,44242.783857060625,16.022349871083982,0.1,sdssu,inf,0.0
34,44242.783857060625,15.108431879263819,0.1,ps1__r,inf,0.0
35,44242.783857060625,15.768975740651197,0.1,ps1__g,inf,0.0
36,44242.883857060624,16.27064106963484,0.1,2massh,inf,0.0
37,44242.883857060624,15.304197580377288,0.1,ps1__r,inf,0.0
38,44242.883857060624,16.07569007097792,0.1,ps1__g,inf,0.0
39,44242.883857060624,14.777203954472961,0.1,ps1__z,inf,0.0
40,44242.883857060624,13.776752312830912,0.1,ps1__i,inf,0.0
41,44242.883857060624,16.176761019930645,0.1,sdssu,inf,0.0
42,44242.98385706063,14.657785219104152,0.1,ps1__z,inf,0.0
43,44242.98385706063,15.871983447944885,0.1,2massh,inf,0.0
44,44242.98385706063,15.37366434632644,0.1,ps1__r,inf,0.0
45,44242.98385706063,13.808281805787548,0.1,ps1__i,inf,0.0
46,44242.98385706063,16.358353067266126,0.1,sdssu,inf,0.0
47,44242.98385706063,16.144805035600747,0.1,ps1__g,inf,0.0
48,44243.08385706063,14.532968930035965,0.1,ps1__z,inf,0.0
49,44243.08385706063,15.542667660085067,0.1,2massh,inf,0.0
50,44243.08385706063,15.459315726614225,0.1,ps1__r,inf,0.0
51,44243.08385706063,13.757897489739847,0.1,ps1__i,inf,0.0
52,44243.08385706063,16.220344056497193,0.1,ps1__g,inf,0.0
53,44243.08385706063,16.793625350331713,0.1,sdssu,inf,0.0
54,44243.18385706063,14.981428573237348,0.1,2massh,inf,0.0
55,44243.18385706063,16.943840960350148,0.1,sdssu,inf,0.0
56,44243.18385706063,14.89496088424441,0.1,ps1__z,inf,0.0
57,44243.18385706063,15.861078033890525,0.1,ps1__r,inf,0.0
58,44243.18385706063,16.573035962267017,0.1,ps1__g,inf,0.0
