timeshift KNphi inclination_EM log10_mej_dyn log10_mej_wind em_syserr luminosity_distance Ebv log_likelihood log_prior
-1.139333724975586 64.9345350265503 0.4362812135951665 -2.304242869615555 -1.9546688902378082 1.15462646484375 101.38566374778748 0.0 -13.86039360216472 -13.240031806899463
-3.5232782631329345 34.034321552779005 0.9702123820402851 -2.564605042282029 -1.1145978552030293 1.3083631282151587 155.0407259164495 0.0 -13.559485743447441 -13.240031806899463
-2.2732975406655997 48.732266840362996 0.9110998491646728 -1.7494531444085792 -1.022643682773222 1.0647201837660416 128.9373433408664 0.0 -13.17012877638972 -13.240031806899463
-4.758576080374073 27.179226772662346 0.741259259359842 -2.7944753733294205 -1.5018354302475068 1.3823698344751163 54.36152288436708 0.0 -12.983113930243771 -13.240031806899463
-6.747804304456032 32.08455782317821 0.5176187035419663 -2.8197345384879307 -1.3175712379814999 1.0595168371891457 69.68134993058783 0.0 -12.523463107462181 -13.240031806899463
-3.4480753046887527 33.96236462411984 0.812623711320052 -2.1841671989495506 -1.3002031595094692 0.8373200558084584 127.07994499525978 0.0 -12.486033552111428 -13.240031806899463
-5.222508290914207 31.304212986840305 0.9459272345873819 -2.9008526866066426 -1.3258625851919783 1.0915985138484625 46.72172844962014 0.0 -12.33772063911936 -13.240031806899463
-2.0928550597946227 51.616535366853796 1.1087315828289426 -2.396551721212072 -1.126043215135061 0.993930890833747 107.25848448178141 0.0 -12.172909433255693 -13.240031806899463
-3.2209885158458613 26.20793950842215 0.7057381702904466 -1.849913276840242 -1.0600311018603994 0.8900901483253603 124.27863278838466 0.0 -12.110226161170237 -13.240031806899463
-2.145126241748785 29.499576798332036 0.30304984905596855 -2.4423063999557253 -1.6005297694182603 0.766730912756159 121.96984517323511 0.0 -12.040639109827929 -13.240031806899463
-4.014158562908715 37.717167968348264 0.20238022094489377 -2.8659199051975284 -1.6051562197961369 1.1685507896157479 71.63266811906973 0.0 -11.542325963235502 -13.240031806899463
-4.25381835115482 35.83931536973221 0.4297955363692134 -1.7909671342900724 -0.9567367940238634 0.9209724428505877 104.32506423457224 0.0 -11.470684773876236 -13.240031806899463
-3.369183438857865 53.34273758111024 0.839964145733368 -2.8982728938062237 -1.5997861148812689 1.1371153998994943 71.4727675499847 0.0 -11.22956998133198 -13.240031806899463
-4.482626956196727 60.0468264238826 0.991141135826526 -2.7308118803978516 -1.82804255683805 0.7366914290575844 42.5731151015538 0.0 -11.154469055365215 -13.240031806899463
