mass_1,mass_2,chirp_mass,mass_ratio
1.38427,1.3512,1.1905780593311932,0.9761101519212293
1.41729,1.31813,1.1897216830836386,0.9300354902666357
1.41729,1.3512,1.2046431733188407,0.9533687530427788
1.41729,1.38427,1.2193481741043464,0.976702015818922
1.45022,1.31813,1.2033475593406615,0.9089172677248969
1.45022,1.3512,1.2184745737815126,0.9317207044448428
1.45022,1.38427,1.233382643005027,0.9545241411647887
1.45022,1.41729,1.2480574573866914,0.9772931003571871
1.48301,1.31813,1.216730602570591,0.8888207092332486
1.48301,1.3512,1.2320599047230365,0.9111199519895348
1.48301,1.38427,1.2471678611385297,0.9334191947458209
1.51564,1.28509,1.2141253106296717,0.8478860415402074
1.51564,1.31813,1.2298712860090504,0.8696854134227124
1.51564,1.3512,1.2453996115297756,0.8915045789237549
1.51564,1.38427,1.260704245369912,0.9133237444247974
1.54804,1.28509,1.2268066822651318,0.8301400480607736
1.54804,1.31813,1.2427502651240387,0.851483165809669
1.54804,1.3512,1.2584740227561835,0.8728456629027673
1.54804,1.38427,1.273971800179336,0.8942081599958657
1.58018,1.28509,1.2392272431326357,0.8132554519105419
1.58018,1.31813,1.2553647105305017,0.8341644622764496
1.58018,1.3512,1.2712802331059658,0.8550924578212609
1.61203,1.31813,1.2677118544885018,0.8176832937352282
1.61203,1.3512,1.2838154014423426,0.8381978002890764
1.61203,1.38427,1.2996885628047512,0.8587123068429247
1.64353,1.31813,1.2797775522519104,0.8020115239758325
1.64353,1.3512,1.296065137476537,0.8221328481986943
1.64353,1.38427,1.312120221932671,0.842254172421556
1.67465,1.31813,1.2915595064831897,0.7871077538590153
1.67465,1.3512,1.3080270798745988,0.806855163765563
1.67465,1.38427,1.3242600960082438,0.8266025736721105
1.70536,1.31813,1.3030554070694143,0.772933574142703
1.70536,1.3512,1.319698855865326,0.7923253741145564
1.70536,1.38427,1.3361057493432047,0.8117171740864099
1.70536,1.41729,1.3522600417853883,0.8310796547356569
1.73561,1.3512,1.3310705920259656,0.7785159108325026
1.73561,1.38427,1.3476471350726298,0.7975697305270192
1.73561,1.41729,1.3639689396224872,0.8165947419063038
1.76537,1.3512,1.3421400930846334,0.7653919574933299
1.76537,1.38427,1.358882000058729,0.7841245744518145
1.76537,1.41729,1.375367094849775,0.8028288687357323
1.79461,1.3512,1.3529051010253086,0.7529212475133873
1.79461,1.38427,1.3698080288684602,0.7713486495673154
1.79461,1.41729,1.386452134461509,0.7897481904146304
1.82329,1.3512,1.3633596588837849,0.7410779415232902
1.82329,1.38427,1.3804191530126957,0.7592154840974282
1.82329,1.41729,1.3972178789843257,0.7773256037163588
1.85138,1.38427,1.390713009462109,0.7476963130205576
1.85138,1.41729,1.4076619094926395,0.7655316574663223
1.87885,1.38427,1.40068713772322,0.7367645102057109
1.87885,1.41729,1.4177817093827272,0.7543390904010432
1.90568,1.41729,1.4275782917291169,0.7437187775492212
1.93184,1.41729,1.4370488290167094,0.7336477140964055
