mass_1,mass_2,inclination_EM,luminosity_distance,log10_mej_dyn,log10_mej_wind,vej_dyn,vej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej,zeta,v_ej_dyn,v_ej_wind,redshift,timeshift,t0
2.177610929418969,1.0122696424413364,1.5129900685180462,88.59330316794814,-1.2485023088279454,-1.0811804022260907,0.2182490832633432,0.09101416708703938,0.16694040145660485,0.2037069712967192,24.888114675735952,-4.6655944137638805,-1.314296768542918,0.41591817673668807,0.2182490832633432,0.09101416708703938,0.019699221964599584,0.0,63708.732705912334
