Nested Sampling Global Log-Evidence           :   -0.188016548151776192E+03  +/-    0.404980762604197006E-01

Local Mode Properties
-------------------------------------------

Total Modes Found:           1


Mode   1
Strictly Local Log-Evidence   -0.188016548151776192E+03 +/-    0.404980762604197006E-01
Local Log-Evidence   -0.188016548151776192E+03 +/-    0.404980762604197006E-01

Dim No.       Mean        Sigma
   1    0.383954515203711679E+02    0.122676959788192264E+02
   2   -0.160112017405218898E+01    0.307521042486467888E+00
   3   -0.683866258189915976E+00    0.128651447272587038E+00
   4    0.760577395036393766E+00    0.329033583029896104E+00
   5    0.556532101540169677E+02    0.899587144111963966E+01
   6   -0.138129161957944935E+01    0.353698808076000348E+00
   7    0.515962445266658576E+00    0.857761903752641053E+00

Maximum Likelihood Parameters
Dim No.        Parameter
   1    0.370534491394368004E+02
   2   -0.179026940948387647E+01
   3   -0.664150575656285547E+00
   4    0.694423788892702065E+00
   5    0.628460782925496630E+02
   6   -0.160143864922261114E+01
   7    0.798031438519102299E+00

MAP Parameters
Dim No.        Parameter
   1    0.370534491394368004E+02
   2   -0.179026940948387647E+01
   3   -0.664150575656285547E+00
   4    0.694423788892702065E+00
   5    0.628460782925496630E+02
   6   -0.160143864922261114E+01
   7    0.798031438519102299E+00
