mass_1,mass_2,KNphi,log10_mej_dyn,log10_mej_wind,KNtheta,luminosity_distance,timeshift
1.445055467015671,1.0430757993370718,,,,,,
,,27.474843220271232,-1.8456843688902977,-1.040628937678833,70.93553238412105,183.58252392199338,-0.47476817927809656
