mass_1,mass_2,inclination_EM,luminosity_distance,log10_mej_dyn,log10_mej_wind,vej_dyn,vej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej,zeta,v_ej_dyn,v_ej_wind,redshift,timeshift,t0
1.8944078044189687,1.1820227288610894,1.2993617680739404,11.596218619843189,-1.6430410636000048,-0.7681796081521387,0.2645300749988804,0.14367688898053052,0.2223037232559128,0.26963494913605435,68.44198991203083,-5.6739178382585305,-1.493547548979963,0.8922439627847097,0.2645300749988804,0.14367688898053052,0.0026119194520091925,0.0,63248.84876626194
