,jd,mag,mag_unc,filter,limmag,programid
0,55987.8689335534,27.38375370303242,0.1,ztfg,inf,0.0
1,55987.8689335534,27.410479038803444,0.1,ztfr,inf,0.0
2,55987.8689335534,30.437169500831708,0.1,ztfi,inf,0.0
3,55987.8689335534,27.063240034921975,0.1,ps1__g,inf,0.0
4,55987.8689335534,27.307979361914775,0.1,sdssu,inf,0.0
5,55987.8689335534,32.641282542051904,0.1,ps1__i,inf,0.0
6,55987.8689335534,28.053058899094406,0.1,ps1__z,inf,0.0
7,55987.8689335534,26.728644400235687,0.1,ps1__r,inf,0.0
8,55988.3689335534,22.688396497640404,0.1,ps1__z,inf,0.0
9,55988.3689335534,24.861531823066866,0.1,sdssu,inf,0.0
10,55988.3689335534,23.621878254962308,0.1,ztfr,inf,0.0
11,55988.3689335534,24.25181473129396,0.1,ztfg,inf,0.0
12,55988.3689335534,24.05818274645549,0.1,ps1__g,inf,0.0
13,55988.3689335534,24.773630082092794,0.1,ps1__i,inf,0.0
14,55988.3689335534,24.80223583867404,0.1,ztfi,inf,0.0
15,55988.3689335534,22.90999666141825,0.1,ps1__r,inf,0.0
16,55988.8689335534,22.233958213992747,0.1,ps1__z,inf,0.0
17,55988.8689335534,24.54857233945476,0.1,ps1__g,inf,0.0
18,55988.8689335534,22.500974366575264,0.1,ps1__r,inf,0.0
19,55988.8689335534,24.8997791178144,0.1,ztfi,inf,0.0
20,55988.8689335534,25.68655950944706,0.1,sdssu,inf,0.0
21,55988.8689335534,24.4645785678566,0.1,ps1__i,inf,0.0
22,55988.8689335534,24.770076346394845,0.1,ztfg,inf,0.0
23,55988.8689335534,23.713887841161547,0.1,ztfr,inf,0.0
24,55989.3689335534,24.608607774887126,0.1,ztfi,inf,0.0
25,55989.3689335534,25.515153270049773,0.1,ztfg,inf,0.0
26,55989.3689335534,25.353256070698514,0.1,ps1__g,inf,0.0
27,55989.3689335534,27.063445580758312,0.1,sdssu,inf,0.0
28,55989.3689335534,22.95322852225177,0.1,ps1__z,inf,0.0
29,55989.3689335534,23.861194988880946,0.1,ztfr,inf,0.0
30,55989.3689335534,23.235847468045037,0.1,ps1__r,inf,0.0
31,55989.3689335534,24.543340134070156,0.1,ps1__i,inf,0.0
32,55989.8689335534,23.67571855173678,0.1,ps1__z,inf,0.0
33,55989.8689335534,25.22753651908054,0.1,ps1__i,inf,0.0
34,55989.8689335534,26.564089957164352,0.1,ps1__g,inf,0.0
35,55989.8689335534,24.202638983170957,0.1,ps1__r,inf,0.0
36,55989.8689335534,28.257702528239676,0.1,sdssu,inf,0.0
37,55989.8689335534,26.087936071155507,0.1,ztfg,inf,0.0
38,55989.8689335534,24.911988116934324,0.1,ztfi,inf,0.0
39,55989.8689335534,24.486348953183395,0.1,ztfr,inf,0.0
40,55990.3689335534,25.18624428873702,0.1,ztfi,inf,0.0
41,55990.3689335534,25.043686421126782,0.1,ps1__r,inf,0.0
42,55990.3689335534,24.5092566316747,0.1,ps1__z,inf,0.0
43,55990.3689335534,29.18238597987951,0.1,sdssu,inf,0.0
44,55990.3689335534,25.141833871491443,0.1,ztfr,inf,0.0
45,55990.3689335534,25.36040208317276,0.1,ps1__i,inf,0.0
46,55990.3689335534,27.46544721874937,0.1,ps1__g,inf,0.0
47,55990.3689335534,26.955349731076577,0.1,ztfg,inf,0.0
48,55990.8689335534,25.895398734523177,0.1,ztfr,inf,0.0
49,55990.8689335534,30.1282645603924,0.1,sdssu,inf,0.0
50,55990.8689335534,27.960552291708325,0.1,ps1__g,inf,0.0
51,55990.8689335534,25.686702449886074,0.1,ps1__r,inf,0.0
52,55990.8689335534,25.885529329993403,0.1,ps1__i,inf,0.0
53,55990.8689335534,27.861058233047817,0.1,ztfg,inf,0.0
54,55990.8689335534,25.378138915676352,0.1,ztfi,inf,0.0
55,55990.8689335534,25.079214150970206,0.1,ps1__z,inf,0.0
56,55991.3689335534,25.402195015094776,0.1,ps1__z,inf,0.0
57,55991.3689335534,28.393284927602792,0.1,ztfg,inf,0.0
58,55991.3689335534,26.329230265017674,0.1,ztfr,inf,0.0
59,55991.3689335534,26.225227646569373,0.1,ps1__r,inf,0.0
60,55991.3689335534,25.873490407801555,0.1,ztfi,inf,0.0
61,55991.3689335534,26.301142092306087,0.1,ps1__i,inf,0.0
62,55991.3689335534,28.332880664566453,0.1,ps1__g,inf,0.0
63,55991.3689335534,30.78252371322593,0.1,sdssu,inf,0.0
64,55991.8689335534,28.98983067714299,0.1,ps1__g,inf,0.0
65,55991.8689335534,26.797714439821558,0.1,ps1__r,inf,0.0
66,55991.8689335534,25.577797269435397,0.1,ps1__z,inf,0.0
67,55991.8689335534,31.394606848318183,0.1,sdssu,inf,0.0
68,55991.8689335534,26.166243097513032,0.1,ztfi,inf,0.0
69,55991.8689335534,28.857366122378593,0.1,ztfg,inf,0.0
70,55991.8689335534,26.754721455996084,0.1,ps1__i,inf,0.0
71,55991.8689335534,26.56527394708078,0.1,ztfr,inf,0.0
72,55992.3689335534,32.251184445110184,0.1,sdssu,inf,0.0
73,55992.3689335534,26.39768016043285,0.1,ztfi,inf,0.0
74,55992.3689335534,26.06190031536489,0.1,ps1__z,inf,0.0
75,55992.3689335534,27.249239728712812,0.1,ps1__r,inf,0.0
76,55992.3689335534,27.189133908512602,0.1,ztfr,inf,0.0
77,55992.3689335534,26.91346420821575,0.1,ps1__i,inf,0.0
78,55992.3689335534,29.475473587173045,0.1,ztfg,inf,0.0
79,55992.3689335534,29.33513824228109,0.1,ps1__g,inf,0.0
80,55992.8689335534,27.685364872926822,0.1,ps1__r,inf,0.0
81,55992.8689335534,27.41850351091477,0.1,ps1__i,inf,0.0
82,55992.8689335534,32.81177774492763,0.1,sdssu,inf,0.0
83,55992.8689335534,26.530310029800905,0.1,ztfi,inf,0.0
84,55992.8689335534,29.916856642354205,0.1,ztfg,inf,0.0
85,55992.8689335534,29.939634839561016,0.1,ps1__g,inf,0.0
86,55992.8689335534,26.62056501228816,0.1,ps1__z,inf,0.0
87,55992.8689335534,27.521683208255844,0.1,ztfr,inf,0.0
88,55993.3689335534,30.423515667003763,0.1,ztfg,inf,0.0
89,55993.3689335534,27.91827238051289,0.1,ztfr,inf,0.0
90,55993.3689335534,26.754935357157144,0.1,ps1__z,inf,0.0
91,55993.3689335534,28.088798930206252,0.1,ps1__r,inf,0.0
92,55993.3689335534,30.25936889173798,0.1,ps1__g,inf,0.0
93,55993.3689335534,27.541617794017302,0.1,ps1__i,inf,0.0
94,55993.3689335534,33.45460872770908,0.1,sdssu,inf,0.0
95,55993.3689335534,26.801652236609677,0.1,ztfi,inf,0.0
96,55993.8689335534,30.9960309801727,0.1,ztfg,inf,0.0
97,55993.8689335534,28.44411928916952,0.1,ztfr,inf,0.0
98,55993.8689335534,30.94829523089217,0.1,ps1__g,inf,0.0
99,55993.8689335534,27.93695818490419,0.1,ps1__i,inf,0.0
100,55993.8689335534,33.97867505669447,0.1,sdssu,inf,0.0
101,55993.8689335534,27.19682918222871,0.1,ps1__z,inf,0.0
102,55993.8689335534,27.176487719677585,0.1,ztfi,inf,0.0
103,55993.8689335534,28.338809411546432,0.1,ps1__r,inf,0.0
104,55994.3689335534,28.868128167673554,0.1,ztfr,inf,0.0
105,55994.3689335534,28.113392981652982,0.1,ps1__i,inf,0.0
106,55994.3689335534,31.218175187546212,0.1,ztfg,inf,0.0
