mass_1,mass_2,inclination_EM,luminosity_distance,log10_mej_dyn,log10_mej_wind,vej_dyn,vej_wind,Ye_dyn,Ye_wind,KNphi,log10_Xlan,log10_vej,zeta,v_ej_dyn,v_ej_wind,redshift,timeshift,t0
1.3572984294189687,1.2900474202191141,0.19352115401033268,61.45044602509099,-2.2889687720806284,-0.48067539941335385,0.26188544689970683,0.11172422625863704,0.26105804851542835,0.36160170813882453,50.97507119747507,-1.631111655143191,-0.835264510478402,0.7652057870854196,0.26188544689970683,0.11172422625863704,0.01372502978300681,0.0,61717.80786447308
