,jd,mag,mag_unc,filter,limmag,programid
0,44243.69619945167,24.071466423262095,0.1,ps1__g,inf,0.0
1,44243.69619945167,24.3263167958604,0.1,ps1__r,inf,0.0
2,44243.69619945167,23.590152423106492,0.1,ps1__i,inf,0.0
3,44243.69619945167,24.502024096728473,0.1,2massh,inf,0.0
4,44243.69619945167,24.505762759130594,0.1,sdssu,inf,0.0
5,44243.69619945167,26.4575032215555,0.1,ps1__z,inf,0.0
6,44243.796199451666,22.803044287782853,0.1,ps1__r,inf,0.0
7,44243.796199451666,24.032419464812453,0.1,ps1__z,inf,0.0
8,44243.796199451666,22.739193079082103,0.1,ps1__g,inf,0.0
9,44243.796199451666,23.093675331260975,0.1,sdssu,inf,0.0
10,44243.796199451666,22.4175680254037,0.1,ps1__i,inf,0.0
11,44243.796199451666,23.207640118686,0.1,2massh,inf,0.0
12,44243.89619945167,21.853954577928743,0.1,2massh,inf,0.0
13,44243.89619945167,21.166894679477632,0.1,ps1__r,inf,0.0
14,44243.89619945167,21.90189574746746,0.1,ps1__z,inf,0.0
15,44243.89619945167,21.493047373646572,0.1,ps1__g,inf,0.0
16,44243.89619945167,21.883668025733392,0.1,sdssu,inf,0.0
17,44243.89619945167,21.055413859628455,0.1,ps1__i,inf,0.0
18,44243.99619945167,22.426040556237712,0.1,2massh,inf,0.0
19,44243.99619945167,20.852816986370996,0.1,ps1__i,inf,0.0
20,44243.99619945167,21.18940314256609,0.1,ps1__z,inf,0.0
21,44243.99619945167,20.66934179544609,0.1,ps1__r,inf,0.0
22,44243.99619945167,21.114734543507986,0.1,ps1__g,inf,0.0
23,44243.99619945167,21.505465977115122,0.1,sdssu,inf,0.0
24,44244.09619945167,20.03621262159984,0.1,ps1__r,inf,0.0
25,44244.09619945167,20.612878866690718,0.1,ps1__i,inf,0.0
26,44244.09619945167,20.527387311184537,0.1,ps1__g,inf,0.0
27,44244.09619945167,21.28595333932983,0.1,sdssu,inf,0.0
28,44244.09619945167,22.05155356978738,0.1,2massh,inf,0.0
29,44244.09619945167,20.473504136899145,0.1,ps1__z,inf,0.0
30,44244.19619945167,21.74255039213157,0.1,2massh,inf,0.0
31,44244.19619945167,20.32247759904318,0.1,ps1__z,inf,0.0
32,44244.19619945167,20.607078822687424,0.1,ps1__i,inf,0.0
33,44244.19619945167,21.263514037784958,0.1,sdssu,inf,0.0
34,44244.19619945167,19.86354168612265,0.1,ps1__r,inf,0.0
35,44244.19619945167,20.35744551853545,0.1,ps1__g,inf,0.0
36,44244.296199451666,21.567244065843582,0.1,2massh,inf,0.0
37,44244.296199451666,19.826001940725586,0.1,ps1__r,inf,0.0
38,44244.296199451666,20.406249608651944,0.1,ps1__g,inf,0.0
39,44244.296199451666,19.80162611966919,0.1,ps1__z,inf,0.0
40,44244.296199451666,20.28232432984832,0.1,ps1__i,inf,0.0
41,44244.296199451666,21.317102650313334,0.1,sdssu,inf,0.0
42,44244.39619945167,19.604247480434847,0.1,ps1__z,inf,0.0
43,44244.39619945167,21.31068608498962,0.1,2massh,inf,0.0
44,44244.39619945167,19.72501176651075,0.1,ps1__r,inf,0.0
45,44244.39619945167,20.242640885635797,0.1,ps1__i,inf,0.0
46,44244.39619945167,21.323444226696875,0.1,sdssu,inf,0.0
47,44244.39619945167,20.287771074509457,0.1,ps1__g,inf,0.0
48,44244.49619945167,19.425611650402335,0.1,ps1__z,inf,0.0
49,44244.49619945167,21.10994927292302,0.1,2massh,inf,0.0
50,44244.49619945167,19.638646343464565,0.1,ps1__r,inf,0.0
51,44244.49619945167,20.14227124134321,0.1,ps1__i,inf,0.0
52,44244.49619945167,20.1423109145471,0.1,ps1__g,inf,0.0
53,44244.49619945167,21.59487055099832,0.1,sdssu,inf,0.0
54,44244.59619945167,20.732056733703992,0.1,2massh,inf,0.0
55,44244.59619945167,21.51304372287079,0.1,sdssu,inf,0.0
56,44244.59619945167,19.69240477586609,0.1,ps1__z,inf,0.0
57,44244.59619945167,19.963021372808935,0.1,ps1__r,inf,0.0
58,44244.59619945167,20.28428080538494,0.1,ps1__g,inf,0.0
59,44244.59619945167,20.087471197975148,0.1,ps1__i,inf,0.0
60,44244.69619945167,20.706010694720614,0.1,2massh,inf,0.0
61,44244.69619945167,21.73138840836166,0.1,sdssu,inf,0.0
62,44244.69619945167,19.646308676425374,0.1,ps1__r,inf,0.0
63,44244.69619945167,20.251673639149384,0.1,ps1__g,inf,0.0
64,44244.69619945167,19.571228132104014,0.1,ps1__z,inf,0.0
65,44244.69619945167,20.02692311435183,0.1,ps1__i,inf,0.0
66,44244.796199451666,20.33912848889265,0.1,ps1__g,inf,0.0
67,44244.796199451666,21.86416165532667,0.1,sdssu,inf,0.0
68,44244.796199451666,19.835906335771593,0.1,ps1__i,inf,0.0
69,44244.796199451666,20.42827910427248,0.1,2massh,inf,0.0
70,44244.796199451666,19.742832053437187,0.1,ps1__r,inf,0.0
71,44244.796199451666,19.50908127567422,0.1,ps1__z,inf,0.0
72,44244.89619945167,19.824649842786258,0.1,ps1__i,inf,0.0
73,44244.89619945167,19.577457470146847,0.1,ps1__z,inf,0.0
74,44244.89619945167,20.508344140241267,0.1,ps1__g,inf,0.0
75,44244.89619945167,22.2162188246323,0.1,sdssu,inf,0.0
76,44244.89619945167,19.77115681649525,0.1,ps1__r,inf,0.0
77,44244.89619945167,20.470666322707945,0.1,2massh,inf,0.0
78,44244.99619945167,19.420468365384593,0.1,ps1__z,inf,0.0
79,44244.99619945167,20.172825843175023,0.1,ps1__i,inf,0.0
80,44244.99619945167,20.044290265520527,0.1,2massh,inf,0.0
81,44244.99619945167,22.22818776550909,0.1,sdssu,inf,0.0
82,44244.99619945167,19.807413073113825,0.1,ps1__r,inf,0.0
83,44244.99619945167,20.39891405745298,0.1,ps1__g,inf,0.0
84,44245.09619945167,20.130206574190318,0.1,2massh,inf,0.0
85,44245.09619945167,19.722380587995122,0.1,ps1__z,inf,0.0
86,44245.09619945167,22.430005725119727,0.1,sdssu,inf,0.0
87,44245.09619945167,19.7971326110795,0.1,ps1__r,inf,0.0
88,44245.09619945167,20.529327001332526,0.1,ps1__g,inf,0.0
89,44245.09619945167,20.17081236596689,0.1,ps1__i,inf,0.0
